,flood_depth
0,0.0
1,0.0
2,0.0
3,0.0
4,0.110543031673382
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0401106145646837
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0988766894362489
19,0.126532438351348
20,0.214361854529265
21,0.211517951518605
22,0.366458786888789
23,0.217115258115765
24,0.119939960808384
25,0.133403609537713
26,0.0889982131132034
27,0.0464524907536738
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0119067161313949
34,0.0211740377750364
35,0.0
36,0.0
37,0.0
38,0.0
39,0.00710903460159367
40,0.00233131962633561
41,0.158815311094974
42,0.0273224262585933
43,0.0692195077227731
44,0.18568378245389
45,0.0274043504329149
46,0.000730753287994604
47,0.0
48,0.0372471651584982
49,0.00341323070149133
50,0.00530013382264058
51,0.0125807214313688
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0533092892957501
57,0.0212851012194598
58,0.0
59,0.0
60,0.0
61,0.0124407754894256
62,0.0318963607356604
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0934486063117655
70,0.0464517540401883
71,0.0
72,0.0
73,0.0
74,0.0
75,0.138223023156495
76,0.0971055943331273
77,0.0
78,0.0564210187983397
79,0.0
80,0.0
81,0.152372673705772
82,0.114405275002504
83,0.0326369603474935
84,0.0
85,0.0761064776667842
86,0.0160578974971065
87,0.076078374150065
88,0.0927950917724053
89,0.0246975985440341
90,0.00129082992191963
91,0.057782446687004
92,0.00592472959437608
93,0.0
94,0.00122944513956706
95,0.0
96,0.0
97,0.0
98,0.00363005532158746
99,0.0
100,0.0
101,0.0075603604656339
102,0.0610120914600514
103,0.000622715094150641
104,0.00112125911756293
105,0.0177018838931916
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0165540907118056
111,0.0575795085215875
112,0.0268656057077688
113,0.120468218573209
114,0.190771553930734
115,0.0
116,0.0
117,0.0
118,0.0
119,0.048712640746027
120,0.0543759487293385
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.00048065185546875
127,0.00110426682692308
128,0.000160910465099193
129,0.00164610164457577
130,0.000806880045060065
131,0.0376165464113085
132,0.0766608518073362
133,0.0633590971982038
134,0.0
135,0.0189279626916956
136,0.143663311819745
137,0.0390251610014174
138,0.0404696994357639
139,0.000289943483140734
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0302419287526709
150,0.0779780281914605
151,0.0856683540887642
152,0.0
153,0.0
154,0.0
155,0.0
156,0.086411135167386
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.00315981297134664
164,0.0446856376452324
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0528672940720845
170,0.317296994965652
171,0.175755120741428
172,0.0
173,0.0201578909394815
174,0.0102749383963358
175,0.0293279025008408
176,0.017396644309715
177,0.0315710866553152
178,0.13364064090688
179,0.0892219986900717
180,0.0954434618971864
181,0.0836666131197007
182,0.0279629539232967
183,0.0
184,0.0
185,0.0
186,0.00139035460769489
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0823161248807554
192,0.150460758915654
193,0.0486738304474678
194,0.0319249772768348
195,0.0520576238289942
196,0.192754790935577
197,0.0
198,0.0
199,0.0
200,0.0100326538085938
201,0.0523572525067886
202,0.113205871230041
203,0.050455401090444
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0581103564677364
209,0.0095734746890257
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0185719025440705
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.00204517630185942
222,0.130410862270703
223,0.0
224,0.0
225,0.0
226,0.0
227,0.000401380055310719
228,0.136724578009711
229,0.0
230,0.0617340166838082
231,0.0356413438777022
232,0.13382452709187
233,0.63571600401156
234,0.0
235,0.0
236,0.0
237,0.0958707156004729
238,0.00116998364883109
239,0.0812926929210908
240,0.00125232490039619
241,0.128648387061225
242,0.0
243,0.000244723425971137
244,0.00896200413717504
245,0.0
246,0.0289028500198224
247,0.0160684355607269
248,0.00625969330764027
249,0.00118742070646368
250,0.0
251,0.000334997802038818
252,0.0
253,0.0792441517539174
254,0.0586834836889196
255,0.0117865668402778
256,0.0529419051276313
257,0.00322545586827813
258,0.0
259,0.0
260,0.0
261,0.0
262,0.00248792955091783
263,0.0
264,0.0140761242293225
265,0.0677467275548864
266,0.331328411047955
267,0.148580846963105
268,0.0
269,0.0
270,0.0
271,0.000311740103610221
272,0.140341449666906
273,0.0372332320254073
274,0.0
275,0.0
276,0.0
277,0.00727305181345709
278,0.0106934309005737
279,0.0312262380225027
280,0.0
281,0.0
282,0.0147475196425392
283,0.00996334905977602
284,0.0
285,0.137159868522927
286,0.0
287,0.0
288,0.115607456739811
289,0.0301867039115341
290,0.0125972171794315
291,0.000920163260565864
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.00440663394764957
302,0.0039378978587963
303,0.000609273448628917
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0976370233569133
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0242055533272879
316,0.00556740419323636
317,0.0
318,0.0
319,0.0
320,0.00599580652573529
321,0.369222504005399
322,0.0169026605763666
323,0.0
324,0.0
325,0.00218960973951552
326,0.0156830790375712
327,0.000258331998772577
328,0.0317559291294643
329,0.0
330,0.0657326281665227
331,0.00569050582413821
332,0.0
333,0.000233564795729642
334,0.0129430016805959
335,0.00043846195579594
336,0.0
337,0.00763981008692406
338,0.0465146500543253
339,0.0649857045578481
340,0.0823113609116084
341,0.0719025674587025
342,0.123696028981422
343,0.067199111053274
344,0.00342694091796875
345,0.0486358103568632
346,0.0538519750941883
347,0.0884814748057613
348,0.141258152801427
349,0.0
350,0.00116008246896222
351,0.0
352,0.0
353,0.102428775290357
354,0.013008577434633
355,0.0197053460578067
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0593676831987169
361,0.0470571925497463
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.00861967289492176
370,0.00012415639018442
371,0.0
372,0.0
373,0.0
374,0.131033351278713
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.145982450441642
381,0.010133763911986
382,0.0399868413997712
383,0.0255531680549991
384,0.0
385,0.0594844981136485
386,0.00525501039293077
387,0.0
388,0.0171834295259105
389,0.0398348278108474
390,0.0549354012897264
391,0.0469946345543848
392,0.0197756601534678
393,0.08195576844392
394,0.118904222450365
395,0.0
396,0.0
397,0.0
398,0.0397116150300361
399,0.0
400,0.0035615634536961
401,0.0610108569871669
402,0.0339598938464981
403,0.00651580723602208
404,0.0382445918189155
405,0.111104372899417
