,area_short,area_medium,area_long,sum,argmax,color
9986,0.0,0.0,0.0,0.0,,tab:grey
9987,0.0,0.0,0.0,0.0,,tab:grey
9988,0.0,0.0,0.0,0.0,,tab:grey
9989,0.0,0.0,0.0,0.0,,tab:grey
9990,0.0,0.0,0.0,0.0,,tab:grey
9991,0.0,0.0,0.0,0.0,,tab:grey
9992,0.0,0.0,0.0,0.0,,tab:grey
9993,0.0,0.0,5005.95246887207,5005.95246887207,2.0,tab:green
9994,0.0,0.0,134182.524749756,134182.524749756,2.0,tab:green
9995,0.0,0.0,209027.216247559,209027.216247559,2.0,tab:green
9996,0.0,177112.011383057,102431.935150146,279543.946533203,1.0,tab:blue
9997,0.0,185287.103271484,0.0,185287.103271484,1.0,tab:blue
9998,0.0,71897.6066131592,0.0,71897.6066131592,1.0,tab:blue
9999,0.0,25646.8665466309,0.0,25646.8665466309,1.0,tab:blue
10000,0.0,238553.106048584,0.0,238553.106048584,1.0,tab:blue
10001,0.0,250000.0,0.0,250000.0,1.0,tab:blue
10002,0.0,175444.976791382,74555.0232086182,250000.0000000002,1.0,tab:blue
10003,0.0,0.0,250000.0,250000.0,2.0,tab:green
10004,0.0,0.0,250000.0,250000.0,2.0,tab:green
10005,0.0,450.600173950195,249549.39982605,250000.0000000002,2.0,tab:green
10006,0.0,12054.2967529297,237945.70324707,249999.99999999968,2.0,tab:green
10007,0.0,28470.2743835449,221529.725616455,249999.99999999988,2.0,tab:green
10008,0.0,44736.427520752,202809.37109375,247545.798614502,2.0,tab:green
10009,0.0,17797.279296875,5748.83906555176,23546.118362426758,1.0,tab:blue
10010,0.0,0.0,0.0,0.0,,tab:grey
10011,0.0,0.0,0.0,0.0,,tab:grey
10012,0.0,0.0,0.0,0.0,,tab:grey
10013,0.0,0.0,0.0,0.0,,tab:grey
10014,0.0,0.0,0.0,0.0,,tab:grey
10015,0.0,0.0,0.0,0.0,,tab:grey
10016,0.0,0.0,0.0,0.0,,tab:grey
10017,0.0,0.0,0.0,0.0,,tab:grey
10018,0.0,0.0,0.0,0.0,,tab:grey
10019,0.0,0.0,0.0,0.0,,tab:grey
10020,0.0,0.0,0.0,0.0,,tab:grey
10021,0.0,0.0,0.0,0.0,,tab:grey
10022,0.0,0.0,0.0,0.0,,tab:grey
10023,0.0,0.0,0.0,0.0,,tab:grey
10024,0.0,0.0,0.0,0.0,,tab:grey
10025,0.0,0.0,0.0,0.0,,tab:grey
10026,0.0,0.0,0.0,0.0,,tab:grey
10027,0.0,0.0,0.0,0.0,,tab:grey
10028,0.0,0.0,0.0,0.0,,tab:grey
10029,0.0,0.0,0.0,0.0,,tab:grey
10030,0.0,0.0,0.0,0.0,,tab:grey
10031,0.0,0.0,0.0,0.0,,tab:grey
10032,0.0,0.0,0.0,0.0,,tab:grey
10033,0.0,0.0,0.0,0.0,,tab:grey
10034,0.0,0.0,0.0,0.0,,tab:grey
10035,0.0,0.0,0.0,0.0,,tab:grey
10036,0.0,0.0,0.0,0.0,,tab:grey
10037,0.0,0.0,0.0,0.0,,tab:grey
10038,0.0,0.0,0.0,0.0,,tab:grey
10039,0.0,0.0,0.0,0.0,,tab:grey
10040,0.0,129685.885902405,2553.36296081543,132239.24886322045,1.0,tab:blue
10041,0.0,216032.939346313,32948.3815307617,248981.3208770747,1.0,tab:blue
10042,0.0,82751.9261016846,70469.5453338623,153221.4714355469,1.0,tab:blue
10043,0.0,94784.6910018921,95930.5099411011,190715.20094299322,2.0,tab:green
10044,0.0,121306.436225891,128693.554252625,249999.990478516,2.0,tab:green
10045,0.0,0.0,249999.99723053,249999.99723053,2.0,tab:green
10046,0.0,0.0,250000.0,250000.0,2.0,tab:green
10047,0.0,0.0,250000.0,250000.0,2.0,tab:green
10048,0.0,0.0,153550.279922485,153550.279922485,2.0,tab:green
10049,0.0,0.0,0.0,0.0,,tab:grey
10050,0.0,0.0,0.0,0.0,,tab:grey
10051,0.0,0.0,0.0,0.0,,tab:grey
10052,0.0,0.0,0.0,0.0,,tab:grey
10053,0.0,0.0,0.0,0.0,,tab:grey
10054,0.0,0.0,0.0,0.0,,tab:grey
10055,0.0,0.0,0.0,0.0,,tab:grey
10056,0.0,0.0,0.0,0.0,,tab:grey
10057,0.0,0.0,0.0,0.0,,tab:grey
10058,0.0,0.0,0.0,0.0,,tab:grey
10059,0.0,0.0,0.0,0.0,,tab:grey
10060,0.0,0.0,0.0,0.0,,tab:grey
10061,0.0,0.0,0.0,0.0,,tab:grey
10062,0.0,0.0,0.0,0.0,,tab:grey
10063,0.0,0.0,0.0,0.0,,tab:grey
10064,0.0,0.0,0.0,0.0,,tab:grey
10065,0.0,0.0,0.0,0.0,,tab:grey
10066,0.0,0.0,0.0,0.0,,tab:grey
10067,0.0,0.0,0.0,0.0,,tab:grey
10068,0.0,0.0,0.0,0.0,,tab:grey
10069,0.0,0.0,0.0,0.0,,tab:grey
10070,0.0,0.0,0.0,0.0,,tab:grey
10071,0.0,0.0,0.0,0.0,,tab:grey
10072,0.0,0.0,0.0,0.0,,tab:grey
10073,0.0,0.0,0.0,0.0,,tab:grey
10074,0.0,0.0,0.0,0.0,,tab:grey
10075,0.0,0.0,0.0,0.0,,tab:grey
10076,0.0,0.0,0.0,0.0,,tab:grey
10077,0.0,0.0,0.0,0.0,,tab:grey
10078,0.0,0.0,0.0,0.0,,tab:grey
10079,0.0,0.0,0.0,0.0,,tab:grey
10080,0.0,0.0,0.0,0.0,,tab:grey
10081,0.0,0.0,0.0,0.0,,tab:grey
10082,0.0,0.0,0.0,0.0,,tab:grey
10083,0.0,0.0,0.0,0.0,,tab:grey
10084,0.0,0.0,0.0,0.0,,tab:grey
10085,0.0,0.0,0.0,0.0,,tab:grey
10086,0.0,0.0,0.0,0.0,,tab:grey
10087,0.0,0.0,0.0,0.0,,tab:grey
10088,0.0,0.0,0.0,0.0,,tab:grey
10089,0.0,0.0,0.0,0.0,,tab:grey
10090,0.0,0.0,0.0,0.0,,tab:grey
10091,0.0,0.0,0.0,0.0,,tab:grey
10092,0.0,0.0,0.0,0.0,,tab:grey
10093,0.0,0.0,0.0,0.0,,tab:grey
10094,0.0,0.0,0.0,0.0,,tab:grey
10095,0.0,0.0,0.0,0.0,,tab:grey
10096,0.0,0.0,0.0,0.0,,tab:grey
10097,0.0,0.0,0.0,0.0,,tab:grey
10098,0.0,0.0,0.0,0.0,,tab:grey
10099,0.0,0.0,0.0,0.0,,tab:grey
10100,0.0,0.0,0.0,0.0,,tab:grey
10101,0.0,0.0,0.0,0.0,,tab:grey
10102,0.0,0.0,0.0,0.0,,tab:grey
10103,0.0,0.0,0.0,0.0,,tab:grey
10104,0.0,0.0,0.0,0.0,,tab:grey
10105,0.0,0.0,0.0,0.0,,tab:grey
10106,0.0,0.0,0.0,0.0,,tab:grey
10107,0.0,0.0,0.0,0.0,,tab:grey
10108,0.0,0.0,0.0,0.0,,tab:grey
10109,0.0,0.0,0.0,0.0,,tab:grey
10110,0.0,0.0,0.0,0.0,,tab:grey
10111,0.0,0.0,0.0,0.0,,tab:grey
10112,0.0,0.0,0.0,0.0,,tab:grey
10113,0.0,0.0,0.0,0.0,,tab:grey
10114,0.0,0.0,0.0,0.0,,tab:grey
10115,0.0,0.0,0.0,0.0,,tab:grey
10116,0.0,0.0,0.0,0.0,,tab:grey
10117,0.0,0.0,0.0,0.0,,tab:grey
10118,0.0,0.0,0.0,0.0,,tab:grey
10119,0.0,0.0,0.0,0.0,,tab:grey
10120,0.0,0.0,0.0,0.0,,tab:grey
10121,0.0,0.0,605.462036132812,605.462036132812,2.0,tab:green
10122,0.0,0.0,238012.767990112,238012.767990112,2.0,tab:green
10123,35426.4851989746,0.0,212658.887237549,248085.3724365236,2.0,tab:green
10124,115107.3540802,53607.6759338379,84780.9917297363,253496.0217437742,0.0,tab:red
10125,167.378860473633,110432.956954956,0.0,110600.33581542963,1.0,tab:blue
10126,0.0,0.0,0.0,0.0,,tab:grey
10127,0.0,0.0,0.0,0.0,,tab:grey
10128,0.0,99692.8670196533,0.0,99692.8670196533,1.0,tab:blue
10129,0.0,204712.102706909,0.0,204712.102706909,1.0,tab:blue
10130,0.0,249925.005554199,74.9944458007812,249999.99999999977,1.0,tab:blue
10131,0.0,214302.129959106,35697.8700408936,249999.9999999996,1.0,tab:blue
10132,0.0,229222.341430664,20777.6585693359,249999.9999999999,1.0,tab:blue
10133,0.0,245187.718917847,4812.28108215332,250000.00000000032,1.0,tab:blue
10134,0.0,250000.0,0.0,250000.0,1.0,tab:blue
10135,0.0,249999.999969482,0.0,249999.999969482,1.0,tab:blue
10136,0.0,250000.000030518,0.0,250000.000030518,1.0,tab:blue
