,prop_flood_prone
0,0.0718562874251497
1,0.27920392269974
2,0.0
3,0.0
4,0.415353766828989
5,0.0
6,0.0
7,0.00687285223367697
8,0.608820160366552
9,0.0536989431590974
10,0.0
11,0.0
12,0.428240740740741
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.339861751152074
19,0.148826559816829
20,0.609477590636597
21,0.69345579793341
22,0.671342685370741
23,0.926745188164321
24,0.397213534262155
25,0.286745596303783
26,0.43019943019943
27,0.472837022132797
28,0.0324786324786325
29,0.0
30,0.0
31,0.0
32,0.0
33,0.180875576036866
34,0.145537237066515
35,0.0
36,0.0
37,0.0
38,0.0
39,0.115132516386435
40,0.0347121781891814
41,0.599430199430199
42,0.269672601952901
43,0.874643874643875
44,0.878761574074074
45,0.700569800569801
46,0.148489208633094
47,0.0198976691301876
48,0.671942446043165
49,0.376682898882842
50,0.303724928366762
51,0.412150598973189
52,0.0
53,0.27159780410286
54,0.0
55,0.0
56,0.277809147374365
57,0.288194444444444
58,0.0
59,0.0
60,0.0170940170940171
61,0.131466133180909
62,0.39502999143102
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.247863247863248
70,0.175347222222222
71,0.109401709401709
72,0.0
73,0.0
74,0.0
75,0.185185185185185
76,0.181294964028777
77,0.0
78,0.362960845955987
79,0.0
80,0.0
81,0.29224537037037
82,0.27977207977208
83,0.332175925925926
84,0.0113960113960114
85,0.256365740740741
86,0.0837606837606838
87,0.429752066115702
88,0.446184510250569
89,0.0643578643578644
90,0.0199942873464724
91,0.455247354875608
92,0.206976073796483
93,0.0
94,0.0491898148148148
95,0.0484330484330484
96,0.0
97,0.0
98,0.0694444444444444
99,0.0341880341880342
100,0.0
101,0.0227920227920228
102,0.568287037037037
103,0.0102564102564103
104,0.0068649885583524
105,0.18328530259366
106,0.0
107,0.0
108,0.0
109,0.0
110,0.247863247863248
111,0.390870185449358
112,0.123076923076923
113,0.391954022988506
114,0.478632478632479
115,0.0
116,0.0
117,0.0
118,0.0302593659942363
119,0.522222222222222
120,0.547453703703704
121,0.173789173789174
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0164930555555556
127,0.0635327635327635
128,0.0173611111111111
129,0.0256410256410256
130,0.0166141506731596
131,0.33726618705036
132,0.333333333333333
133,0.217013888888889
134,0.0
135,0.0549768518518519
136,0.901994301994302
137,0.762731481481482
138,0.848433048433048
139,0.47974537037037
140,0.123076923076923
141,0.0
142,0.0
143,0.0143884892086331
144,0.0
145,0.0
146,0.0
147,0.0
148,0.158564814814815
149,0.77037037037037
150,1.0
151,0.767521367521368
152,0.00230414746543779
153,0.47853463079565
154,0.0228636753358102
155,0.0
156,0.337239211203201
157,0.0
158,0.016
159,0.0227011494252874
160,0.506685633001422
161,0.232060185185185
162,0.0
163,0.145664739884393
164,0.494586894586895
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0770328102710414
170,0.637931034482759
171,0.385934819897084
172,0.0229292060762396
173,0.272727272727273
174,0.125253109632629
175,0.263947890116114
176,0.27662037037037
177,0.111111111111111
178,0.53134932100549
179,0.371987524808619
180,0.368663594470046
181,0.462793360045793
182,0.334569309754706
183,0.0
184,0.0
185,0.0
186,0.00622524052065648
187,0.0
188,0.0
189,0.0
190,0.0
191,0.444444444444444
192,0.792022792022792
193,0.469299509945229
194,0.935850127732047
195,1.0
196,0.921332184898076
197,0.344669905687339
198,0.0640915593705293
199,0.0
200,0.3125
201,0.568660968660969
202,0.445213379469435
203,0.483413666005103
204,0.0
205,0.153846153846154
206,0.0
207,0.0
208,0.315154994259472
209,0.115450890292935
210,0.0
211,0.0
212,0.0
213,0.0
214,0.370655270655271
215,0.0141782407407407
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.00859845227858985
222,0.530342249065286
223,0.035876993166287
224,0.0
225,0.0
226,0.0
227,0.00854700854700855
228,0.416666666666667
229,0.00256410256410256
230,0.531474561655648
231,0.226436456269459
232,0.256484149855908
233,0.420480549199085
234,0.0
235,0.0
236,0.0
237,0.381944444444444
238,0.0168871376301717
239,0.310354773579464
240,0.00199430199430199
241,0.34056712962963
242,0.0
243,0.00347222222222222
244,0.0792022792022792
245,0.0
246,0.295298165137615
247,0.354609929078014
248,0.100825975505554
249,0.0199430199430199
250,0.00810185185185185
251,0.00797720797720798
252,0.0
253,0.398860398860399
254,0.210648148148148
255,0.0541310541310541
256,0.398726851851852
257,0.0296296296296296
258,0.0
259,0.0
260,0.0
261,0.0
262,0.128671328671329
263,0.0
264,0.170940170940171
265,0.283564814814815
266,0.49002849002849
267,0.112847222222222
268,0.0
269,0.337384259259259
270,0.103988603988604
271,0.319373219373219
272,0.866898148148148
273,0.490598290598291
274,0.0
275,0.0
276,0.0
277,0.15954415954416
278,0.24681712962963
279,0.272649572649573
280,0.0
281,0.0
282,0.348148148148148
283,0.251157407407407
284,0.378917378917379
285,0.480324074074074
286,0.0997150997150997
287,0.0
288,0.492592592592593
289,0.71556712962963
290,0.920797720797721
291,0.222222222222222
292,0.406837606837607
293,0.251736111111111
294,0.0541310541310541
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0660350272753374
301,0.26951566951567
302,0.100694444444444
303,0.0102564102564103
304,0.0
305,0.462592804111936
306,0.0
307,0.0
308,0.338399770576427
309,0.0228115198175078
310,0.679965307892454
311,0.450552564465854
312,0.389756944444444
313,0.55982905982906
314,0.173314203730273
315,0.788
316,0.113316077077941
317,0.0
