,flood_depth
0,0.011330405769098
1,0.060062255507283
2,0.0
3,0.0
4,0.499010635153061
5,0.00234212169848793
6,0.0308739319636224
7,0.0358270948831705
8,0.0930224983416335
9,0.0160383035441325
10,0.0
11,0.000369687295223505
12,0.132442359571104
13,0.0
14,0.0
15,0.00189243762241809
16,0.0480574702307767
17,0.000176868552414491
18,0.300672372914679
19,0.253325070936337
20,0.525731166498749
21,0.507155590298255
22,0.770227512520158
23,0.498255268591158
24,0.265781063093934
25,0.314312782034239
26,0.241120210739962
27,0.153767255984287
28,0.00300264277009882
29,0.0
30,0.0
31,0.0
32,0.00326085328715674
33,0.0341410658875918
34,0.0459653801237608
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0212931987667872
40,0.0117116480643328
41,0.351798689535201
42,0.0889470792241236
43,0.220211394220336
44,0.476691087086995
45,0.106967843427957
46,0.0273800285943121
47,0.00393878878213385
48,0.188746247874747
49,0.0716090228283723
50,0.13149971073883
51,0.0711255963026831
52,0.00207284445769436
53,0.0394323525901338
54,0.0
55,0.0
56,0.12488123819964
57,0.0663639174567329
58,0.00519929108796296
59,0.000268141428629557
60,0.0173583636596332
61,0.0417979835407773
62,0.082055639655411
63,0.0
64,0.0
65,0.0
66,0.0
67,0.00587318119050156
68,0.000748457732024016
69,0.236573439378005
70,0.133702922750402
71,0.0252636510082799
72,0.00290065986681505
73,0.0
74,0.0
75,0.389494371550036
76,0.286950771414119
77,0.0
78,0.198167363177984
79,0.0
80,0.0202189159447589
81,1.71702025113282
82,0.923586018880208
83,0.0780195306848597
84,0.00497906024639423
85,0.146238795033208
86,0.0397028561670896
87,0.218084083659318
88,0.513296083871759
89,0.0646540433985502
90,0.00473894142689142
91,0.111938398021407
92,0.028858755534511
93,0.0
94,0.0109333903701217
95,0.00633591871995192
96,0.0
97,0.0
98,0.0107598304748535
99,0.00367723774706197
100,0.0
101,0.0221644561854523
102,0.15882937113444
103,0.00263864892160791
104,0.0027000724041762
105,0.0464275964742435
106,0.0
107,0.0
108,0.0013240977230235
109,0.00203996234469944
110,0.045946126649862
111,0.11604687830861
112,0.0687695696637347
113,0.292884923123765
114,0.468712961571848
115,0.0
116,0.00782571558938746
117,0.0
118,0.154764367798907
119,1.88323657043979
120,1.03661146870366
121,0.0262680792740607
122,0.0
123,0.0
124,0.000729936140554923
125,0.0
126,0.00843720745157312
127,0.00694718972230569
128,0.00656847600583677
129,0.00775976805945068
130,0.00395068450289584
131,0.0739773010693008
132,0.198085578418525
133,0.155664174645035
134,0.0
135,0.0343951693287602
136,0.256539530088419
137,0.110738167056331
138,0.116559468239461
139,0.0615208502169009
140,0.0409398744588564
141,0.00268873903486464
142,0.000430897769764957
143,0.011107651964366
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0254843499925401
149,0.119211971793759
150,0.140848265753852
151,0.164990321319667
152,0.00059599371000369
153,0.0870781490716787
154,0.0067091476034866
155,0.0
156,0.275714402200154
157,0.0372757330173399
158,0.0282059980119978
159,0.0514928258698562
160,0.076317048378045
161,0.0431668184421681
162,0.000409186613475177
163,0.0521843265246794
164,0.12830649699241
165,0.0
166,0.0
167,0.0138846859421637
168,0.0137453068299528
169,0.158452881555925
170,0.92697446976585
171,0.440404378325003
172,0.0125780266859908
173,0.0766769696178855
174,0.0274501046866808
175,0.0898682392544937
176,0.0488008393181695
177,0.0774622208032853
178,0.326648975582834
179,0.199374059120656
180,0.195673067998227
181,0.17911660555232
182,0.0829129216335055
183,0.0
184,0.0
185,0.0
186,0.0023605787086163
187,0.0
188,0.0
189,0.0
190,0.00032427192914604
191,0.189615646998088
192,0.342653158247641
193,0.14906843267349
194,0.101763350361963
195,0.142307889348571
196,0.523003864315711
197,0.0732523047879751
198,0.067305217519168
199,0.0163506836633057
200,0.0761117096300478
201,0.179884173184039
202,0.377864023668406
203,0.180961234663511
204,0.0
205,0.0246022542317708
206,0.000770331254054931
207,0.0
208,0.126397037615595
209,0.0333528995240029
210,0.00594809638613331
211,0.0
212,0.0
213,0.0
214,0.0595049953188991
215,0.00264169993223967
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.00818695916798778
222,0.445960610153554
223,0.00751507526649701
224,0.0
225,0.0
226,0.0
227,0.00590849873686788
228,0.390974327369973
229,0.0049222897260617
230,0.844854913521306
231,0.621830637651363
232,1.19655549766694
233,1.61610317448457
234,0.0
235,0.000698877178398933
236,0.0
237,0.184877845976088
238,0.00396372062066827
