,structure_backyards
315,0.0015724108579613138
316,4.021915025220775e-05
317,0.0
318,2.3071452069923103e-06
319,1.4863749287916775e-05
320,6.517027300881511e-05
321,0.008568894861546156
322,7.540606825255266e-05
323,0.0
324,0.0
325,7.105826534647825e-06
326,0.00034180597530286216
327,4.995976916358965e-08
328,0.0006149618905545007
329,4.57978473733382e-09
330,0.0012493581430668588
331,1.7760171422604575e-05
332,4.7599767758274996e-08
333,6.003331977290773e-07
334,0.00032388276833793256
335,5.390593005444446e-05
336,0.0
337,8.515412541017457e-05
338,0.0008775436120884347
339,0.001255866373593121
340,0.0014913418559173457
341,0.0013499768817665182
342,0.0030385768248230756
343,0.0014677572224773186
344,0.00014599119352305697
345,0.002160945478892908
346,0.0027481780354952556
347,0.0039999077134125
348,0.006681410515803665
349,0.00015038516290802564
350,0.00015382907193370378
351,1.3312177412649115e-05
352,8.927673540013632e-06
353,0.002989522758831791
354,0.0010054751289217667
355,0.0005946770980565873
356,0.0
357,4.304588622739234e-06
358,8.387747953777313e-07
359,1.429584232652301e-08
360,0.0017294539007920902
361,0.0014134422825461475
362,2.248200549893795e-05
363,7.798199452108208e-08
364,0.0
365,0.0
366,3.945132833436597e-07
367,1.018961514582731e-06
368,1.329169299404792e-07
369,0.00019533893342839616
370,1.3446256264533118e-08
371,0.0
372,0.0
373,0.0
374,0.0030043524814925364
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.008822783967824016
381,0.01019521909360594
382,0.0044296622546725175
383,0.00033687119939008076
384,2.5092461062016864e-07
385,0.0006676467246806923
386,3.248319887688995e-05
387,0.0
388,0.0001518569838289899
389,0.0006166354201570782
390,0.0004330412752977317
391,0.00033927535226278724
392,9.720900570977498e-05
393,0.014805781931524629
394,0.0206366398240534
395,0.0
396,0.0
397,0.0
398,0.000386106994877265
399,0.0
400,6.3469232277859295e-06
401,0.0010576186406855985
402,0.0007437282500330079
403,3.797860698608407e-05
404,0.00015167303399275656
405,0.0014262812001174666
406,3.056792355376646e-05
407,0.0006855302478247179
408,3.1243506886807375e-05
409,0.0
410,0.0
411,0.0
412,1.022778770511449e-05
413,9.232813168763049e-05
414,0.00014465625538341955
415,0.0002447577438055855
416,0.0
417,0.0
418,2.8945650146585323e-05
419,0.0039005798864009244
420,3.154122381518254e-05
421,0.12505834987126366
422,0.06078993758527479
423,0.002509207104788498
424,0.06223238819075712
425,0.35625047349834826
426,0.0002836837599551822
427,0.00020349215554114802
428,6.309493325768774e-05
429,0.00036701898690973594
430,0.0
431,0.001183800719329962
432,2.1916667022788475e-07
433,1.4286190439509945e-05
434,4.94621465333427e-05
435,5.584244667196781e-05
436,1.8614068393350973e-06
437,0.003053095028223469
438,1.6510686674318002e-05
439,2.0392474090193624e-05
440,0.0036684827558069733
441,0.0006010769674922584
442,0.00032813977323914987
443,0.0016857791888023098
444,0.0008300723395277537
445,2.5509179606872702e-05
446,6.639214750927678e-08
447,5.829368428223701e-08
448,9.57656120869888e-08
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,1.4083254752532555e-05
456,7.407062799677319e-09
457,0.0008244157905486082
458,7.863139445655962e-07
459,5.073081907276881e-07
460,0.0014010410445503242
461,3.0608331317874587e-05
462,7.274868444913658e-05
463,0.00027275259555601105
464,0.0003145414768620054
465,0.000464253329851408
466,0.0001886969340881633
467,0.006166362873380502
468,0.0459987180331495
469,0.0002477836788872254
470,0.0031641189706086174
471,0.09052146562579222
472,0.170328596407107
473,0.002355585702752444
474,0.0
475,0.0
476,0.0
477,0.0
478,3.829853680651491e-05
479,0.0
480,3.207611121071814e-05
481,3.1505579978925824e-05
482,5.607070821335586e-05
483,0.0007813385638491162
484,0.0
485,3.277458483745552e-07
486,3.0624807862761673e-07
487,0.0
488,0.0
489,0.0
490,2.145144625623263e-06
491,5.020493517366425e-08
492,2.432861887291829e-07
493,0.0010807223960759738
494,0.0002587403586156294
495,0.0
496,0.0007154819274520257
497,0.0030136158415867854
498,0.002938488290289972
499,0.0008084369160926108
500,0.00495488311791298
501,6.069456698478452e-06
502,0.0008439959738753809
503,1.6957314542590345e-05
504,0.0001850574778649031
505,0.00025636639193485664
506,0.0020494805684546148
507,0.00020456718859383026
508,0.00015375104544222443
509,0.00023333991322985358
510,0.0
511,4.8844976978422675e-06
512,6.38150491120521e-06
513,0.0004958364342829641
514,1.4693557027299506e-06
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.00016892692665692571
522,0.0008590762154540019
523,9.620973221507754e-07
524,0.0
525,6.959441700538441e-06
526,0.00346409001380596
527,0.0
528,0.0
529,0.0
530,0.0
531,0.008290487072181833
532,0.017252627101498042
533,8.098073007020434e-07
534,0.0
535,1.1797866023190652e-05
536,0.00029782914357098284
537,1.1994272600425925e-06
538,0.00023230900485914988
539,3.130841197264423e-06
540,7.76254570715497e-05
541,2.7027119055579134e-05
542,0.00048796275835352027
543,2.2346327279669107e-05
544,0.0006335108095575694
545,0.0
546,0.03026880813612809
547,0.00012943258354082877
548,0.0
549,0.0021651029679055915
550,0.004817670954905292
551,0.00598114815358329
552,0.001591986450661315
553,0.00012876374455354179
554,6.724442959342494e-06
555,0.00024255117725042547
556,0.003736188144023854
557,0.00016974164029263524
558,1.917821521729217e-06
559,0.0
560,0.0
561,4.462189418060481e-07
562,2.479309660648105e-05
563,0.0
564,2.127437809915037e-06
565,1.6843020072927263e-05
566,0.0004970089404302723
567,0.001364829910859987
568,3.4510755143905875e-05
569,3.7156028334264436e-07
570,7.418972130841537e-05
571,0.001352523289079397
572,0.07614947997046363
573,0.26199057516432506
574,1.373693511472212e-05
575,0.0
576,4.081163233425e-06
577,0.18673465267104777
578,0.13340425819886326
579,0.15337845797145624
580,0.0022609330444445853
581,0.00010768396845822927
582,3.544509747409036e-05
583,5.77349057823833e-05
584,0.0006073741014167835
585,1.862000336231116e-05
586,0.0
587,0.0
588,8.968076874106964e-06
589,0.0007135383785505664
590,0.00235403037714014
591,0.0
592,0.00016775528384263327
593,0.002415564636277694
594,0.0019244913619585698
595,2.3573087050395395e-05
596,0.00012443219077560043
597,0.00039231089515942395
598,0.00018445286040402699
599,8.425072339033777e-06
600,1.7589602220059192e-08
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,1.2868543485814182e-09
607,0.0005430291632390863
608,0.0
609,7.958621856173835e-05
610,0.0005980634100009025
611,0.016343732165254452
612,0.011364138482495267
613,0.05886026707455838
614,0.03175247385319017
615,0.034796673226065694
616,0.09186908909691352
617,0.060574768113417735
618,0.03391234301723276
619,0.028348374529408565
620,0.004909584376200078
621,0.0
622,3.135667329414924e-06
623,0.011352761907993909
624,0.06796801853135384
625,0.013751999657874922
626,6.805122710806548e-06
627,7.48119698148924e-06
628,1.09945200372823e-07
629,0.0
630,0.0
631,0.0
632,6.920364256614963e-09
633,8.278082382929575e-11
634,0.0
635,0.0002864083867962185
636,4.677627699211297e-06
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,9.478379952185611e-07
645,0.0002052604859170855
646,0.0
647,1.9368966316517575e-05
648,0.002325709435910945
649,0.0007823381949184089
650,0.001081413671377119
651,0.0003046922453140556
652,0.006436634374601756
653,9.915682442516586e-06
654,0.0007913230067705241
655,3.482158765212092e-05
656,0.0003648270422986446
657,0.001881831560052752
658,0.0001666984579319176
659,6.893745967034433e-05
660,0.000945160701006587
661,0.000429156301787565
662,1.5835898242758953e-06
663,0.0004004001137350568
664,0.0
665,5.020638158148935e-07
666,2.8409408044806306e-06
667,0.0
668,0.0
669,2.1876661116948104e-08
670,4.055249211761629e-09
671,0.0
672,0.0
673,3.040611097918586e-05
674,0.0017679717819826103
675,0.002749037320681074
676,6.082973362272266e-06
677,0.0
678,0.0015353252979989182
679,0.01383054465078652
680,0.009236116377701208
681,0.18148477272214253
682,0.1208172735090139
683,0.03156870935567698
684,0.002232142246211036
685,0.0
686,0.0
687,0.0
688,0.00010298886045018625
689,0.0
690,2.3879656057342125e-07
691,1.380460350747328e-05
692,1.1854254764131248e-08
693,0.00037476524457147163
694,9.947401083888688e-05
695,0.0
696,0.0011984965676502565
697,0.0
698,0.010015891390143777
699,0.021672386394760716
700,0.022018596210847993
701,0.0004641521379948867
702,0.0
703,0.0001283120487783048
704,0.004325756630485702
705,0.0011734200881115412
706,0.005525898924412251
707,0.0018055270593153165
708,3.2368407506825585e-05
709,1.811691735701024e-05
710,3.5420872784220306e-05
711,0.0001521525984220652
712,0.00045363997382303023
713,0.000342138560117042
714,3.113395489382121e-06
715,0.0
716,0.0
717,3.063487443006474e-06
718,0.00033620129329875405
719,0.0005937744463974548
720,0.0025455253980792066
721,2.641056331093918e-05
722,0.0
723,0.0005034199013143613
724,0.052451000262004596
725,0.2095708872841798
726,0.0
727,0.0
728,4.943072868429474e-07
729,1.0333700857055914e-05
730,0.0025966261548470934
731,0.0741339029491303
732,0.0739927068835961
733,0.0448578573524565
734,8.302377428574597e-07
735,0.0008739875823845866
736,0.00021555603024986687
737,0.00019170817123563644
738,0.0005118660105469273
739,4.431345978478345e-06
740,3.739961808832139e-05
741,2.3915473840837838e-05
742,0.001660662306297167
743,0.00044516008093699344
744,0.0009782653576217138
745,4.374267635805009e-06
746,0.002790770893101659
747,0.00013613606908534516
748,0.00010824193708117299
749,0.0001550880017708121
750,2.1125617586144532e-05
751,1.8255665478824046e-08
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,1.609568187273725e-05
759,9.620986327367189e-06
760,0.0
761,1.2362470885401978e-05
762,2.250208041084773e-06
763,0.0
764,0.0
765,0.0
766,0.0012379170586866827
767,0.011102658736160701
768,0.011236462507289428
769,6.726852035720457e-05
770,0.0011945548500171036
771,0.003294862722573274
772,0.0030239379980371837
773,0.00062633159558396
774,0.0004246112558952404
775,0.002763235601709595
776,0.000424926155433842
777,0.0005124512236218235
778,0.02265354596341088
779,0.00497216901349981
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,2.49607195719051e-08
788,7.627531511150022e-05
789,0.0
790,2.7172188365840205e-07
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,2.1290741532451418e-08
798,0.0
799,0.00015507000113235294
800,0.00034565714666997703
801,2.02204837522869e-06
802,0.00013724673726567087
803,0.0004539315015794363
804,0.004919186671157429
805,1.4023794848944668e-05
806,8.037471111027788e-05
807,1.4252953144323078e-07
808,6.272898215877099e-05
809,0.0006487886634453979
810,8.44107957909459e-07
811,4.8954807985875945e-05
812,0.0012004537241028141
813,0.0005635437418674563
814,0.002099801238414434
815,0.0001288988698862054
816,0.0
817,0.0
818,0.0
819,0.0
820,3.93252256056965e-08
821,7.386212419487508e-05
822,4.563511252837954e-08
823,0.0
824,0.0
825,3.678712322025842e-07
826,8.772148248664146e-09
827,3.682902323259513e-05
828,0.0024184878230418113
829,1.8840698986746085e-06
830,0.040635952104616145
831,0.08346388782281199
832,0.007455053171427822
833,0.0
834,8.995548319085913e-08
835,0.0
836,0.005073626827099318
837,0.00018650495055494936
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,2.9785186876362126e-07
845,0.00020918887471570914
846,0.0
847,0.0
848,0.0014764203067201827
849,2.2131144833295004e-05
850,0.0013340507987980187
851,0.0
852,0.0002479974574236261
853,0.011082834455842999
854,0.0008403609748068197
855,0.0008435983342615389
856,0.0003550752929136714
857,0.0040417758440696935
858,0.005488311797408594
859,1.657499856330271e-05
860,7.120892089970774e-07
861,0.0
862,6.576407489309645e-05
863,0.0009713490391631056
864,2.1392236487557507e-07
865,0.0
866,0.0
867,0.0
868,5.334876282594229e-07
869,1.488700554703444e-07
870,0.0
871,0.0
872,3.455225668225405e-05
873,0.005896425960659387
874,0.0031070888485040136
875,0.004858657681495334
876,0.06889272611162506
877,0.19743572995689465
878,0.0
879,0.00018292532763375727
880,7.718104909391066e-06
881,0.0
882,1.7876553841140127e-08
883,0.0009551165865161102
884,0.03233971693720739
885,0.13484362267706151
886,0.06775021814123909
887,0.00010937163800876405
888,4.2290674137023944e-05
889,0.001176383258101057
890,3.554098033552577e-07
891,2.335262000661929e-06
892,0.0
893,0.0
894,0.0010120634957950525
895,0.002775378377395259
896,0.002422004141562157
897,0.0005325040153237408
898,0.0005334478483644108
899,0.0021468117422687822
900,0.0011110729178301136
901,2.2831916997621515e-05
902,4.762035597737518e-08
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.054202080338105564
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0005367698877070784
921,0.0005436104414537632
922,0.001529179967325243
923,0.0024617492242502573
924,0.0035339002958023023
925,0.00042479962168219797
926,1.5137408944619814e-06
927,6.199115991484536e-05
928,0.0004992339680730055
929,0.0010088528512147863
930,0.001217041368768245
931,0.020721879974604746
932,0.019768233832069278
933,0.0
934,0.0
935,1.0982147234807895e-06
936,9.45789907849539e-06
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,2.1847661058508737e-05
943,0.0003050540944267788
944,0.0009374395047173304
945,0.00016078100459010616
946,1.4663578505821571e-06
947,9.791665148744232e-08
948,0.0
949,0.0
950,2.1486211099242552e-09
951,7.670192097272366e-05
952,6.63808759395282e-09
953,1.0185213047110762e-06
954,1.1351907441921634e-09
955,0.0
956,0.001537804551248809
957,7.126099199505046e-06
958,0.0
959,6.274204385859706e-05
960,1.071349211683718e-06
961,6.091178718219936e-06
962,7.757496494876313e-05
963,0.0006128765937689392
964,0.0024809660339696043
965,0.002495960600849848
966,0.0010960223052295904
967,3.7029621865219956e-07
968,0.0
969,0.0
970,0.0
971,3.8530269295752106e-08
972,0.00011624320881072234
973,0.00046316325727604844
974,0.0
975,2.6751798214969708e-08
976,3.5417444583929756e-07
977,0.0
978,0.0
979,0.0
980,0.001046071765803263
981,0.13134351538891914
982,0.008541380884575926
983,0.0009903256575156908
984,0.0
985,0.0
986,0.0
987,0.0
988,3.78400525010504e-07
989,0.007925845617304845
990,5.853445111635221e-05
991,0.00016803189552060696
992,4.203782462949341e-05
993,0.0
994,4.274389592695885e-07
995,0.0
996,4.664618168146893e-09
997,0.0
998,0.0
999,1.0118793857286049e-05
1000,0.00035050033359799765
1001,0.0002730556522987052
1002,0.0021101207861180583
1003,0.0
1004,3.423562814062637e-08
1005,0.0014330024156912699
1006,0.0033704226250058835
1007,3.0853355431994917e-07
1008,0.0005147277465872431
1009,0.0
1010,0.0012456370221738322
1011,0.0015461354747830012
1012,0.0003281812111412677
1013,0.0003877258567965907
1014,9.026214493981134e-06
1015,0.0011571516587833928
1016,0.00029114016787938125
1017,3.6303052486968e-05
1018,1.170687202618991e-08
1019,0.0
1020,0.0003080332461039702
1021,0.0005418385246847634
1022,0.000487618608895924
1023,0.0007547130880399283
1024,0.0035531930878628555
1025,0.0009116656255779125
1026,8.354223622966645e-05
1027,5.566116705891166e-12
1028,0.01756532984455736
1029,0.032463958453271755
1030,0.0043202255030127795
1031,2.1171340589608167e-05
1032,0.0019503961372615106
1033,0.0006151278485252187
1034,2.3645533225376254e-06
1035,0.00014734227472218197
1036,1.6367103645805838e-08
1037,0.016543588846993966
1038,0.05539172445064284
1039,0.0049380298234306536
1040,0.001733262235939641
1041,2.059547067375188e-06
1042,7.089483674822926e-05
1043,1.140601921796947e-05
1044,0.00014592396375104252
1045,4.6702434199341095e-05
1046,3.305362771251947e-05
1047,0.0
1048,2.960015413026585e-06
1049,0.00013587343831217915
1050,0.0006675359118579562
1051,3.2650545365120936e-05
1052,3.962955450218375e-06
1053,2.3246433552195573e-06
1054,0.0
1055,0.0
1056,0.0
1057,4.703420695986497e-09
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,3.178987852481788e-08
1064,0.04516506115428222
1065,0.0
1066,6.401179031832914e-06
1067,1.3612245002240315e-05
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.00020385693306895303
1073,7.964897991609233e-05
1074,0.00024018376356829013
1075,0.00015327436499865566
1076,0.0009996309133640758
1077,0.0008841588726658228
1078,9.538879174432054e-09
1079,0.0
1080,2.053765445933408e-07
1081,0.0001311936680833069
1082,0.00024941977485184975
1083,0.0007351170557534273
1084,0.0008515916883307655
1085,0.09157612965412121
1086,0.030203181420201577
1087,4.006667890712513e-08
1088,0.00047975382907694287
1089,0.0
1090,1.0537900162718407e-08
1091,0.0
1092,3.1199400117299158e-06
1093,0.00026121783466915996
1094,0.0002873416874395583
1095,0.0018780096853818068
1096,0.00013652815444607078
1097,0.0006840665001067114
1098,0.0013615162716022484
1099,0.0006342177660544909
1100,8.816691275016303e-07
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.001168167127846238
1109,1.2774605306670842e-05
1110,0.0
1111,0.00031616396896142667
1112,0.0002907942047598293
1113,5.264440059449643e-05
1114,0.002268014976589086
1115,0.0004939365955993309
1116,0.003952496190804428
1117,0.0026589288339651683
1118,0.0020320791012889195
1119,0.0010074817597390457
1120,0.00027026720293377637
1121,2.387469698496541e-07
1122,0.0
1123,0.0004479418325730366
1124,0.002035520811471192
1125,6.689226015700532e-06
1126,0.0
1127,4.9655709320685486e-05
1128,6.5586875351781156e-06
1129,0.0
1130,0.0
1131,0.0
1132,0.0025971557180120555
1133,0.010202354602824013
1134,0.0
1135,0.0004349027784973702
1136,3.0818497431492144e-05
1137,0.0
1138,0.0
1139,1.3913839730285044e-08
1140,0.0011727436833350534
1141,0.007390772846763479
1142,0.0034840038445214036
1143,0.0
1144,0.00016497310926635696
1145,0.0003923656912419911
1146,9.496923783613235e-07
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0009613687602838701
1153,0.0
1154,0.001534025416514253
1155,0.0
1156,0.0
1157,6.375057978428287e-05
1158,0.013471325101144687
1159,8.487226519933218e-05
1160,0.00035283081331465596
1161,6.20550039770357e-05
1162,0.0
1163,0.000879670561226048
1164,0.001435731752019982
1165,0.0
1166,0.0
1167,0.0014133956341422207
1168,8.307782005158014e-05
1169,1.2085035761957254e-05
1170,2.1156089093536543e-07
1171,0.0
1172,4.8783509395104925e-05
1173,9.913811419531858e-05
1174,0.00014592248232544848
1175,0.0017268411069132873
1176,1.8176326786297197e-05
1177,0.0
1178,1.3967362540493029e-05
1179,0.0
1180,0.027120169973753404
1181,0.0010251452849918009
1182,0.00021767624155557107
1183,0.0
1184,0.0
1185,6.117476938616808e-05
1186,0.0
1187,0.0
1188,0.0
1189,0.0014092951110625624
1190,0.03847379416949089
1191,0.006659399453945001
1192,0.0037883518602968547
1193,0.0
1194,0.00038094938288349797
1195,0.0020146674187209433
1196,0.0006649577452558501
1197,0.000712183469658708
1198,1.6238570730100775e-07
1199,6.360980340940888e-07
1200,0.00010278577632675996
1201,1.578209311741689e-05
1202,3.215706994125852e-05
1203,6.077415250403879e-06
1204,2.333363615768071e-06
1205,2.71581930556535e-05
1206,0.00036799763152249414
1207,0.0015910265051820326
1208,0.0013460757050436005
1209,0.0011089836223449623
1210,2.3385150405510146e-05
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,1.9135705923957282e-05
1216,0.03650560086876076
1217,0.003568587833328888
1218,6.379237008754527e-06
1219,0.0009890014843266033
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.00013575810905861997
1225,1.5218902792017878e-06
1226,0.00028168580202365956
1227,1.082818455041027e-05
1228,2.739212222768791e-05
1229,0.0025249817177647156
1230,2.9863048094950684e-06
1231,0.0
1232,0.0
1233,4.8332731256412035e-05
1234,1.9031414063622986e-05
1235,0.00013441621044445987
1236,0.0006376246970664036
1237,0.0
1238,0.0800061321635995
1239,0.05661886817946209
1240,0.005614519058795397
1241,0.0
1242,4.880688349381726e-05
1243,0.0
1244,0.0
1245,2.5331836368040798e-05
1246,0.0041680337586864746
1247,4.5560315011993627e-05
1248,0.0
1249,0.0
1250,0.0
1251,1.1123710585123334e-05
1252,0.00013055509137744744
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,1.4540403281378198e-08
1260,0.002288906320920108
1261,0.0002517595374405645
1262,0.0
1263,1.3703579459324606e-05
1264,0.0015866394019415282
1265,0.004666916551218503
1266,0.003608933522396626
1267,0.002781473177845095
1268,0.004732983375516364
1269,0.0025196780038802755
1270,0.002390344606566506
1271,0.0002299661325922383
1272,2.4437178985813604e-05
1273,6.828587077736652e-06
1274,0.0007258968947275095
1275,0.0019905144795468667
1276,2.5809977722050035e-06
1277,0.0
1278,0.0
1279,0.00010603895645307377
1280,5.799302112575787e-05
1281,0.0
1282,0.0
1283,0.0
1284,0.05908185542400942
1285,4.7134304638327605e-05
1286,0.0
1287,2.0348528737160328e-06
1288,0.00036136853083847207
1289,0.0
1290,5.166978762392488e-07
1291,0.0009008335137679756
1292,7.679630573219072e-05
1293,0.0
