,structure_backyards
6412,8.552178504886787e-07
6413,0.0
6414,0.0
6415,0.001914983922858846
6416,0.0008425695954977469
6417,2.173153386636746e-05
6418,8.204533670929923e-05
6419,0.0001429351967326891
6420,9.874444337752307e-05
6421,0.0
6422,0.0022168667119151684
6423,0.00018170139652136583
6424,0.0068093865461939
6425,3.549818721399977e-06
6426,0.0
6427,0.0012998715573466864
6428,0.0005182328355751376
6429,6.344369720988695e-06
6430,0.0013240050439078
6431,0.0009305114169341074
6432,8.175037802711766e-05
6433,1.0320910465765656e-05
6434,3.12063137759316e-06
6435,4.276807829302077e-07
6436,0.0
6437,0.0
6438,9.105885396388454e-06
6439,0.0015788896439245077
6440,0.0
6441,0.0
6442,0.00018260911303427093
6443,0.005842047687815602
6444,2.8401378513551445e-07
6445,0.0
6446,0.0027162665038966386
6447,1.5501269544144292e-06
6448,0.0
6449,0.0
6450,0.0
6451,0.0001343785468727859
6452,0.0
6453,0.0
6454,0.0
6455,0.0012770848237905
6456,0.0032171447077077035
6457,0.005448975351657818
6458,0.0009942866352013243
6459,0.0020841344088551026
6460,0.05953311553208301
6461,0.0034630371702873593
6462,3.832632381669414e-07
6463,6.060773503027054e-08
6464,5.1978290772040725e-05
6465,5.4548523576798015e-06
6466,2.846033535536131e-09
6467,4.4146190244945753e-08
6468,0.0
6469,0.0004040871767331587
6470,0.005223071227572651
6471,0.00033960250969562755
6472,0.0
6473,1.0050533001062325e-06
6474,0.002007481550207965
6475,0.00018493596146665925
6476,3.6984111841355123e-05
6477,0.0016129602638422702
6478,4.155140977612865e-06
6479,0.0
6480,9.644099927491815e-05
6481,0.0003135522368050315
6482,0.001330700247279184
6483,1.738913593013302e-05
6484,0.0
6485,0.0
6486,1.698847161160248e-07
6487,0.008254955218513882
6488,0.00047008921063687185
6489,5.894365741920743e-06
6490,0.0
6491,0.0
6492,0.00546295485012201
6493,0.011031671209572205
6494,0.0018573787963048994
6495,2.2303304731277477e-05
6496,0.0
6497,0.0007343974910654393
6498,0.0003085590514607666
6499,0.0006340518848218303
6500,0.0023619581351406495
6501,0.001141105793367703
6502,0.00046168880650338055
6503,0.0
6504,0.0
6505,1.4735611203055615e-07
6506,0.0015338766157651984
6507,0.0
6508,0.00048424981661082233
6509,7.74759134113729e-06
6510,9.723636315692067e-08
6511,6.261828821092807e-06
6512,0.00018354136411964092
6513,0.0
6514,0.0
6515,1.791996433512345e-05
6516,0.0019037949691158489
6517,0.002625468932904109
6518,0.0005136922338974004
6519,0.0
6520,8.177669217941777e-06
6521,0.0004489220273987641
6522,0.0
6523,0.0
6524,0.0
6525,0.0
6526,0.00010056031589939871
6527,0.0077667867636001
6528,0.04543712400132349
6529,0.12269439459604099
6530,0.036149984255642066
6531,0.005302179471213418
6532,0.003939957028716872
6533,0.04525223460378169
6534,0.04768036292602238
6535,0.003951389431540584
6536,3.4142317199784105e-05
6537,0.0023746428447246346
6538,0.0007489793334145696
6539,4.6302181874342293e-07
6540,2.392059691050142e-05
6541,0.0005336035784161262
6542,2.3151221422278414e-06
6543,0.0023880802297035196
6544,0.0
6545,0.0
6546,0.0
6547,0.0
6548,0.0
6549,0.0014111016753011907
6550,0.002484182390183223
6551,0.00021812064722261145
6552,0.0002097314064314279
6553,0.00011878507125356867
6554,0.000501643116210618
6555,1.487924737680382e-05
6556,0.0002171557429105031
6557,0.009094577791483417
6558,0.0011180419662476246
6559,0.0005730309526008954
6560,0.0005990563809869159
6561,0.0015428338880373103
6562,0.0
6563,0.0005741541732405116
6564,9.594661860818355e-05
6565,2.6386876302455364e-05
6566,0.001335143234714274
6567,4.128932813506112e-05
6568,2.87145496757809e-08
6569,7.599693325199829e-05
6570,1.2229240765755087e-05
6571,0.0
6572,8.526737622174383e-05
6573,8.104698798668684e-05
6574,7.3032984167858105e-06
6575,0.0007288530282099876
6576,0.005692240462161607
6577,0.00014683857880013528
6578,3.2590213243434823e-05
6579,0.0
6580,0.0038394657726911418
6581,0.001137672615039178
6582,1.9852114093863147e-05
6583,9.436892175954919e-06
6584,0.0
6585,1.1316537235499449e-07
6586,4.8351846130209583e-05
6587,8.763345738665782e-05
6588,0.0
6589,0.0005395422312408178
6590,0.0025717404264539974
6591,0.0
6592,0.0
6593,0.007166477441837125
6594,0.03857932106640974
6595,0.008848525838955288
6596,0.00017011515345754824
6597,0.0
6598,4.845245200428495e-05
6599,2.516851849944635e-05
6600,0.0001951670416028176
6601,4.0690917527799945e-07
6602,0.0
6603,0.0
6604,0.00042738982214910734
6605,0.005000573513825167
6606,6.728265116632772e-05
6607,2.3508711895171362e-05
6608,3.967250087312074e-06
6609,0.0013575238258351453
6610,1.747518533117591e-05
6611,6.647129960777904e-05
6612,0.0005591708534792376
6613,6.543610496383996e-05
6614,2.6761425946521662e-08
6615,5.0956726783079494e-08
6616,8.412615006569133e-06
6617,0.00017196803780442958
6618,1.4763940558382e-07
6619,0.0
6620,0.0
6621,0.0014781874886529809
6622,0.006900276808947741
6623,1.365459734709691e-06
6624,0.0
6625,0.015513967812945515
6626,0.0002067136991968994
6627,7.669059766435906e-05
6628,0.0
6629,0.000629532086874487
6630,0.001613713529315969
6631,0.002163398488420572
6632,0.0007045549586240278
6633,0.001725874672682721
6634,0.00019478202471094228
6635,7.803577528660219e-07
6636,0.0
6637,0.0006172664236810691
6638,0.000712298137027163
6639,0.0006286186736778224
6640,0.00011129785700982594
6641,2.1271215349877793e-08
6642,4.896395025543152e-07
6643,0.0009859960026472924
6644,0.00011889360963814466
6645,6.615726776105414e-08
6646,2.2534961558587692e-05
6647,0.000716050239821385
6648,0.00031019575928733795
6649,0.0007301452131970184
6650,8.552939414245543e-09
6651,3.41929230331515e-06
6652,0.0
6653,0.0003206484345846019
6654,0.0015318082730329122
6655,6.468871067602126e-06
6656,0.0
6657,0.0
6658,0.0002391306073913204
6659,0.0017329562855325322
6660,0.07829307686937231
6661,0.013013518059099564
6662,2.2619956275995596e-06
6663,0.325314871271076
6664,0.19745920060300926
6665,0.018808964664137874
6666,0.006757015318241854
6667,5.64354774174839e-06
6668,4.35245589763286e-05
6669,0.0008730609944477163
6670,4.512751285187653e-05
6671,0.00013438043068325476
6672,1.5389974800126078e-05
6673,4.185536309154011e-05
6674,4.9739473958924604e-05
6675,0.0023919898748489157
6676,0.0
6677,1.9781358559922173e-05
6678,0.0
6679,0.0
6680,0.0
6681,4.705370815993982e-05
6682,0.00417833546004309
6683,3.347104865743165e-05
6684,0.00019210739773632617
6685,0.0009781168491886374
6686,0.0009822832762698395
6687,0.00013518953515914085
6688,3.487114541518698e-07
6689,0.003677391957795063
6690,0.0
6691,0.00011330617625010693
6692,0.0038025558990196695
6693,0.0001404089913059784
6694,0.0
6695,0.0002931012029743647
6696,0.00020212666994501405
6697,0.0
6698,0.00016072602454927863
6699,0.00018853136448998412
6700,0.0
6701,5.6838380374106656e-05
6702,0.0006821728428809277
6703,3.2201554404263334e-05
6704,2.639762999143158e-06
6705,9.468426546872712e-09
6706,2.431286709448183e-07
6707,2.43364720735177e-06
6708,0.0011490529494231191
6709,0.00104234548641344
6710,0.0
6711,0.0
6712,0.0022080110595841525
6713,0.00028530831904950265
6714,0.0006798593481400334
6715,2.1263994392832512e-07
6716,0.0
6717,5.976931136197207e-07
6718,0.0038489196171265895
6719,0.0016348750728359728
6720,0.0033025996598871777
6721,0.0033161404591959655
6722,9.775298032053354e-08
6723,0.0
6724,1.57401207384969e-05
6725,0.004169549604489442
6726,0.061735037100166805
6727,0.0250872317855667
6728,0.014049104188754094
6729,0.002340412724765021
6730,0.004826594889640092
6731,0.0026208247638199876
6732,0.0005208968271487322
6733,0.00017399578355903046
6734,3.084985737190752e-07
6735,0.0
6736,0.0
6737,0.0006343880466851757
6738,0.003943018644581236
6739,0.000263052543742454
6740,2.3240455827742693e-05
6741,8.916612898541307e-06
6742,0.0008171626298176716
6743,7.0213301072308e-08
6744,9.027408101884265e-10
6745,5.05877547451385e-05
6746,0.0
6747,0.0
6748,0.0
6749,1.1391929443195998e-10
6750,1.3229774835443643e-07
6751,0.0
6752,6.3482127617429365e-06
6753,0.0020871147748002857
6754,0.0005221231144088921
6755,0.007825895529040281
6756,0.0
6757,0.004512464404901431
6758,0.004542986567679627
6759,0.0002788774940480797
6760,2.621355826621677e-07
6761,0.0019448591224641
6762,0.00733808124632012
6763,0.012956889090075715
6764,0.006447826586569078
6765,0.00031307726076925047
6766,0.0010348002707010041
6767,0.00011547696151724609
6768,0.0
6769,0.0018911717544297835
6770,7.546343145561468e-05
6771,1.6035403806275616e-05
6772,0.0
6773,0.0
6774,0.00014662130055056693
6775,0.00030715342653785414
6776,1.752095889280337e-07
6777,0.0
6778,0.0003343082294037327
6779,0.0011976841044286624
6780,0.0008468207469727462
6781,0.00011926710475643994
6782,1.924411368205252e-08
6783,2.450451910037445e-06
6784,0.0011047621885480207
6785,0.0008714529463429453
6786,0.00023944785013404535
6787,0.0028123162152309937
6788,0.0014286595869039491
6789,0.0022621655974085883
6790,0.0
6791,0.01488340285792968
6792,0.13063863408324913
6793,0.0
6794,0.0
6795,0.12018459451820514
6796,0.09981957809536587
6797,1.360005265997001e-05
6798,0.0
6799,0.0
6800,0.0
6801,0.027965614561207802
6802,0.007145659486158017
6803,8.43043086327483e-07
6804,0.0
6805,2.633778134706766e-06
6806,0.0001192924536321112
6807,0.0011423728312280486
6808,0.000396086467694904
6809,0.0005618336316104814
6810,7.304498106771823e-06
6811,2.0362088418688324e-09
6812,1.1778964204177204e-05
6813,1.5352346049728462e-05
6814,0.004209822593979914
6815,0.0009019217993808566
6816,0.0009089252630017274
6817,3.053066996747012e-05
6818,0.0002506126634787162
6819,2.7067686694066625e-06
6820,0.0
6821,0.00449667811508679
6822,0.0
6823,0.00010886962020001407
6824,0.003248944363785896
6825,3.594681559511291e-05
6826,0.0
6827,1.2167119025904888e-05
6828,0.0016207796317044168
6829,9.885913662933739e-07
6830,3.357184952618545e-06
6831,0.0007226913933039086
6832,6.502418696776144e-06
6833,0.0
6834,5.420139436633171e-07
6835,0.0016277428040892613
6836,7.911690413168467e-06
6837,0.0
6838,0.0
6839,0.00011966688926910241
6840,6.974794001006811e-05
6841,0.00045980215123299633
6842,7.158070544451169e-06
6843,2.5801373939583785e-07
6844,0.005580839671871016
6845,0.0001231696797418592
6846,7.49197529286982e-05
6847,1.20223191291397e-06
6848,0.0
6849,0.0013336242541373846
6850,0.00021306596746970715
6851,0.0
6852,0.00012577302375439304
6853,0.0005863553441885072
6854,0.0
6855,0.0
6856,2.986793784796626e-08
6857,0.0014463523721261133
6858,0.035017597786661935
6859,0.013717624012726215
6860,0.023804421566498188
6861,0.014600039918123548
6862,0.000259491100599208
6863,1.5422841698495235e-07
6864,0.00015710298943129964
6865,4.730699312066926e-06
6866,0.0
6867,0.0
6868,0.0
6869,0.0
6870,0.0006330902338570185
6871,0.0029479076865315157
6872,1.3291696779347364e-05
6873,0.0
6874,3.872531926815101e-05
6875,0.00025399289178435055
6876,1.4442172751968073e-05
6877,0.0
6878,0.0
6879,0.0
6880,0.0
6881,0.0
6882,0.0
6883,0.0
6884,0.0
6885,0.0006766701581116778
6886,0.0
6887,0.0008988958460554491
6888,0.0
6889,0.0
6890,0.006670423970698943
6891,2.873186469359849e-05
6892,4.66200067228167e-06
6893,0.009391968231638676
6894,0.012195902574446383
6895,0.01096970655761986
6896,0.0010108693994116786
6897,0.00043813529816778856
6898,0.0024104724820242064
6899,0.00010210635262527791
6900,2.2434366581457174e-08
6901,0.003226922070264435
6902,3.828497209471199e-06
6903,1.2540524393989406e-06
6904,1.14487430537419e-06
6905,2.662977826908757e-05
6906,0.00025834964104012637
6907,0.00026664560724304624
6908,0.0
6909,0.0009282778908277153
6910,0.008618178864559853
6911,0.002085989485311147
6912,0.0001124732301029513
6913,1.3208998945781635e-06
6914,6.240097862310599e-07
6915,2.3916886421759287e-05
6916,0.00012809992176355254
6917,0.0
6918,4.601819019506146e-06
6919,1.083718685585412e-06
6920,0.0
6921,0.00014676882829617693
6922,0.002051341437391329
6923,0.0002598821295526978
6924,0.00034768781295416195
6925,0.0
6926,0.028999572140230138
6927,0.28043693262666664
6928,0.0284280872019598
6929,0.0003989485050862078
6930,0.0
6931,0.0
6932,0.0
6933,0.007566809827971421
6934,0.12227261078286787
6935,0.0012338456352533706
6936,1.1264203087028096e-05
6937,6.406983334062345e-08
6938,3.735712813089157e-05
6939,0.0016708988286687665
6940,0.0011211085221382977
6941,0.0003451949949981025
6942,3.251139438495843e-05
6943,4.559189059802943e-09
6944,1.4966460806117976e-06
6945,0.0008886792115732195
6946,0.001927867405004728
6947,0.0
6948,0.0004902036243492477
6949,3.12069129146776e-05
6950,0.00010796771477317029
6951,0.0
6952,4.3291049049979986e-06
6953,0.005809576401892336
6954,0.00013687569334148983
6955,0.001765786761221581
6956,0.0006689717180766879
6957,1.4727307261110513e-05
6958,6.440881646746636e-06
6959,6.753409267299673e-06
6960,5.7190681324727566e-05
6961,0.0012215963655052141
6962,4.4512042650290605e-09
6963,0.0009474910043195188
6964,0.00022097388089804116
6965,0.0
6966,0.0
6967,0.0011091273721018236
6968,3.0718791055649313e-09
6969,0.0
6970,1.1464476280396727e-07
6971,3.8324925860253154e-07
6972,3.951968170235553e-09
6973,1.7561664463128036e-06
6974,0.000148371090035159
6975,0.0008675240245199636
6976,0.001984571170097151
6977,3.048335176380576e-05
6978,2.538870953505302e-08
6979,0.0
6980,0.0
6981,0.0026034657482046195
6982,0.0
6983,0.0
6984,0.00023540718465560453
6985,0.0005800485632343546
6986,1.3020891902510098e-05
6987,0.0006869800677508744
6988,0.0009546303301513117
6989,0.0020939192034278705
6990,0.0005658799844929488
6991,0.0007928233541985256
6992,0.005757726136237992
6993,0.041362959008085384
6994,0.0062465178246524445
6995,0.00043532863193907194
6996,0.0004147239690955291
6997,2.4135229811117624e-05
6998,4.3857538164482735e-05
6999,0.00034057542353998577
7000,0.0005794082372398377
7001,0.00020024969870694674
7002,3.9920327906162356e-08
7003,0.00015049540044749269
7004,0.004346513246265149
7005,0.00016171719755223997
7006,0.0
7007,0.0
7008,2.7259514903091403e-07
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,5.432353897544795e-10
7015,9.977792873041473e-11
7016,0.0002162018416914752
7017,0.0002002934947468865
7018,0.0
7019,0.001671961718890236
7020,0.0
7021,0.0
7022,0.007533956803605331
7023,0.0033511135741306087
7024,4.897023959277127e-06
7025,0.02032444629826243
7026,0.014510495034046491
7027,0.014365979983220645
7028,0.0006090417441041875
7029,2.3160137532223256e-05
7030,0.003532789699187486
7031,0.0003031331809458746
7032,0.0010900405144678512
7033,0.0022735316550404018
7034,0.00028749256374252687
7035,8.315691799995478e-05
7036,1.8163426443798666e-07
7037,0.0009317379598503925
7038,0.0060842616219014545
7039,0.004160220107703933
7040,0.0030574996053177378
7041,0.008898201536935348
7042,0.0050264162080902895
7043,0.0036698583162677705
7044,0.0003728984867318823
7045,0.0003912850674745269
7046,7.630353189293782e-06
7047,9.142077229503681e-06
7048,1.8571989428658652e-06
7049,0.0
7050,0.0
7051,0.0
7052,0.0
7053,2.0663339692192966e-05
7054,0.001479733972506649
7055,0.021446581093624604
7056,0.00015955661757134342
7057,0.2796989124989035
7058,0.11841985475918627
7059,0.004214070549866486
7060,0.17331511108836306
7061,0.000528544437151736
7062,9.501691676940457e-07
7063,1.1915171899411279e-06
7064,0.0
7065,0.0
7066,0.1273486824278173
7067,0.0
7068,4.338351813145264e-07
7069,1.790116436330994e-07
7070,6.530655983533409e-08
7071,0.004187007251842202
7072,0.0003563961096879984
7073,0.0006462717585995686
7074,0.0001698534303422222
7075,0.0
7076,0.0
7077,0.0029401740655034645
7078,0.0004938542007933465
7079,0.0
7080,2.944511860975221e-08
7081,5.356277278794653e-09
7082,0.0005225499827193876
7083,2.970335816565987e-05
7084,0.07447691482893229
7085,0.005236401470721174
7086,0.00090363104555168
7087,0.00020627275914726113
7088,2.72639797835942e-09
7089,0.00014148413651118407
7090,0.00039199459921128796
7091,4.140784042312196e-08
7092,2.168398239687345e-05
7093,0.0010451988713554286
7094,0.0
7095,0.0021932008387518824
7096,7.025158595937095e-05
7097,0.0
7098,0.0
7099,0.0014912203872808143
7100,2.4674389733602907e-06
7101,0.0
7102,2.818397515937754e-08
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0018904615412344956
7108,0.0005385957788574722
7109,0.0
7110,0.0
7111,0.0
7112,0.0
7113,0.001747740833775741
7114,0.0
7115,0.0
7116,0.0014081133555348868
7117,3.232636477013477e-05
7118,9.56634173160104e-05
7119,1.696879800254793e-06
7120,0.0
7121,0.000595236818899918
7122,0.0
7123,3.744953409770655e-05
7124,0.03636348189107421
7125,0.06268161561605826
7126,0.016491010367481563
7127,2.267117111028408e-07
7128,5.345570206052751e-05
7129,0.0008190401172170578
7130,0.001968601337199318
7131,0.00025959044697847314
7132,7.712164807094192e-10
7133,0.0002293840671456283
7134,0.00031921051263271167
7135,0.0004482957017196552
7136,8.751827093174657e-05
7137,0.0021758042091084727
7138,0.0032518541212879794
7139,0.0014192613907853253
7140,1.0760495291748943e-07
7141,0.0
7142,0.0
7143,0.0
7144,0.0
7145,0.0
7146,3.237501844473451e-07
7147,0.00018322760943747447
7148,0.0004162402614254704
7149,0.0
7150,0.0
7151,0.0012154610292156387
7152,0.013688381093448334
7153,0.018037793304732173
7154,1.9838874059039956e-08
7155,0.012897667501035937
7156,0.021809605742206563
7157,0.0015218397150360541
7158,0.0006836360346876106
7159,0.0014224486259246205
7160,0.002763723338687824
7161,0.005034265501426818
7162,0.005314069327188181
7163,0.00013273696864802632
7164,0.0003707154605932272
7165,0.0
7166,3.766830525295945e-07
7167,0.007802262414446212
7168,0.0001844285274569717
7169,2.1948261171282663e-10
7170,4.3936324305931544e-07
7171,0.0006333217410364543
7172,0.00203551733697837
7173,3.525252047648042e-05
7174,0.0029740649196368283
7175,0.0017430194240804435
7176,5.912086076228452e-06
7177,0.0
7178,0.0
7179,0.0
7180,0.0
7181,0.0
7182,4.65463502468021e-06
7183,0.0002508716111511587
7184,0.002218257313042897
7185,0.021521694025364236
7186,0.012005991789633949
7187,0.21620885142803786
7188,5.08990969082295e-06
7189,0.00012156971598100528
7190,0.018117127299684888
7191,0.0008799055853172907
7192,0.0010643433111310787
7193,8.709521574776218e-06
7194,0.0
7195,0.0
7196,0.001402273369511314
7197,0.0005297246847548459
7198,0.0001174613501207395
7199,0.0
7200,5.78945563140519e-06
7201,0.003272084376475426
7202,0.001665326128990333
7203,2.357290049939349e-05
7204,3.2204720188492784e-05
7205,0.00010339737729314909
7206,5.31842536441572e-08
7207,0.011449503731504917
7208,0.0012015897970320583
7209,0.0005933593538663053
7210,1.1277261198385445e-07
7211,0.0
7212,9.040528321208931e-07
7213,0.0054983097917903736
7214,0.004400760405764561
7215,4.638374729401675e-06
7216,1.5245880657358419e-05
7217,2.7335303015006536e-08
7218,0.0
7219,6.585830732415543e-05
7220,0.0003753349848420703
7221,3.1028427902684834e-06
7222,9.49675167266326e-05
7223,0.002462622658905019
7224,1.9959349659718198e-08
7225,0.0008780048461617285
7226,6.090929283935464e-06
7227,0.0
7228,0.0
7229,0.0011158814442642727
7230,3.767480647547186e-05
7231,2.9023696481425972e-05
7232,0.00032143177545226144
7233,3.386600059834016e-05
7234,1.4396379302029371e-05
7235,2.1390911479859067e-06
7236,0.0
7237,0.00047660326877920904
7238,0.000826999170030682
7239,3.2228570313710164e-07
7240,0.0
7241,0.0
7242,0.0
7243,0.0022818032053326855
7244,0.0
7245,9.04927167255904e-10
7246,0.000761940451186414
7247,0.0
7248,0.0
7249,0.0
7250,2.9689378640545695e-06
7251,0.0012483157374294598
7252,0.0
7253,0.00013849228375723374
7254,0.0672148591672722
7255,0.04415504934872425
7256,0.025632910103430894
7257,0.007831976961614747
7258,0.002813329232859688
7259,0.0022388343937485475
7260,0.00019353248506375409
7261,0.0
7262,2.4866803891169695e-05
7263,1.1750451866258025e-05
7264,8.374841970593156e-07
7265,0.0
7266,2.0318996398000447e-06
7267,0.0
7268,0.0
7269,0.0013427232679685422
7270,0.00012891533306263927
7271,1.423534409152979e-06
7272,0.0002013261294118968
7273,2.5472765938703134e-05
7274,0.0
7275,0.0
7276,0.0
7277,9.423650893398379e-05
7278,1.3189479359083334e-05
7279,0.0
7280,0.0
7281,0.001059754973838132
7282,0.0
7283,0.0014316040385497946
7284,0.0
7285,0.011442974282912062
7286,0.001193928090374869
7287,0.001182170444156906
7288,0.0025944936013651255
7289,0.0039043456712798425
7290,0.004029040220842888
7291,0.004225381596966907
7292,0.0017212756580220142
7293,9.030877440411968e-05
7294,9.136649865885952e-05
7295,0.0053355520559064075
7296,0.08269754918339042
7297,0.005917851289890061
7298,0.0011931301876909987
7299,1.015896735386684e-06
7300,0.0
7301,0.0004342520726481714
7302,0.0007474027340350402
7303,3.692384689716514e-06
7304,0.00041090078531651143
7305,0.0003843615296407467
7306,0.00031100770188486015
7307,7.794659499367737e-06
7308,0.0
7309,0.0
7310,2.7967529748273637e-07
7311,0.0
7312,0.0014109856692155497
7313,0.0020439908107783233
7314,0.0001679628517692829
7315,5.534283010702558e-07
7316,0.20286385848915167
7317,0.14929776478547876
7318,0.0
7319,1.5907758880188147e-05
7320,0.00013583766276740818
7321,0.0
7322,2.534173249795628e-06
7323,0.0
7324,0.0
7325,1.041777739695953e-05
7326,0.0278530563788794
7327,0.0009151666582422718
7328,0.0
7329,0.0
7330,7.39804186977628e-05
7331,0.006276632716586994
7332,0.0006264997679513443
7333,0.00026207970961109875
7334,0.0
7335,0.00030362871081174704
7336,0.0002536429993066112
7337,0.0018498399665188361
7338,4.645651285807797e-06
7339,2.8799691979340096e-06
7340,1.8645827588052927e-07
7341,0.0
7342,4.203927118704697e-05
7343,0.06482590484104997
7344,0.02386662828899777
7345,4.113191445860017e-05
7346,0.0
7347,9.339073110358456e-05
7348,4.79661082098425e-07
7349,2.8134554566266483e-05
7350,2.526481145133755e-05
7351,0.0002136962498887333
7352,0.00021816834578907042
7353,0.001054857087889938
7354,0.0
7355,0.0005612376709993899
7356,7.154575671040536e-05
7357,0.0
7358,2.7773097393178272e-08
7359,0.0022950853121140786
7360,1.7167026739809037e-05
7361,0.0004023149002096412
7362,0.00034932724602055405
7363,0.0005608174606511801
7364,0.00028725201804113325
7365,1.7763537473651761e-09
7366,0.0
7367,5.174002072476682e-05
7368,0.011047010352639951
7369,0.0006382687885637061
7370,2.508238889863297e-05
7371,0.0
7372,0.0
7373,0.001880683257148748
7374,5.379007357659932e-09
7375,1.917066761312589e-07
7376,0.0004394836138877711
7377,0.0
7378,0.0
7379,2.1946779754874615e-05
7380,0.0005189574235369913
7381,8.47499528519205e-06
7382,1.2823203460076674e-06
7383,0.0004956361561632256
7384,0.025070732008579465
7385,0.07294338357885959
7386,0.013437950809606827
7387,0.0024296270489464118
7388,0.008461190652841712
7389,0.010350251763313485
7390,0.002952921936537593
7391,0.001745044542776889
7392,0.0005224110691437494
7393,0.0
7394,0.0
7395,0.0
7396,1.6241665643577295e-05
7397,0.0003220600569937123
7398,2.9862972900434175e-05
7399,0.0
7400,0.00236042831906688
7401,0.0015348618059198473
7402,3.4927025415317e-06
7403,0.0
7404,0.0
7405,0.0
7406,7.52344799117305e-08
7407,3.9389773869441285e-05
7408,0.0
7409,0.0
7410,2.4419550770554782e-05
7411,0.00023750163433846136
7412,0.0
7413,0.0006025060862112875
7414,0.0003429498549004593
7415,2.8814561508664525e-05
7416,6.893939622932628e-05
7417,0.001985604531944415
7418,0.0037011216597563792
7419,0.0032881959961154747
7420,0.002749662552776566
7421,0.003706113445085607
7422,0.001062714319628112
7423,5.866553919688403e-06
7424,0.03192618481497066
7425,0.03136235743458529
7426,0.01886258472056065
7427,9.565921479604632e-06
7428,0.0007413411293888321
7429,0.0010083781900570945
7430,6.514035105060485e-06
7431,0.00038915421229761244
7432,0.00011699442882260618
7433,0.0003047755726992959
7434,1.0804055563823548e-06
7435,0.002347312325995203
7436,0.00016302169340709006
7437,1.0887878063814407e-08
7438,0.0
7439,0.0
7440,0.00048161262178672955
7441,0.0023014424749171034
7442,0.00204243838405154
7443,0.0
7444,1.4764400799476129e-05
7445,1.2014244549444348e-05
7446,0.0042306239054169855
7447,0.24756590202019066
7448,0.0003049631572436544
7449,2.8565047497505808e-05
7450,7.421523350877751e-06
7451,2.118120201513015e-06
7452,2.002844603019769e-05
7453,1.285510099219276e-07
7454,0.0
7455,1.728936058481605e-07
7456,5.19467101648658e-09
7457,0.11475918437271776
7458,0.008544962898333005
7459,0.0018572634389188004
7460,0.03199227268898527
7461,0.032519866954867416
7462,2.151706567944621e-05
7463,5.677508667978748e-05
7464,0.0
7465,6.545755479113883e-08
7466,0.0035037645421247365
7467,7.4196664109915175e-06
7468,7.021657833312532e-05
7469,1.0428438514252388e-05
7470,0.0
7471,0.0
7472,0.002288184472884296
7473,0.03903623934996808
7474,5.6904318862850043e-08
7475,4.1766075715177095e-06
7476,0.0
7477,0.00013668126992189204
7478,0.0009177972208632906
7479,0.00019042611060811706
7480,0.00014448713710021633
7481,0.00046866574087781363
7482,1.3925461045687957e-07
7483,0.0018345172536341735
7484,0.0
7485,0.0011857291213147106
7486,1.2752813146982532e-06
7487,1.2933782451831416e-07
7488,0.002370922210103529
7489,0.0009781922095074738
7490,6.939401075907929e-05
7491,0.004520905371877243
7492,0.0019130477667502388
7493,0.006070101819473562
7494,0.0004620117553119776
7495,2.1037655312943385e-06
7496,0.0
7497,5.278437203781009e-08
7498,5.691110082091263e-05
7499,0.0025129841175550475
7500,3.36953619297119e-05
7501,0.0
7502,0.0
7503,0.0016505247432139804
7504,0.00023839991216312388
7505,0.0
7506,0.00021739139955325476
7507,0.0
7508,0.0
7509,1.0009629423264167e-06
7510,0.0
7511,0.0
7512,3.529458223070044e-08
7513,6.782155877602002e-05
7514,0.07988910137453799
7515,0.072930774297718
7516,0.03991697575303022
7517,0.0002038861058826342
7518,0.0
7519,0.0010089445778669406
7520,0.010995503445069903
7521,0.0023003445364312212
7522,0.003305394126724024
7523,0.000877014477027494
7524,2.448477427493086e-05
7525,0.0004198938902484702
7526,0.0015545169737494378
7527,6.609539064111392e-05
7528,0.00034126825421424903
7529,7.81464043838656e-07
7530,3.734787650308164e-08
7531,3.2241394102966283e-05
7532,3.9435519938529347e-07
7533,0.0
7534,0.0
7535,4.15414356265082e-07
7536,5.6809947790448946e-05
7537,1.7063154302643544e-05
7538,0.0
7539,0.0
7540,0.00013329355272036206
7541,1.5789451813872232e-07
7542,0.0
7543,0.0
7544,0.0005570754926622034
7545,0.0
7546,6.189293652102841e-05
7547,0.003224998533871383
7548,0.0021751952854831905
7549,0.0020999595763490264
7550,0.0014615559082207842
7551,0.005852609723161223
7552,0.011580142567107845
7553,0.029005853651889717
7554,0.010092974354472197
7555,0.0018011570051979678
7556,0.0009174785493807759
7557,0.00010356502309928888
7558,1.3575369171581705e-05
7559,0.00013305984558507694
7560,0.00029908080245005054
7561,2.8523620292369384e-05
7562,2.199561961192485e-05
7563,0.0008161452681150558
7564,0.0
7565,0.0009649175678774367
7566,7.06919338237233e-05
7567,8.087409847116408e-06
7568,0.0
7569,7.745691546405533e-07
7570,0.0022839885924090053
7571,0.0017915749958301297
7572,0.00019833525243544758
7573,0.0007367742480516537
7574,0.0006604305664871653
7575,0.0009322459785626651
7576,0.0009418729630408911
7577,0.0610600304406338
7578,0.000519362526922178
7579,0.0
7580,0.0
7581,0.00023585242530758181
7582,5.547858149645626e-06
7583,0.00020469403108718678
7584,0.0
7585,0.0
7586,2.4320094795285167e-06
7587,0.06445301080300643
7588,1.6128389270806326e-05
7589,0.002347241112865219
7590,0.005751517903082281
