,prop_flood_prone
0,0.133447390932421
1,0.747620421113354
2,0.0
3,0.0
4,0.618733887138356
5,0.0399885746929449
6,0.40884295147861
7,0.542382588774341
8,1.0
9,0.225078548986004
10,0.0
11,0.00566732785491641
12,0.509259259259259
13,0.0
14,0.0
15,0.037037037037037
16,0.610453364135143
17,0.00170309395401646
18,0.380184331797235
19,0.183171150543789
20,0.67342278047388
21,0.818025258323766
22,0.828800458058975
23,0.978454467107153
24,0.502416832527723
25,0.315622292809703
26,0.43019943019943
27,0.53032480597873
28,0.0324786324786325
29,0.0
30,0.0
31,0.0
32,0.0485021398002853
33,0.275921658986175
34,0.173962478681069
35,0.0
36,0.0
37,0.0
38,0.0
39,0.223425477343973
40,0.0433902227364767
41,0.704843304843305
42,0.52441125789776
43,0.977207977207977
44,1.0
45,0.9002849002849
46,0.352805755395683
47,0.0483229107447413
48,0.913669064748201
49,0.507304497278717
50,0.594269340974212
51,0.730176839703366
52,0.0399429386590585
53,0.349609939323895
54,0.0
55,0.0
56,0.306041784302654
57,0.537037037037037
58,0.0854700854700855
59,0.00520833333333333
60,0.245584045584046
61,0.160045727350672
62,0.634961439588689
63,0.0
64,0.0
65,0.0
66,0.0
67,0.10230179028133
68,0.0115740740740741
69,0.262108262108262
70,0.21875
71,0.308831908831909
72,0.0516944284893739
73,0.0
74,0.0
75,0.245014245014245
76,0.247482014388489
77,0.0
78,0.434409831380394
79,0.0
80,0.00853727945361412
81,0.442708333333333
82,0.396581196581197
83,0.465277777777778
84,0.0683760683760684
85,0.279513888888889
86,0.0837606837606838
87,0.523795953263038
88,0.534453302961276
89,0.0643578643578644
90,0.0399885746929449
91,0.465255933657421
92,0.245892187950418
93,0.0
94,0.127314814814815
95,0.0769230769230769
96,0.0
97,0.0
98,0.0694444444444444
99,0.0512820512820513
100,0.0
101,0.131054131054131
102,0.649305555555556
103,0.0273504273504274
104,0.0068649885583524
105,0.269740634005764
106,0.0
107,0.0
108,0.0205128205128205
109,0.03125
110,0.293447293447293
111,0.476462196861626
112,0.123076923076923
113,0.391954022988506
114,0.478632478632479
115,0.0
116,0.108262108262108
117,0.0
118,0.0936599423631124
119,0.921082621082621
120,0.924768518518519
121,0.397720797720798
122,0.0
123,0.0
124,0.0144675925925926
125,0.0
126,0.149594907407407
127,0.092022792022792
128,0.104166666666667
129,0.0968660968660969
130,0.0498424520194787
131,0.387338129496403
132,0.47008547008547
133,0.300925925925926
134,0.0
135,0.0665509259259259
136,0.984615384615385
137,0.971064814814815
138,0.988603988603989
139,0.837962962962963
140,0.555555555555556
141,0.046875
142,0.00854700854700855
143,0.192805755395683
144,0.0
145,0.0
146,0.0
147,0.0
148,0.242476851851852
149,0.944159544159544
150,1.0
151,0.818803418803419
152,0.00806451612903226
153,0.856325128792215
154,0.0980280080022864
155,0.0
156,0.471563303801086
157,0.564705882352941
158,0.425714285714286
159,0.712068965517241
160,0.953342816500711
161,0.596643518518518
162,0.00794326241134752
163,0.493063583815029
164,0.674074074074074
165,0.0
166,0.0
167,0.201380897583429
168,0.171248568155785
169,0.579172610556348
170,0.71551724137931
171,0.437392795883362
172,0.199484092863285
173,0.451125676831006
174,0.174428695400636
175,0.312092891532144
176,0.357638888888889
177,0.111111111111111
178,0.618029471251084
179,0.400340232492203
180,0.389400921658986
181,0.559530623926732
182,0.61123787792356
183,0.0
184,0.0
185,0.0
186,0.00622524052065648
187,0.0
188,0.0
189,0.0
190,0.00226308345120226
191,0.534722222222222
192,0.870655270655271
193,0.802248486595561
194,0.987510644337213
195,1.0
196,1.0
197,0.925693055158617
198,0.969384835479256
199,0.290598290598291
200,0.564236111111111
201,0.725356125356125
202,0.688581314878893
203,0.735752764388999
204,0.0
205,0.267806267806268
206,0.0115340253748558
207,0.0
208,0.343857634902411
209,0.241815048822516
210,0.114187838995147
211,0.0
212,0.0
213,0.0
214,0.456125356125356
215,0.0344328703703704
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0229292060762396
222,0.651136036813345
223,0.0728929384965831
224,0.0
225,0.0
226,0.0
227,0.0142450142450142
228,0.483217592592593
229,0.00256410256410256
230,0.603334291463064
231,0.367959241437872
232,0.389048991354467
233,0.471967963386728
234,0.0
235,0.0115340253748558
236,0.0
237,0.381944444444444
238,0.0168871376301717
239,0.350735506201327
240,0.0162393162393162
241,0.479456018518519
242,0.0
243,0.00347222222222222
244,0.136182336182336
245,0.0
246,0.306766055045872
247,0.382978723404255
248,0.157789803474793
249,0.0313390313390313
250,0.0717592592592593
251,0.0478632478632479
252,0.0
253,0.433048433048433
254,0.222222222222222
255,0.0541310541310541
256,0.424768518518519
257,0.203418803418803
258,0.0
259,0.0
260,0.0
261,0.131503716409377
262,0.234965034965035
263,0.0
264,0.199430199430199
265,0.341435185185185
266,0.515669515669516
267,0.115740740740741
268,0.136752136752137
269,0.487847222222222
270,0.260683760683761
271,0.870940170940171
272,0.971064814814815
273,0.682621082621083
274,0.0
275,0.0
276,0.0
277,0.188034188034188
278,0.374131944444444
279,0.301139601139601
280,0.0
281,0.0
282,0.379487179487179
283,0.285300925925926
284,0.476353276353276
285,0.733506944444444
286,0.386039886039886
287,0.00868055555555556
288,0.640740740740741
289,0.747395833333333
290,1.0
291,0.797453703703704
292,0.749002849002849
293,0.712673611111111
294,0.219373219373219
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.140683318977893
301,0.423361823361823
302,0.193287037037037
303,0.015954415954416
304,0.00573065902578797
305,0.713877784123358
306,0.0767020970985349
307,0.0
308,0.478921709205621
309,0.283147989734816
310,1.0
311,1.0
312,0.73119212962963
313,0.836182336182336
314,0.771018651362984
315,0.972
316,0.242737992522289
317,0.0
318,0.111811926605505
319,0.30764807360552
320,0.345268542199489
321,0.73464089991347
322,0.0934472934472935
323,0.0
324,0.0
325,0.0572916666666667
326,0.399430199430199
327,0.00344036697247706
328,0.488
329,0.00574877838459327
330,0.447420917640353
331,0.0896334478808706
332,0.0253310305123777
333,0.031374786081004
334,0.491530289979902
335,0.310541310541311
336,0.0
337,0.261660978384528
338,0.484595450619061
339,0.534188034188034
340,0.397694524495677
341,0.416168516937091
342,0.572164948453608
343,0.554853532452613
344,0.459428571428571
345,1.0
346,1.0
347,1.0
348,1.0
349,0.861231569817867
350,0.841539332201471
351,0.421965317919075
352,0.25156873930405
353,0.891860799539833
354,0.862990335417851
355,0.615340583858042
356,0.0
357,0.162393162393162
358,0.0636574074074074
359,0.00282406099971759
360,0.677083333333333
361,0.954415954415954
362,0.572916666666667
363,0.0341880341880342
364,0.0
365,0.0
366,0.0283748925193465
367,0.0750647109577222
368,0.0398860398860399
369,0.438556287596677
370,0.00227855311876958
371,0.0
372,0.0
373,0.0
374,0.461538461538462
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.647382123228233
381,0.570005691519636
382,0.289104947097512
383,0.296296296296296
384,0.0115740740740741
385,0.326495726495727
386,0.171875
387,0.0
388,0.255827338129496
389,0.487223168654174
390,0.202549575070821
391,0.203585887796414
392,0.132763532763533
393,0.196759259259259
394,0.284900284900285
395,0.0
396,0.0
397,0.0
398,0.33172667989793
399,0.0
400,0.0679611650485437
401,0.447135936164149
402,0.60775238646225
403,0.18005698005698
404,0.101273148148148
405,0.299145299145299
406,0.0787037037037037
407,0.290598290598291
408,0.106481481481481
409,0.0
410,0.0
411,0.0
412,0.11020979020979
413,0.128809660724554
414,0.352706552706553
415,0.283564814814815
416,0.0
417,0.0
418,0.123361823361823
419,0.464988425925926
