,structure_subsidized_1
628,8.224425703715474e-08
629,0.0
630,0.0
631,0.0
632,5.1767627398173184e-09
633,6.192400695689606e-11
634,0.0
635,0.00021424714222529736
636,3.49908875979586e-06
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,7.09028056195221e-07
645,0.00015354463956672129
646,0.0
647,1.4488911192829378e-05
648,0.0017397416530433364
649,0.0005852263070572198
650,0.0008089490368896337
651,0.00022792434099771114
652,0.004814909701959006
653,7.4174036950749775e-06
654,0.0005919473751246758
655,2.6048209431530202e-05
656,0.0002729080390882753
657,0.0014076998177345221
658,0.00012469840225275432
659,5.156850988847497e-05
660,0.0007070253123502234
661,0.00032102939531370253
662,1.1846007657225873e-06
663,0.0002995183942551803
664,0.0
665,3.7556769533289795e-07
666,2.1251593062610996e-06
667,0.0
668,0.0
669,1.636478658382394e-08
670,3.0335199480366265e-09
671,0.0
672,0.0
673,2.274522215060295e-05
674,0.0013225272697557117
675,0.002056411114265543
676,4.550354386188836e-06
677,0.0
678,0.0011484965966325337
679,0.010342273299485082
680,0.0069015250614404495
681,0.13182229382125868
682,0.08617243602853912
683,0.022929588072419953
684,0.0016685010356258132
685,0.0
686,0.0
687,0.0
688,7.704058278220675e-05
689,0.0
690,1.7863122392602056e-07
691,1.0326502251255013e-05
692,8.867548310422833e-09
693,0.0002803422886911863
694,7.441130752600277e-05
695,0.0
696,0.0008965326311082924
697,0.0
698,0.007492232439933083
699,0.016210919614626812
700,0.01645906936129371
701,0.0003472079509805726
702,0.0
703,9.598353620623696e-05
704,0.0032357324379740614
705,0.0008777742276329654
706,0.004133636120172444
707,0.0013506204095342462
708,2.421311360430038e-05
709,1.3552318816812592e-05
710,2.6496503311352087e-05
711,0.00011381740513511792
712,0.000339344350484733
713,0.0002559359716037553
714,2.3289684135257234e-06
715,0.0
716,0.0
717,2.291634812964515e-06
718,0.00025149461266634274
719,0.00044417162391818034
720,0.001904174483509165
721,1.9756361806384486e-05
722,0.0
723,0.0003742986634039167
724,0.03859145750409327
725,0.14632703210564987
726,0.0
727,0.0
728,3.697654414798725e-07
729,7.73010141916894e-06
730,0.0019419082319730985
731,0.05533986483131159
732,0.05522578267627858
733,0.0335468178148201
734,6.210574549318348e-07
735,0.0006537844228686065
736,0.00016124619808470454
737,0.00014340686139787076
738,0.00038290020480430636
739,3.3148582788396357e-06
740,2.7976699234863994e-05
741,1.7889915804068252e-05
742,0.0012422546605752435
743,0.0003330009859012695
744,0.00073178917542518
745,3.272160954443826e-06
746,0.0020876298181798417
747,0.00010183627679895141
748,8.097013480639437e-05
749,0.00011601322693273538
750,1.5802970179069178e-05
751,1.3656109033713207e-08
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,1.2040338210679132e-05
759,7.196956936507889e-06
760,0.0
761,9.247718223856792e-06
762,1.6832630063930876e-06
763,0.0
764,0.0
765,0.0
766,0.0009259612016911144
767,0.008287445568772507
768,0.008403840832078421
769,5.032006363175957e-05
770,0.000893584038199374
771,0.002464714564515354
772,0.002262049940621737
773,0.0004685259253066184
774,0.00031762948407295326
775,0.0020670321060908864
776,0.00031786504395647525
777,0.00038333797211374826
778,0.01694593352597412
779,0.0037054638562922975
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,1.86718094954834e-08
788,5.705757595918528e-05
789,0.0
790,2.0326093696169658e-07
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,1.59264907714825e-08
798,0.0
799,0.00011599976159608357
800,0.00025856804227064915
801,1.5125886873637192e-06
802,0.00010266710960471232
803,0.00033956242715974937
804,0.003679786399265344
805,1.0490467835629424e-05
806,6.012411981082482e-05
807,1.0661889177201298e-07
808,4.692427240889648e-05
809,0.000485324883835357
810,6.314330377497206e-07
811,3.662053275215252e-05
812,0.0008979966775405172
813,0.0004215576141628798
814,0.0015707515397987383
815,9.642250640110994e-05
816,0.0
817,0.0
818,0.0
819,0.0
820,2.9417145557892594e-08
821,5.5252393983495295e-05
822,3.413724211676705e-08
823,0.0
824,0.0
825,2.751852384210387e-07
826,6.5619855426585394e-09
827,2.7549867051018812e-05
828,0.0018091443144856608
829,1.4093742018488614e-06
830,0.030315445960686072
831,0.06222490289762515
832,0.005556905920552053
833,0.0
834,6.729099457150324e-08
835,0.0
836,0.0037953150065994645
837,0.00013951460400389319
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,2.2280741287954742e-07
845,0.00015648326187129024
846,0.0
847,0.0
848,0.001104432851902689
849,1.655515254894139e-05
850,0.000997933665361591
851,0.0
852,0.00018551393388475062
853,0.008285524302621375
854,0.0006286301155633737
855,0.0006310518149391782
856,0.0002656132651439832
857,0.0030234412259836935
858,0.004105519155320007
859,1.239888997071402e-05
860,5.326767129401347e-07
861,0.0
862,4.9194666624624015e-05
863,0.0007266154391353582
864,1.600241384177037e-07
865,0.0
866,0.0
867,0.0
868,3.9907420674959864e-07
869,1.1136190634716392e-07
870,0.0
871,0.0
872,2.584673701219145e-05
873,0.004410808026767624
874,0.0023242507451631087
875,0.003633163451781724
876,0.049295293081749535
877,0.1380138665751253
878,0.0
879,0.0001368368752205693
880,5.7735108204377e-06
881,0.0
882,1.3372515435541368e-08
883,0.0007144727898581193
884,0.02417855259198092
885,0.10066267400278298
886,0.05063333375078279
887,8.18152050154517e-05
888,3.1635442585993094e-05
889,0.0008799908202030472
890,2.6586349491887235e-07
891,1.7468874273752745e-06
892,0.0
893,0.0
894,0.0007570717958022349
895,0.0020761154818203387
896,0.0018117746885559355
897,0.0003983384173305701
898,0.00039904444948962557
899,0.0016059176402681754
900,0.0008311355687303755
901,1.7079363572359556e-05
902,3.562229896278546e-08
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0392015906554836
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0004015294934629816
921,0.0004066465541323974
922,0.0011438995960013994
923,0.0018415059072492358
924,0.0026435260774101492
925,0.00031777039067139507
926,1.1323504326666142e-06
927,4.637234615771517e-05
928,0.00037345083416687495
929,0.0007546700804274943
930,0.0008879809430297136
931,0.015498661319037706
932,0.014784582321050687
933,0.0
934,0.0
935,8.215170256969964e-07
936,7.074959890977832e-06
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,1.6343093156077276e-05
943,0.00022819502140335467
944,0.0007012494890301097
945,0.00012027186474134868
946,1.0969056544785675e-06
947,7.324632840581297e-08
948,0.0
949,0.0
950,1.6072711336269294e-09
951,5.737669750323672e-05
952,4.965606324431729e-09
953,7.61902545071737e-07
954,8.491768538776279e-10
955,0.0
956,0.0011503511963863455
957,5.330662295843401e-06
958,0.0
959,4.693404318373882e-05
960,8.014203407104706e-07
961,4.556492384040067e-06
962,5.802977606352535e-05
963,0.0004584609418061337
964,0.001855880998045675
965,0.0018670976496910192
966,0.0008198769922114679
967,2.7699924401834966e-07
968,0.0
969,0.0
970,0.0
971,2.8822480298593688e-08
972,8.695546792250774e-05
973,0.00034646822100833723
974,0.0
975,2.001162180010835e-08
976,2.649393885392316e-07
977,0.0
978,0.0
979,0.0
980,0.0007823891048539732
981,0.09740629064703138
982,0.006384487684880235
983,0.0007408108553262753
984,0.0
985,0.0
986,0.0
987,0.0
988,2.8306165195412163e-07
989,0.005902774374976768
990,4.3786563004273055e-05
991,0.00012569587720768902
992,3.1446299087063245e-05
993,0.0
994,3.197447411497159e-07
995,0.0
996,3.4893570096770225e-09
997,0.0
998,0.0
999,7.569340726858396e-06
1000,0.00026219097723494404
1001,0.0002042586595590379
1002,0.0015784710539836781
1003,0.0
1004,2.5609883751888845e-08
1005,0.001071954197284895
1006,0.0025212369776475064
1007,2.3079782346141624e-07
1008,0.0003850409199394293
1009,0.0
1010,0.0009317959408802359
1011,0.001156583124785035
1012,0.00024549520845240094
1013,0.00029003744518357527
1014,6.75203921952173e-06
1015,0.0008656046660812293
1016,0.0002177867403007708
1017,2.7156415831222993e-05
1018,8.757298988569912e-09
1019,0.0
1020,0.00023042356903854702
1021,0.0004053210758240776
1022,0.0003647619911569085
1023,0.0005645614086979619
1024,0.0026579580066240847
1025,0.0006819693973699116
1026,6.249357977094355e-05
1027,4.163720940120924e-12
1028,0.01292499364850006
1029,0.023931776177624767
1030,0.003168531723273677
1031,1.5837173167800125e-05
1032,0.0014589893937458347
1033,0.00046014498780544693
1034,1.7687987340729183e-06
1035,0.00011021905343387433
1036,1.2243374650596805e-08
1037,0.012374148223537529
1038,0.04137785051792357
1039,0.0036938819764592017
1040,0.0012965628727950366
1041,1.54063949872243e-06
1042,5.3032721358974036e-05
1043,8.532246729756184e-06
1044,0.00010915808913826659
1045,3.49356496648021e-05
1046,2.4725691020440784e-05
1047,0.0
1048,2.214232796314721e-06
1049,0.00010163981644651325
1050,0.0004993487203644045
1051,2.442416618739514e-05
1052,2.9644798096626962e-06
1053,1.7389441738072483e-06
1054,0.0
1055,0.0
1056,0.0
1057,3.5183831523600155e-09
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,2.3780346315338785e-08
1064,0.03348077720460056
1065,0.0
1066,4.78838741345407e-06
1067,1.018260890898981e-05
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0001524947150514573
1073,5.9581238241897006e-05
1074,0.00017966891797074314
1075,0.0001146565400709582
1076,0.0007477716307961995
1077,0.0006613930334259827
1078,7.135536867530914e-09
1079,0.0
1080,1.5363145699548544e-07
1081,9.813912497227831e-05
1082,0.00018657789520146637
1083,0.0005499026413228128
1084,0.0006369950135285112
1085,0.06814476193382202
1086,0.022506679361030426
1087,2.997178801337914e-08
1088,0.0003588787605040059
1089,0.0
1090,7.882852245260173e-09
1091,0.0
1092,2.3338640285806065e-06
1093,0.00019540340700975118
1094,0.00021494529564848892
1095,0.001404840873080866
1096,0.00010212957536113216
1097,0.0005117143893003451
1098,0.0010184791498147386
1099,0.00047442515718775337
1100,6.595305852195443e-07
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0008738447626558626
1109,9.556014440169607e-06
1110,0.0
1111,0.00023650573777641773
1112,0.00021752794337618188
1113,3.938052410999971e-05
1114,0.0016965834439901322
1115,0.00036948814673832804
1116,0.002956655784450662
1117,0.001989005665755179
1118,0.001520092149175325
1119,0.0007536444385680052
1120,0.00020217276635472675
1121,1.7859412769791478e-07
1122,0.0
1123,0.0003350818688847237
1124,0.001522666712648022
1125,5.003860304491172e-06
1126,0.0
1127,3.714484040125668e-05
1128,4.906211291083407e-06
1129,0.0
1130,0.0
1131,0.0
1132,0.0019397523463263256
1133,0.007619017564685825
1134,0.0
1135,0.0003253280341444711
1136,2.305370689815999e-05
1137,0.0
1138,0.0
1139,1.0408216159240385e-08
1140,0.0008772682445785895
1141,0.005521334510911161
1142,0.002606201150533191
1143,0.0
1144,0.00012340775910827962
1145,0.00029350826278582944
1146,7.104152232868406e-07
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0007191497142227387
1153,0.0
1154,0.0011475242232448812
1155,0.0
1156,0.0
1157,4.768847618874529e-05
1158,0.010069513461207193
1159,6.348850491617152e-05
1160,0.0002639342872856491
1161,4.642010456320512e-05
1162,0.0
1163,0.0006580355622634045
1164,0.001073995871116934
1165,0.0
1166,0.0
1167,0.0010572873889483493
1168,6.214617430537323e-05
1169,9.040183510869334e-06
1170,1.582576432085763e-07
1171,0.0
1172,3.649239323099378e-05
1173,7.416004080587429e-05
1174,0.00010915698096122083
1175,0.0012917595618335636
1176,1.3596759905246997e-05
1177,0.0
1178,1.0448253775663568e-05
1179,0.0
1180,0.020149283558004168
1181,0.0007602997767630912
1182,0.00016278924994576603
1183,0.0
1184,0.0
1185,4.576164707985139e-05
1186,0.0
1187,0.0
1188,0.0
1189,0.0010541246513359839
1190,0.02877010416830196
1191,0.004981435726832053
1192,0.002833867991407598
1193,0.0
1194,0.00028496831928791005
1195,0.0015070673796381913
1196,0.0004974201287024747
1197,0.0005327472244136445
1198,1.2147225895388433e-07
1199,4.758316874175685e-07
1200,7.68886661656505e-05
1201,1.1805758855608854e-05
1202,2.4055023019125545e-05
1203,4.546196653249201e-06
1204,1.745467344873843e-06
1205,2.031562453622082e-05
1206,0.00027527979114476593
1207,0.0011901637579575701
1208,0.0010069288691245176
1209,0.0008295726759954069
1210,1.749320856464338e-05
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,1.4314421286791975e-05
1216,0.027202725429060246
1217,0.002655523615301613
1218,4.771973733003677e-06
1219,0.0007398203105843884
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0001015535446607376
1225,1.1384465613831249e-06
1226,0.00021071442342905148
1227,8.099998821138386e-06
1228,2.0490614721222495e-05
1229,0.0018888068301823738
1230,2.2338985195402344e-06
1231,0.0
1232,0.0
1233,3.615518966976809e-05
1234,1.4236405997910512e-05
1235,0.0001005497404549465
1236,0.0004769737041811777
1237,0.0
1238,0.05939425058722545
1239,0.042167308273080115
1240,0.00418262649424061
1241,0.0
1242,3.6509878172364504e-05
1243,0.0
1244,0.0
1245,1.8949422570621643e-05
1246,0.0031178881718031174
1247,3.408129000478286e-05
1248,0.0
1249,0.0
1250,0.0
1251,8.321066399147186e-06
1252,9.766143912008507e-05
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,1.087691559833801e-08
1260,0.0017122111665936284
1261,0.00018832814928349673
1262,0.0
1263,1.0250931441845425e-05
1264,0.0011868819953582293
1265,0.003491076309905414
1266,0.0026996545118795454
1267,0.0020806746834324753
1268,0.0035404974475335828
1269,0.0018848393990759293
1270,0.0017880918454210866
1271,0.00017202564236202525
1272,1.8280176151000136e-05
1273,5.108109029930782e-06
1274,0.0005430055208412626
1275,0.0014889998284317767
1276,1.9307095122819288e-06
1277,0.0
1278,0.0
1279,7.932220015885291e-05
1280,4.338154753144599e-05
1281,0.0
1282,0.0
1283,0.0
1284,0.04407003355086439
1285,3.52587093642734e-05
1286,0.0
