,structure_informal_settlements
650,0.001174280860001081
651,0.0003308579143515162
652,0.006989385051230817
653,1.0767198912205614e-05
654,0.0008592784477616263
655,3.781191691673739e-05
656,0.00039615683093459326
657,0.0020434352192920478
658,0.00018101380972174012
659,7.485751435423788e-05
660,0.0010263270663148404
661,0.00046601041255214896
662,1.7195817566940784e-06
663,0.000434784765854294
664,0.0
665,5.451789125800132e-07
666,3.0849086703790157e-06
667,0.0
668,0.0
669,2.375533536361539e-08
670,4.403496698762845e-09
671,0.0
672,0.0
673,3.3017257960552685e-05
674,0.0019197976496453883
675,0.002985112907804821
676,6.605353141241859e-06
677,0.0
678,0.0016671724789827105
679,0.015009506210065549
680,0.010010297240866503
681,0.19540679521077695
682,0.13001083911232086
683,0.0339904283971351
684,0.002420654997025932
685,0.0
686,0.0
687,0.0
688,0.00011183310403868721
689,0.0
690,2.5930338957002984e-07
691,1.4990083913112114e-05
692,1.2872247547387982e-08
693,0.0004069484835839801
694,0.00010801641415064918
695,0.0
696,0.001301418335479779
697,0.0
698,0.010875676785795457
699,0.023530822917964496
700,0.023879212618859627
701,0.0005040115417459926
702,0.0
703,0.00013933093965421496
704,0.004696878119163706
705,0.001274188394951079
706,0.006000439529282579
707,0.001960578013840035
708,3.514806813527474e-05
709,1.9672720863115054e-05
710,3.8462666097124e-05
711,0.00016521881390581632
712,0.0004925966378004188
713,0.0003715199587796448
714,3.3807606002792753e-06
715,0.0
716,0.0
717,3.3265666639807476e-06
718,0.00036507282483823957
719,0.0006447652605263909
720,0.002764124250255239
721,2.8678589718945228e-05
722,0.0
723,0.000545934984354502
724,0.056440925253767066
725,0.22455550383513723
726,0.0
727,0.0
728,5.367562860191698e-07
729,1.1221114963309754e-05
730,0.0028183617464308808
731,0.08034808401132833
732,0.08020114101926734
733,0.048687165703836056
734,9.015350152236313e-07
735,0.0009490419041641062
736,0.00023406706173586145
737,0.00020817125041626397
738,0.0005558228779417352
739,4.811891049928504e-06
740,4.0611337598996116e-05
741,2.596923261880876e-05
742,0.0018032728943834179
743,0.0004833885279211977
744,0.0010622746094881644
745,4.7499110629023295e-06
746,0.003030430381228802
747,0.00014782685341783273
748,0.00011753729246089507
749,0.00016840629716042234
750,2.293979542122945e-05
751,1.9823384081196593e-08
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,1.7477910305824547e-05
759,1.0447195552995323e-05
760,0.0
761,1.3424107099146958e-05
762,2.4434462996028695e-06
763,0.0
764,0.0
765,0.0
766,0.001344071888208713
767,0.012033800291273192
768,0.012197410100682215
769,7.304525365900582e-05
770,0.001297138119966833
771,0.003577811464619062
772,0.0032836208815476826
773,0.0006801182786708975
774,0.00046107505752525466
775,0.003000530476583545
776,0.0004614169992916576
777,0.0005564583466167314
778,0.024598935763510816
779,0.005364079192667772
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,2.7104239590217838e-08
788,8.282551348913994e-05
789,0.0
790,2.9505619881536595e-07
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,2.311909950699073e-08
798,0.0
799,0.00016838675070399232
800,0.00037534070652190993
801,2.1956932558505606e-06
802,0.00014903290103909854
803,0.0004929132007157653
804,0.005341625418288403
805,1.5228098471074968e-05
806,8.727694811248762e-05
807,1.5476935902388983e-07
808,6.811587930323684e-05
809,0.0007045038636319699
810,9.16596345120562e-07
811,5.315883786602785e-05
812,0.0013035435641717183
813,0.0006119384721719225
814,0.002280123202933652
815,0.00013996815445322408
816,0.0
817,0.0
818,0.0
819,0.0
820,4.270230806790861e-08
821,8.02050880405577e-05
822,4.9554061137242496e-08
823,0.0
824,0.0
825,3.994624428692497e-07
826,9.525462884504331e-09
827,3.99917424934144e-05
828,0.002626177230704992
829,2.0458657768773797e-06
830,0.043991143207659164
831,0.09046495992110665
832,0.00804564056734589
833,0.0
834,9.768047599089182e-08
835,0.0
836,0.005509328235386318
837,0.00020252119936049008
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,3.2343011547031073e-07
845,0.00022715312207122776
846,0.0
847,0.0
848,0.00160320897856842
849,2.4031673054914923e-05
850,0.0014486133852023096
851,0.0
852,0.0002692944201552831
853,0.012021952683278443
854,0.0009125275871081229
855,0.000916042957169775
856,0.0003855676429509433
857,0.004388866295782782
858,0.0059596245803032345
859,1.7998388667165515e-05
860,7.732403897518084e-07
861,0.0
862,7.141161284219618e-05
863,0.0010547643471319715
864,2.322931041547312e-07
865,0.0
866,0.0
867,0.0
868,5.793012678623207e-07
869,1.61654380181367e-07
870,0.0
871,0.0
872,3.751945695318113e-05
873,0.006402785845307844
874,0.0033739123720109643
875,0.005274026755636479
876,0.07423529029710271
877,0.21165617529979966
878,0.0
879,0.00019863417370727808
880,8.380902803861177e-06
881,0.0
882,1.9411715954818115e-08
883,0.001037137920761786
884,0.035088147907618286
885,0.1461378067142723
886,0.07345663662285803
887,0.0001187640072804944
888,4.5922416657086754e-05
889,0.0012774060293270037
890,3.859308797209437e-07
891,2.535804330060883e-06
892,0.0
893,0.0
894,0.0010989751874548573
895,0.0030137160219972656
896,0.0026299955156457127
897,0.0005782331864476018
898,0.0005792580718397791
899,0.002331170768131223
900,0.0012064871158989322
901,2.479262454052194e-05
902,5.170978881694663e-08
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.058497240533984717
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0005828653937365863
921,0.0005902933850308995
922,0.0016604994135504185
923,0.0026731537363295353
924,0.0038373765639824753
925,0.00046127959936170256
926,1.6437344990321819e-06
927,6.7314696035393e-05
928,0.0005421060495970767
929,0.001095488826427008
930,0.0013155695153284966
931,0.022495551979697055
932,0.021458214590954636
933,0.0
934,0.0
935,1.1925247147214464e-06
936,1.0270103067548467e-05
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,2.3723844903983145e-05
943,0.00033125083752099874
944,0.0010179428066566106
945,0.00017458819075357064
946,1.5922824016624365e-06
947,1.0632531542779304e-07
948,0.0
949,0.0
950,2.3331355165552204e-09
951,8.328875444018233e-05
952,7.208138212884769e-09
953,1.105987565426715e-06
954,1.23267607820946e-09
955,0.0
956,0.001669864639915663
957,7.738058171385583e-06
958,0.0
959,6.813006268607247e-05
960,1.1633521074829415e-06
961,6.614263138122677e-06
962,8.423677170511746e-05
963,0.0006655078187508391
964,0.0026940208036146896
965,0.0027103030398740605
966,0.0011901440209521308
967,4.020956768008302e-07
968,0.0
969,0.0
970,0.0
971,4.18390843044102e-08
972,0.00012622567924234994
973,0.0005029377401733927
974,0.0
975,2.9049128419512124e-08
976,3.8458943497630393e-07
977,0.0
978,0.0
979,0.0
980,0.0011355923563591494
981,0.14165173660903102
982,0.009262619458254693
983,0.0010753705964413674
984,0.0
985,0.0
986,0.0
987,0.0
988,4.108959463850153e-07
989,0.008572982734716912
990,6.35611398449125e-05
991,0.00018246175723696795
992,4.5647853513478906e-05
993,0.0
994,4.6414559199152314e-07
995,0.0
996,5.065195659208583e-09
997,0.0
998,0.0
999,1.0987752668020252e-05
1000,0.0003805998056636285
1001,0.0002965045058115066
1002,0.0022913289493311454
1003,0.0
1004,3.7175637704354775e-08
1005,0.0015560625444458157
1006,0.003659860128843153
1007,3.3502909857302357e-07
1008,0.0005589303676540103
1009,0.0
1010,0.0013526070109551808
1011,0.0016789109875911797
1012,0.00035636401226961416
1013,0.0004210220978471254
1014,9.801347254144444e-06
1015,0.0012565229023759781
1016,0.00031614204237208663
1017,3.942060362596887e-05
1018,1.271220820921439e-08
1019,0.0
1020,0.00033448582602369723
1021,0.0005883693036155964
1022,0.0005294932129697059
1023,0.0008195246255292997
1024,0.0038583261386478645
1025,0.0009899555768272913
1026,9.07164867642729e-05
1027,6.0441110421110185e-12
1028,0.018926982978214615
1029,0.03492767509653527
1030,0.004664544751845416
1031,2.298944492100018e-05
1032,0.0021178878296310506
1033,0.0006679524016530681
1034,2.56761106558972e-06
1035,0.0001599954001459466
1036,1.7772640621834072e-08
1037,0.017961112900394614
1038,0.06003880917131524
1039,0.005362086740021422
1040,0.0018821073959927957
1041,2.236412175564818e-06
1042,7.698298261786552e-05
1043,1.2385519446420269e-05
1044,0.0001584552906845805
1045,5.0713039836003054e-05
1046,3.5892132126446294e-05
1047,0.0
1048,3.214208897876208e-06
1049,0.00014754166903526117
1050,0.0007248610456902647
1051,3.5454434788154234e-05
1052,4.303277143058752e-06
1053,2.524273800687941e-06
1054,0.0
1055,0.0
1056,0.0
1057,5.107330382458087e-09
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,3.451985755452405e-08
1064,0.04854696097860437
1065,0.0
1066,6.950884955013974e-06
1067,1.4781206480791662e-05
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.00022136329604243802
1073,8.648889422210857e-05
1074,0.0002608097196349497
1075,0.00016643691300622965
1076,0.0010854749479299673
1077,0.0009600866614248135
1078,1.0358037388351326e-08
1079,0.0
1080,2.230134053160273e-07
1081,0.00014246002012104913
1082,0.00027083888013116085
1083,0.0007982457696621477
1084,0.0009246306395934461
1085,0.09852829390094504
1086,0.03257941722630838
1087,4.3507434212969725e-08
1088,0.0005209530394412989
1089,0.0
1090,1.1442850033442185e-08
1091,0.0
1092,3.3878671382621713e-06
1093,0.0002836501069496388
1094,0.0003120173646510324
1095,0.0020392851383431924
1096,0.0001482526093951919
1097,0.0007428112102746946
1098,0.0014784374755375243
1099,0.0006886816797886745
1100,9.573831075767578e-07
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.001268484332887543
1109,1.3871633864762333e-05
1110,0.0
1111,0.00034331478064318703
1112,0.0003157663694170381
1113,5.7165276933870556e-05
1114,0.0024627824186953537
1115,0.0005363537613943472
1116,0.0042919196871058
1117,0.0028872662889994536
1118,0.002206585377835149
1119,0.001093999991469685
1120,0.00029347659632137757
1121,2.5924954020665054e-07
1122,0.0
1123,0.00048640916451008273
1124,0.00221032264739229
1125,7.263668183938797e-06
1126,0.0
1127,5.391992961472744e-05
1128,7.121919616088816e-06
1129,0.0
1130,0.0
1131,0.0
1132,0.0028124455573875122
1133,0.011056720631730589
1134,0.0
1135,0.0004722503721452
1136,3.346505840055483e-05
1137,0.0
1138,0.0
1139,1.5108700876316693e-08
1140,0.0012734539034205334
1141,0.008006851394979921
1142,0.0037831952185159233
1143,0.0
1144,0.00017914029547976072
1145,0.0004260603814633008
1146,1.0312479047712202e-06
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0010439270045168787
1153,0.0
1154,0.0016657609692264407
1155,0.0
1156,0.0
1157,6.922520737075929e-05
1158,0.014608648814210697
1159,9.216073294282965e-05
1160,0.0003831304170275551
1161,6.738402275303969e-05
1162,0.0
1163,0.0009552129129630065
1164,0.0015590262645245815
1165,0.0
1166,0.0
1167,0.0015347720162153457
1168,9.021218850779985e-05
1169,1.3122847031907095e-05
1170,2.2972883691567527e-07
1171,0.0
1172,5.2972828883700663e-05
1173,0.00010765167213755945
1174,0.00015845368204048187
1175,0.0018751348478229146
1176,1.9737232120519838e-05
1177,0.0
1178,1.5166819996930983e-05
1179,0.0
1180,0.029323111648834922
1181,0.0011090006504382605
1182,0.0002362600575807328
1183,0.0
1184,0.0
1185,6.642819737397783e-05
1186,0.0
1187,0.0
1188,0.0
1189,0.001530076827538112
1190,0.04175199296058624
1191,0.0072309931120346695
1192,0.004113679342365868
1193,0.0
1194,0.00041366368928890177
1195,0.0021876784543135037
1196,0.0007220614771487536
1197,0.000773342745116581
1198,1.7633069848144496e-07
1199,6.907234172190511e-07
1200,0.00011161257991787974
1201,1.7137391887174145e-05
1202,3.491858180195643e-05
1203,6.599317722458517e-06
1204,2.5337429199781587e-06
1205,2.9490422713868927e-05
1206,0.00039959969682304734
1207,0.0017276570680029245
1208,0.0014616709390517192
1209,0.0012042184006384941
1210,2.5393367271256517e-05
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,2.0778998642117388e-05
1216,0.039393430900732954
1217,0.003844205890352778
1218,6.9270586446827565e-06
1219,0.0010739327089128218
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.00014741643579784487
1225,1.6525837181367942e-06
1226,0.00030587577594539734
1227,1.17580628048783e-05
1228,2.9744440724355233e-05
1229,0.0027418163663937684
1230,3.2427559154616312e-06
1231,0.0
1232,0.0
1233,5.248333984321175e-05
1234,2.066575064212816e-05
1235,0.00014595930066040622
1236,0.0006923811834888066
1237,0.0
1238,0.08604465618886326
1239,0.0610465831818112
1240,0.006059941946316296
1241,0.0
1242,5.299821025020653e-05
1243,0.0
1244,0.0
1245,2.750722631219271e-05
1246,0.004525966701004526
1247,4.947284032952352e-05
1248,0.0
1249,0.0
1250,0.0
1251,1.2078967353600755e-05
1252,0.00014176660517431706
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,1.57890710298455e-08
1260,0.002485467822474622
1261,0.0002733795715405597
1262,0.0
1263,1.488038435106594e-05
1264,0.0017228932190683974
1265,0.005067691417604633
1266,0.003918853323696114
1267,0.0030203342178858512
1268,0.00513943177867778
1269,0.0027360571922069934
1270,0.0025956171949660933
1271,0.0002497146421384237
1272,2.6535739574032454e-05
1273,7.414996978931781e-06
1274,0.0007882338205760263
1275,0.002161451363852579
1276,2.802642840409251e-06
1277,0.0
1278,0.0
1279,0.000115145129262851
1280,6.297321415855063e-05
1281,0.0
1282,0.0
1283,0.0
1284,0.06407710899427646
1285,5.118199746426784e-05
1286,0.0
1287,2.209597349994712e-06
1288,0.00039240131727754545
1289,0.0
1290,5.610696836283728e-07
1291,0.000978193249506607
1292,8.339124455978367e-05
