,structure_informal_settlements
2996,0.0033331533644256383
2997,0.007197401921382845
2998,7.797420345747336e-05
2999,0.0005927361590810768
3000,0.023167193909460558
3001,0.03371049044600648
3002,0.11317687894871313
3003,0.007412206187931173
3004,0.019904715190812362
3005,0.05329649699536215
3006,0.004341392583806877
3007,2.490231224184717e-07
3008,0.0
3009,0.00048757054281532144
3010,2.1055285595708453e-05
3011,0.0
3012,0.0
3013,2.1222762676960476e-06
3014,0.001306568641027191
3015,0.011646272201956678
3016,0.0014325144913676117
3017,1.0478226968705475e-06
3018,0.0
3019,0.0
3020,1.1319237700058299e-06
3021,0.005166159427671216
3022,4.687306689772527e-06
3023,0.00014199426501773825
3024,0.0005261218828984647
3025,0.00554359421811232
3026,0.015987511300746313
3027,0.004338346312876303
3028,0.005247665685970016
3029,0.0014873513539332712
3030,0.0002533149821092883
3031,0.0018956229414169665
3032,5.0999794757081324e-05
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.05200022397337123
3041,2.763924124260206e-07
3042,2.501629403595172e-05
3043,3.3331928185341016e-05
3044,4.269353578167389e-05
3045,0.0004039526267138201
3046,3.531859235252426e-05
3047,0.0
3048,0.0
3049,6.178723129589306e-09
3050,1.9899039262917354e-06
3051,0.0005757523776325533
3052,3.992896814684772e-06
3053,0.0021696159325063154
3054,0.00087378154135599
3055,0.00015333385604924223
3056,0.0
3057,3.264058603679726e-06
3058,8.506544478543042e-06
3059,0.0
3060,3.5650219369423e-05
3061,0.00013988324056838093
3062,2.2189240962404215e-05
3063,0.0
3064,1.0180269215947838e-05
3065,4.5757067369090195e-05
3066,6.0588382985961385e-06
3067,5.744141056224774e-05
3068,5.8182191348759286e-05
3069,6.576652953218725e-06
3070,5.973722155631319e-06
3071,0.00019533895828324896
3072,1.4573145989997494e-06
3073,4.1586186210111656e-06
3074,0.0001608494422888692
3075,3.6414735089126926e-05
3076,0.0
3077,0.0
3078,0.0
3079,4.88557212116305e-06
3080,0.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.0
3086,0.0
3087,6.088458985934124e-06
3088,4.8413527202941885e-06
3089,1.110705911806947e-05
3090,1.5160002987141983e-05
3091,0.0
3092,2.904992285410711e-06
3093,6.557887484549623e-05
3094,6.178045931182176e-06
3095,7.74774217943626e-05
3096,0.019735072984624503
3097,0.035652280393272666
3098,0.0012588562233733693
3099,0.000825072085154623
3100,2.9759205601833497e-08
3101,3.25187697606253e-08
3102,0.0012274964097574363
3103,0.00011588825203932071
3104,0.03517862837044528
3105,0.02889987523576959
3106,0.0016875346918502623
3107,0.0005326393179366877
3108,0.0007425487997291054
3109,0.0006813024393661715
3110,3.675417319216109e-05
3111,1.869898153819617e-05
3112,0.0
3113,3.993898057866596e-06
3114,4.746070274939898e-09
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3119,0.0007586326374070224
3120,3.9032759143724555e-05
3121,2.9695589866863952e-08
3122,0.0
3123,0.000274239646083074
3124,0.00032479146323472375
3125,4.557716221522444e-05
3126,0.0
3127,0.0
3128,0.003401233642614918
3129,1.648760639887068e-06
3130,0.0
3131,0.0
3132,8.954837181449314e-05
3133,0.0014200750651861347
3134,0.0
3135,0.0004250431375410661
3136,0.0008376589275937475
3137,0.0
3138,0.0
3139,0.0
3140,0.002410288770219995
3141,0.00039016831367757446
3142,0.0023874828060507875
3143,0.0019447951154484438
3144,0.0
3145,1.1265313596141549e-07
3146,0.0008693313912008676
3147,3.5322214681741566e-05
3148,0.000817554795332712
3149,0.017172025467688777
3150,0.014170182178933783
3151,0.004658108842195487
3152,0.016203977362450314
3153,0.0055442565086165916
3154,0.0004125107995603225
3155,1.7581964259134107e-06
3156,0.0001384359275169072
3157,0.06554563335432971
3158,0.008662791541917913
3159,0.00026087231057256906
3160,3.3709074409546697e-06
3161,0.0003162561300394625
3162,0.016684707655075258
3163,0.0003460053661229747
3164,3.376181158906957e-06
3165,0.0014892770721696015
3166,0.0023152182860416825
3167,8.059211267391474e-05
3168,0.004009262514622588
3169,0.0028570904801410247
3170,3.331900124298253e-05
3171,4.794339957060629e-05
3172,9.683810514201648e-08
3173,0.00406767215891147
3174,0.001802364951638189
3175,0.0
3176,0.0
3177,0.0002289099431185249
3178,0.012503857054911685
3179,0.01152357577136439
3180,0.003594598991606014
3181,0.0052110103563348074
3182,0.0027595103340837287
3183,0.0006842309700505767
3184,0.0024155855245535105
3185,7.435713573119473e-06
3186,0.0
3187,0.0
3188,0.0
3189,0.0
3190,0.0
3191,0.0
3192,0.00011260026225777741
3193,2.4367872111753814e-07
3194,1.7210902606753258e-05
3195,1.980527740977406e-05
3196,0.00019106842982208512
3197,8.926048996910916e-06
3198,0.0003262936185263647
3199,0.0005138015260429686
3200,0.00012719397613216856
3201,0.0
3202,1.8010999576597307e-05
3203,0.0010104828791037718
3204,0.001762195683403986
3205,0.002541714076413134
3206,0.0010084190491307689
3207,0.000591471426175243
3208,1.8087068359361955e-05
3209,1.0858266453555379e-06
3210,0.0
3211,0.0
3212,1.2640300646922636e-06
3213,0.00018620556599441483
3214,3.0731528508923284e-08
3215,0.0
3216,5.811636527647177e-07
3217,0.0002077717986130907
3218,5.879258484193616e-06
3219,0.00039816682666969443
3220,0.0001249373822100404
3221,0.00018972981527727456
3222,4.6350687251471104e-08
3223,0.0003625937698198662
3224,6.898758599542147e-05
3225,7.325201248888659e-05
3226,1.5300286216557693e-05
3227,0.00010162883964894226
3228,7.748909624560792e-05
3229,0.0
3230,0.0
3231,7.407622996076442e-08
3232,1.7797886069448936e-07
3233,0.0
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,1.4444633981465962e-05
3245,8.81162439307718e-05
3246,0.0009550868750597488
3247,0.0008585708076004961
3248,6.822190260235075e-05
3249,0.024347505843156474
3250,0.00018586797977807642
3251,6.1126104800317655e-09
3252,1.3721865288975445e-08
3253,0.0
3254,2.622932143923311e-06
3255,0.035018036022607536
3256,0.06534438470586941
3257,0.0005363067154756976
3258,0.0006602948022978644
3259,9.031468303414253e-05
3260,1.0022660760867676e-05
3261,6.701092759612827e-07
3262,7.675127009830865e-05
3263,2.0642001561472714e-08
3264,8.855069587639571e-06
3265,2.1464108727587704e-06
3266,0.0002590936463450507
3267,7.15524372127321e-06
3268,0.0
3269,5.312024970239174e-07
3270,0.00010748340473843297
3271,0.0016216562601091633
3272,1.6701012983948865e-05
3273,4.277313535241967e-05
3274,0.0
3275,0.00020809640860167973
3276,6.9218387009730746e-06
3277,3.0698614969175045e-07
3278,0.0
3279,0.0
3280,0.002745792805830828
3281,2.1608266067588457e-06
3282,0.0
3283,7.082300192891713e-08
3284,5.696371164481167e-05
3285,0.001291597169479004
3286,0.0
3287,0.001907789767202402
3288,0.0
3289,0.0
3290,1.0022506792358909e-06
3291,0.0012299974609511742
3292,0.0004110665893021189
3293,0.0
3294,0.0
3295,0.005422686883569179
3296,0.006272620092766083
3297,2.2153059641520178e-08
3298,1.0374160236387719e-05
3299,0.0
3300,0.0
3301,5.695324572451091e-07
3302,0.0010981829516362829
3303,0.0009223753753310289
3304,0.0014273487315340822
3305,1.1142379155865448e-07
3306,0.00012062947392176271
3307,2.355991641915522e-08
3308,8.129371105934751e-07
3309,0.023409883905437197
3310,0.00500335851757883
3311,0.0
3312,6.097170336320166e-08
3313,2.7951979894696938e-08
3314,0.000596198994979785
3315,0.003488132511553021
3316,0.007508823078714807
3317,0.004261703929127348
3318,0.0001423334955246431
3319,0.0
3320,1.937616616487502e-09
3321,0.0003393695334531741
3322,0.0033801994145126984
3323,0.00032324985018758814
3324,3.744590078099314e-05
3325,0.0011584480482234093
3326,0.005668375558412155
3327,0.0006427053700760884
3328,9.923482767915642e-07
3329,6.60301565348218e-05
3330,0.0018081083120862272
3331,0.002609710684692049
3332,0.011418236560569334
3333,0.0018794686352611853
3334,0.0
3335,0.0
3336,0.00011507468884005987
3337,0.0002049317865152269
3338,0.0
3339,0.0
3340,0.0
3341,3.079496048114923e-06
3342,0.0001686750135687182
3343,0.0
3344,0.0008384160466501275
3345,7.01017574822739e-08
3346,8.61167567610565e-06
3347,1.0157940564326771e-05
3348,6.485022521123927e-06
3349,0.0001629860168355441
3350,0.00012601207776625196
3351,0.0
3352,0.0004173439780853318
3353,0.0001311495568799839
3354,1.0668769280898936e-06
3355,0.0008242865846698914
3356,0.006042948495261695
3357,0.0031293866540940945
3358,0.0021257065775917437
3359,1.1195892165129436e-05
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.00028019582523564003
3365,4.677835707311446e-05
3366,2.92700239788041e-07
3367,1.3236688283236152e-07
3368,1.0544095136921628e-05
3369,7.352305489702454e-05
3370,4.288925454788884e-07
3371,0.0003586999453603635
3372,0.0001865996224538533
3373,2.6993139864999076e-05
3374,1.2343998670483902e-05
3375,0.0005149483569747206
3376,0.00015531873881118722
3377,0.00012010483819217851
3378,5.638697013814554e-08
3379,7.074748783268092e-06
3380,0.0003096768524436425
3381,3.366339984936247e-06
3382,1.485455895487942e-07
3383,0.0
3384,4.8927675306130895e-05
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.0
3395,0.0
3396,9.45810811734655e-05
3397,0.00022599511854619615
3398,6.192157024703543e-05
3399,0.0003037772173548661
3400,0.00012735906443027487
3401,0.039230640391381064
3402,0.0
3403,2.193822224658951e-05
3404,1.5547159346973668e-06
3405,2.2569256607704073e-05
3406,0.003048927832746132
3407,0.09996203943186141
3408,0.0007150035947200042
3409,0.0
3410,0.0001475114463949615
3411,6.236906947975068e-08
3412,7.002486873109031e-06
3413,0.0023113797221976633
3414,0.001764050104551479
3415,0.00252867552788425
3416,0.0020198535622003573
3417,0.001428736588220343
3418,0.00017077519108114005
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0009065151991688198
3424,0.0015687821934484254
3425,0.0011446597396624317
3426,8.633696220416592e-05
3427,4.757126794163388e-06
3428,1.813223446798882e-05
3429,0.0
3430,0.0
3431,5.533980826536817e-09
3432,0.0028722231428503133
3433,1.3968794753466903e-08
3434,0.0
3435,3.0950876162068264e-08
3436,5.108103585341345e-07
3437,0.0008646432746959466
3438,0.0
3439,0.0026026894270796326
3440,0.0
3441,0.0
3442,1.3901968410939124e-06
3443,4.872655757759433e-07
3444,6.502583036544149e-06
3445,0.0020874820368505707
3446,0.004516596686879559
3447,0.0032965657145284685
3448,0.01985454457768411
3449,0.016381142094314342
3450,0.0
3451,0.0
3452,0.0002278401041695682
3453,0.000981775405642966
3454,0.0007553245057878856
3455,5.546166869127366e-08
3456,6.261993243509883e-06
3457,5.010386101073693e-10
3458,3.8096254933819905e-07
3459,0.0
3460,5.107856006841538e-05
3461,0.2830861810527443
3462,0.004498229803082461
3463,0.0017452618353959335
3464,0.00014442169112726308
3465,2.7951979894696938e-08
3466,0.0
3467,5.728403807410771e-05
3468,0.00033246644061625443
3469,1.1281572150055457e-08
3470,0.0005385030806352053
3471,0.0003379203604840931
3472,1.0137073695659636e-08
3473,0.0
3474,0.0011200540847315734
3475,0.0002767703570011588
3476,0.0
3477,1.6444150230046282e-05
3478,0.0028099149827011767
3479,0.0007133688556229822
3480,0.0004266152905832992
3481,9.245842805397456e-06
3482,0.0005784879339944868
3483,0.00010524802396625832
3484,0.0021313713698877476
3485,0.009220038189419345
3486,0.0019361620681933288
3487,2.8568162318256203e-07
3488,0.0
3489,5.32602966027695e-07
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,1.1508911052555895e-05
3495,0.00030018866951390927
3496,0.013828989119751294
3497,0.03395787405304355
3498,1.305543164494652e-05
3499,7.998361606334567e-06
3500,8.742506282158487e-06
3501,0.00024412405159200006
3502,1.322276884234707e-05
3503,7.623183811275051e-07
3504,6.372291519797049e-08
3505,0.0005388064521969285
3506,4.176199083669562e-07
3507,0.00024905631190226204
3508,0.006648041966032813
3509,0.0021766022794150698
3510,0.0011582779394674384
3511,0.00038538666802836086
3512,3.331596666578255e-05
3513,0.0
3514,1.9959257012081078e-05
3515,9.122784617377048e-05
3516,0.001853612075347237
3517,0.00034739169487419183
3518,1.0888165617828925e-06
3519,0.00023660710238058863
3520,7.387848251948104e-06
3521,1.5977575548643628e-07
3522,0.00010359130244689788
3523,0.0001760820776837136
3524,0.00034527762003949225
3525,9.378097102465971e-05
3526,5.9877951696009755e-05
3527,1.981742354124626e-05
3528,1.7590202572708786e-05
3529,0.0004906874204553406
3530,3.584136063101268e-05
3531,8.53130231734152e-05
3532,0.00031795497653405117
3533,0.0007839061865915802
3534,0.0003714742727268671
3535,5.5622291205458785e-06
3536,0.00012035354280419048
3537,4.364659152520349e-05
3538,9.1295411600869e-09
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,0.0
3545,0.0
3546,0.0
3547,0.0
3548,6.276639177170653e-07
3549,0.00013085758701587716
3550,0.001347355251986919
3551,0.0017792303994469327
3552,2.6510598613595113e-05
3553,0.042837721061061006
3554,3.329537764419937e-05
3555,1.908361344366281e-05
3556,1.294264305036184e-05
3557,2.6739528977576526e-06
3558,0.015785265547580148
3559,0.039430942612048714
3560,0.0
3561,0.0
3562,3.139823452864662e-05
3563,9.57045237724911e-06
3564,0.0020204729164813424
3565,3.6405433977293515e-05
3566,0.0
3567,5.871045495238716e-06
3568,0.0010369796686302264
3569,0.0011249439603172174
3570,3.216552043931526e-06
3571,1.309882621087973e-07
3572,0.0
3573,0.0
3574,0.0
3575,0.0
3576,0.0027418768135617122
3577,2.7379902742346954e-08
3578,5.733940420332515e-06
3579,4.7335351947731866e-08
3580,0.0
3581,1.2765239883834998e-07
3582,0.0
3583,4.623538123926624e-05
3584,0.0005959310917128497
3585,0.00012312902942526423
3586,0.0
3587,0.0
3588,1.421860457539805e-05
3589,0.0007880874135083364
3590,0.0
3591,0.0021580896981071834
3592,0.0
3593,0.0
3594,0.0
3595,3.30108717038429e-05
3596,0.002579658080812226
3597,0.0031848032397724566
3598,4.949338046734226e-05
3599,0.0
3600,1.274289170498653e-05
3601,0.044501851664741104
3602,2.0977990419809323e-09
3603,3.6598822693108614e-06
3604,7.97876722203755e-05
3605,0.0
3606,1.242798235681325e-09
3607,0.0
3608,2.7817526334737104e-05
3609,1.7352553981321815e-08
3610,0.0
3611,5.338806658983237e-09
3612,0.0
3613,0.3988391888749739
3614,0.2119498624960625
3615,0.04552767053815418
3616,0.0015247658656293967
3617,0.0
3618,4.089485885750534e-07
3619,1.7063875372211094e-06
3620,8.336318904239385e-05
3621,0.0
3622,2.6179585144031103e-05
3623,1.8660907526606308e-06
3624,1.2514905797110678e-10
3625,0.0
3626,3.688908199670998e-07
3627,0.0006247963122034696
3628,4.360013600404992e-05
3629,0.0
3630,0.0027758632569646695
3631,0.00046243519657270774
3632,0.0004906530960926733
3633,0.0
3634,0.0004273981399233311
3635,0.0001203660278757382
3636,8.624901025758044e-05
3637,7.372860789850919e-06
3638,0.006101726731756556
3639,0.0004344074227046521
3640,0.0
3641,1.427068485859426e-06
3642,1.8640008107143379e-07
3643,0.0
3644,0.0
3645,0.0
3646,0.0
3647,0.00048815731570282084
3648,0.00043183892713694543
3649,0.0011044393367915454
3650,3.7770582370896083e-06
3651,5.737737909675068e-07
3652,3.2304739301555486e-06
3653,0.00018254671254196563
3654,9.048572638480444e-09
3655,8.279267814479455e-06
3656,8.001893160277625e-07
3657,0.00013833173416211904
3658,0.00016447836133828166
3659,0.002521071608080248
3660,0.00447668101656814
3661,0.0008060065092311694
3662,0.002393452469762625
3663,0.0008633881958181149
3664,0.002840922334917978
3665,0.0011887698780018866
3666,0.0034580078419032857
3667,0.004628097646434837
3668,0.00022174995579569667
3669,4.892690564546806e-05
3670,0.00019770043798155508
3671,0.0013777996374825512
3672,0.00021145566222878368
3673,1.4103762601358774e-09
3674,6.468353996734038e-07
3675,4.261948090419259e-05
3676,0.0003769076683567776
3677,0.0002508443440553255
3678,1.2401194147715681e-05
3679,7.267550426628625e-06
3680,3.121460879855842e-05
3681,0.0004584490536741545
3682,8.125283515445514e-05
3683,0.00016553215133101296
3684,8.555877876527894e-06
3685,0.0008292003179917959
3686,0.001126019727350353
3687,0.0010630341568339968
3688,4.237786375015917e-05
3689,0.000625340880903308
3690,0.0009538042443141401
3691,2.137607705715897e-06
3692,8.378693110275989e-07
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.0
3699,0.0
3700,2.2285754926572292e-05
3701,0.000540422520366084
3702,0.0015852178932481437
3703,0.0027355067935530756
3704,0.005108720050950831
3705,0.038825762194902476
3706,4.215384017161592e-05
3707,1.2586104279770827e-07
3708,7.70532032825046e-06
3709,0.0014477199166391184
3710,0.09613329416309015
3711,0.0054026881978302835
3712,0.000947580713409741
3713,7.222519771653782e-05
3714,0.0
3715,0.0006670854604015424
3716,0.0001174226270287219
3717,1.0516375479613538e-08
3718,0.0
3719,4.821010737843054e-05
3720,0.001121299644199907
3721,2.960425660650267e-05
3722,2.427431835308936e-05
3723,2.2012120935965478e-07
3724,0.0
3725,0.0
3726,0.0
3727,2.254853237293723e-07
3728,0.0024144112531617524
3729,7.465481758117699e-09
3730,0.0
3731,0.0
3732,0.00024000339472336055
3733,2.609330050965363e-07
3734,0.0
3735,0.0
3736,0.0
3737,0.00041793438410501414
3738,0.0
3739,1.2724017616220158e-09
3740,0.00037332087835687975
3741,2.7778404866759823e-06
3742,0.0
3743,0.0007416466814317454
3744,0.0
3745,0.0
3746,1.8197031917735033e-07
3747,0.004361105614914131
3748,0.0007683572964384831
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.04305394363362876
3754,0.010508661303389177
3755,3.338143384704989e-07
3756,3.2362213736690286e-07
3757,1.3794105825731384e-08
3758,0.00037265904019644194
3759,9.722188150316364e-09
3760,1.7489290005806538e-05
3761,0.00027380936095192126
3762,3.7241333596361036e-06
3763,0.0019594883026327514
3764,0.012044104022590183
3765,0.533258309591643
3766,0.0444378903220775
3767,0.0476461502807735
3768,0.022927922172166423
3769,0.0008016769907651083
3770,3.439396636603965e-05
3771,0.0
3772,2.976022647372137e-05
3773,3.7016227161764936e-05
3774,0.0015611976689659057
3775,7.107321270359747e-07
3776,0.0
3777,0.0
3778,1.6887396436863073e-07
3779,0.0
3780,0.00011661904896748607
3781,0.0
3782,0.0006255144522421889
3783,0.0013717258571571158
3784,0.0011660452942304515
3785,3.358556867403444e-07
3786,7.463563697107666e-07
3787,0.00024561534696776016
3788,5.93081342006183e-08
3789,1.0499719373973795e-05
3790,0.005266411840343674
3791,0.011764092194820004
3792,0.0004099045075261548
3793,0.00030644226815626366
3794,9.753714115661985e-07
3795,0.0
3796,0.0
3797,7.329024613639457e-06
3798,0.0007441294483893848
3799,0.0014286005485912591
3800,6.6778555744754185e-06
3801,0.00011299363817747216
3802,0.003173986657076166
3803,0.009278115915524287
3804,0.031623111100502456
3805,0.0371560091256336
3806,0.009725310288943675
3807,0.00025120312891435486
3808,5.854520761599351e-07
3809,3.345960302521241e-08
3810,0.00463772467107819
3811,0.0009055233157923292
3812,0.000926885364722829
3813,0.0025758948361924365
3814,0.0009099838153185072
3815,0.004788428906184575
3816,0.006041915096315472
3817,0.0036729761715041786
3818,0.0026231034094165774
3819,0.00023691395838496023
3820,1.7476600409753606e-05
3821,0.00026349327124606327
3822,0.0007712945722605439
3823,0.0009650419222367273
3824,0.0001765630791852434
3825,3.0442705145854065e-05
3826,2.8815365146902286e-05
3827,8.13184301345829e-06
3828,0.00026122123148180693
3829,6.900218908688992e-05
3830,0.0003475935092085924
3831,1.9174312586581833e-06
3832,0.0006041833102702572
3833,0.00035556711841011395
3834,0.00014687333265495165
3835,2.5105164423601224e-05
3836,1.001691212336363e-06
3837,9.947828705698065e-06
3838,0.0016690232493756533
3839,0.0031264536389744584
3840,0.000163034250794117
3841,0.00018315514100000763
3842,0.001259977499324812
3843,0.0005022732582875341
3844,1.867821270043276e-05
3845,2.1210803613574684e-05
3846,1.8915311544151215e-06
3847,0.0
3848,0.0
3849,0.0
3850,0.0
3851,0.0
3852,7.112751956339219e-10
3853,0.00010122617479208317
3854,0.0016993892562245842
3855,0.00020917176982259705
3856,0.002055408083569023
3857,0.0629875826531231
3858,0.004684046962673015
3859,0.0
3860,0.0
3861,0.017658962047981105
3862,0.053243297638355884
3863,2.582844531398333e-07
3864,0.0
3865,0.0
3866,2.251499033068295e-08
3867,0.0032158036339164347
3868,0.001430539528154689
3869,0.0009011915107705603
3870,0.0007466297787940521
3871,0.0015983058572855307
3872,4.498646444086181e-05
3873,5.898194180594558e-07
3874,2.727754832411346e-07
3875,0.0
3876,1.1936268354654058e-06
3877,0.0
3878,0.0
3879,4.760276699128856e-06
3880,0.002165244681046295
3881,0.00023771901279687888
3882,0.0
3883,1.5012050848371203e-06
3884,0.0009134022830267688
3885,0.0
3886,0.0
3887,0.0
3888,0.0
3889,0.00017780522965354657
3890,0.0
3891,9.37830577005195e-06
3892,6.8078379318111e-06
3893,0.0
3894,1.0687582877008523e-05
3895,0.0007418465616850084
3896,0.0
3897,0.0
3898,0.0006742247420391853
3899,0.0006773633356631543
3900,0.0
3901,0.0
3902,8.410191761306768e-05
3903,3.861470523884254e-08
3904,5.406813253704417e-10
3905,0.0012348646266457893
3906,0.04458756843117291
3907,5.407217114401121e-06
3908,1.4030277637596189e-08
3909,0.0
3910,0.00015887962491366499
3911,0.001349352835132129
3912,0.0015025155050264905
3913,0.01256641616531601
3914,0.03545267342150776
3915,0.4026744581355466
3916,0.5884811600253115
3917,0.31443273013239537
3918,4.218220710754404e-08
3919,0.00451921941245724
3920,0.006664540925920856
3921,3.794407389964964e-07
3922,3.899042955908944e-05
3923,0.0
3924,0.0011714882176941915
3925,0.0017490105468859066
3926,0.0008259447520552782
3927,7.290301433452411e-06
3928,0.0002921459416103832
3929,0.0022439588011617826
3930,0.0023845992806505916
3931,0.00013437015469810708
3932,1.046295466977934e-08
3933,0.0
3934,1.5659197463573508e-05
3935,1.4457694109453314e-05
3936,0.0003671904061393953
3937,0.00027820104503369184
3938,2.009204310229701e-06
3939,1.3454083180813878e-06
3940,1.3909074996088787e-05
3941,0.00046108666289523137
3942,0.00022354447736148118
3943,0.0047515644778085555
3944,0.0005598324479857161
3945,1.2496088827594234e-07
3946,0.0
3947,0.0
3948,3.8711825684360716e-05
3949,0.000653879447309022
3950,6.108229975592559e-05
3951,2.4038461538461533e-08
3952,0.0
3953,7.80876669786385e-06
3954,0.0007131539294331035
3955,1.2654006808809002e-05
3956,0.00013844673353269262
3957,0.0
3958,0.00013192752763671644
3959,0.0002602568319583842
3960,0.00011620164724723752
3961,0.0
3962,0.0012282372627218335
3963,5.9552316399714204e-05
3964,0.004687970041040425
3965,0.005165167697026185
3966,0.007202042648383673
3967,0.00734060960277337
3968,0.0040193867807518935
3969,0.002179579911507729
3970,0.0006031572623053895
3971,2.6434084356805556e-05
3972,2.874226709255925e-05
3973,0.000824637885686023
3974,0.00040442803695911814
3975,4.843838120226492e-05
3976,2.733391454227327e-05
3977,8.790273167730158e-05
3978,0.00021422770026794464
3979,0.0005376483091109833
3980,0.0004074310505718125
3981,3.081466156724693e-05
3982,0.00010854293289498525
3983,4.209171711775881e-06
3984,0.0005683810004621069
3985,0.0013277407551158837
3986,0.0003024884139251469
3987,7.275492308231205e-05
3988,1.4392713707986859e-05
3989,8.993343064477735e-06
3990,0.004169269638401236
3991,0.0013859165017868812
3992,0.00028971513397624195
3993,0.000707245852503278
3994,0.0012006603136187322
3995,0.0031221579599581425
3996,0.0001081246640934167
3997,0.0007556758652954617
3998,3.955799853302374e-05
3999,3.696354981122691e-05
4000,2.273988977549753e-07
4001,0.0
4002,0.0
4003,0.0
4004,3.557013980448318e-07
4005,4.2421418161104246e-05
4006,0.0009380166843625446
4007,0.0011877174452403307
4008,0.0005853467097076406
4009,0.005891318210659651
4010,0.04255216930358141
4011,0.006457717000035215
4012,0.026089894939971093
4013,0.015445657379451304
4014,0.08430398836402903
4015,0.00013490232511354416
4016,6.46158541588496e-05
4017,2.1763130869429187e-05
4018,0.002096393036311137
4019,0.0009435227563520396
4020,1.1926467497568773e-07
4021,1.3793001722614886e-05
4022,7.41506818452933e-06
4023,0.0
4024,0.0
4025,8.185738335081078e-06
4026,4.0450373343595596e-05
4027,0.000254004961769355
4028,1.8135796471146687e-05
4029,0.0
4030,6.82684154586098e-07
4031,0.0001018478534092939
4032,0.00842024197426453
4033,0.002730986809386997
4034,2.950199997625576e-05
4035,0.000984519488326268
4036,0.00022610467810120683
4037,0.0
4038,0.0
4039,0.0
4040,0.0
4041,8.715662023845475e-06
4042,8.071460752208277e-06
4043,0.0
4044,0.0
4045,1.8284511227579535e-06
4046,0.0022369751798211306
4047,2.0137615669698786e-05
4048,0.0
4049,0.0
4050,0.001762541738641991
4051,0.0
4052,0.0
4053,0.0
4054,1.8627109643368623e-05
4055,0.0016847684022605186
4056,0.004258359393187317
4057,0.005592451365679674
4058,0.03629595124634107
4059,0.04545881150654466
4060,2.5868703209724264e-07
4061,0.0005832518143711577
4062,0.01004969523022328
4063,0.02984912262960134
4064,0.051946214007374675
4065,0.1371089799584117
4066,0.0249588448698475
4067,0.05107626097238161
4068,0.04896381906004672
4069,0.0002896513027439454
4070,0.0111785797628482
4071,0.040861699740232765
4072,0.0008861136676803997
4073,9.16486661109699e-07
4074,0.0
4075,0.0
4076,0.0012263911316432946
4077,0.0
4078,6.653000138424066e-06
4079,0.0014554014057825719
4080,0.003886847265280114
4081,0.00025583514304867847
4082,1.1934600228153506e-05
4083,0.0014293616004985735
4084,0.0022873478001835504
4085,0.0007069581835038924
4086,1.4529322032575273e-08
4087,2.495589664884754e-05
4088,0.0
4089,0.0
4090,2.3897912140193548e-06
4091,2.2430115689833935e-07
4092,7.46561236092065e-06
4093,0.00015246925484588075
4094,5.301020235961504e-05
4095,6.06353839754719e-05
4096,0.006108730175723263
4097,6.897196334410462e-07
4098,0.0
4099,0.0
4100,1.0003998016752019e-05
4101,6.27461269762388e-08
4102,0.0
4103,0.0
4104,0.0
4105,0.0
4106,0.00024950349529205806
4107,0.000331482804654026
4108,0.0004283019474995636
4109,0.0032821198902304146
4110,0.0016034387477007251
4111,0.005394752396154989
4112,0.0013402768145071191
4113,0.0005013884871089641
4114,0.0031923633499099137
4115,0.0048869266379592685
4116,0.0006332006015655469
4117,5.554807140434622e-05
4118,0.00035605378895807736
4119,0.0009430055588142479
4120,1.3587393378915827e-06
4121,1.7154417390784408e-06
4122,7.380241924652753e-09
4123,0.0
4124,0.00010394600659573399
4125,0.00017685788093465854
4126,0.0006381616002293744
4127,0.0002155713216935089
4128,1.1412805138648198e-08
4129,9.04965031432e-06
4130,0.0010469888498306312
4131,0.0008125286137109946
4132,0.00041133168840767426
4133,0.0005365271415341555
4134,0.0003460136969902791
4135,0.00033887696272578635
4136,0.0021652011280864874
4137,0.0012178851158238186
4138,0.0007694894331367787
4139,0.0004225257157820777
4140,0.00015112330610582946
4141,0.003556744842130522
4142,0.0021220979934841585
4143,0.0006469585438722698
4144,0.00014539013115169054
4145,0.0005701026473738781
4146,3.3478119796814145e-05
4147,6.779168303901633e-06
4148,0.0
4149,0.0
4150,1.0617356724975592e-06
4151,6.123232730409893e-05
4152,0.00031175468750988336
4153,0.0012761967716021705
4154,0.0008832803135465356
4155,0.003121914847401701
4156,0.00052444905894135
4157,0.0009867936461445377
4158,0.0504165894473674
4159,0.18836840396492904
4160,0.10988844530481379
4161,0.19093523353679617
4162,0.034654910958711545
4163,0.014413559369121438
4164,0.0004617600804566966
4165,0.00034705597495352273
4166,0.000673728093957962
