,contents_formal
440,0.002323303779548315
441,0.000432789409135121
442,0.00023754601057159744
443,0.0012203644716751914
444,0.0006009036051748116
445,1.846653268743101e-05
446,4.8062414435252244e-08
447,4.219979798874779e-08
448,6.932636929882905e-08
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,1.0195109691532085e-05
456,5.362099817245527e-09
457,0.0005957400365731366
458,5.692261524549882e-07
459,3.672491013450837e-07
460,0.0009307462608216533
461,2.215789607898502e-05
462,5.26640205624504e-05
463,0.0001974502825665044
464,0.00022770197056670995
465,0.0003360809490180519
466,0.00013660094738673068
467,0.003932246519399837
468,0.031492153417337354
469,0.000171414575861888
470,0.002331651556787511
471,0.10332019698181416
472,0.20534828752781015
473,0.0015930263253385066
474,0.0
475,0.0
476,0.0
477,0.0
478,2.7724967745640152e-05
479,0.0
480,2.3220447120879243e-05
481,2.280742977561524e-05
482,4.059054748081258e-05
483,0.0005641675923430315
484,0.0
485,2.3726084160495337e-07
486,2.2169823732458095e-07
487,0.0
488,0.0
489,0.0
490,1.5529069910843493e-06
491,3.634421375923209e-08
492,1.761190452145137e-07
493,0.0007823534806191434
494,0.00018730658388738767
495,0.0
496,0.0005179496402541797
497,0.0021458771520610313
498,0.0020899598822187782
499,0.0005824570371302417
500,0.0031044966791876176
501,4.39378381605037e-06
502,0.0006109831629171947
503,1.2275690873548386e-05
504,0.00013396628259754238
505,0.0001855880286854967
506,0.0014625699416857243
507,0.00014808969685273823
508,0.00011130301915395879
509,0.00016891876576777395
510,0.0
511,3.535971669374426e-06
512,4.619680869941534e-06
513,0.0003589445000747369
514,1.063691797701536e-06
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.00012228909988375018
522,0.0006219000084738795
523,6.964787547773761e-07
524,0.0
525,5.038059225340139e-06
526,0.002166755121905302
527,0.0
528,0.0
529,0.0
530,0.0
531,0.007438727677937613
532,0.01415783469216032
533,5.862333959538844e-07
534,0.0
535,8.540677588097904e-06
536,0.00021560362582344109
537,8.682859678405681e-07
538,0.00016817247351460336
539,2.266469647375971e-06
540,5.6194399917210104e-05
541,1.9565395092222972e-05
542,0.0003518254021108685
543,1.6176889633991284e-05
544,0.00045450941060714575
545,0.0
546,0.020324072200908372
547,9.009724420805768e-05
548,0.0
549,0.0013507610755883086
550,0.0030407684680654784
551,0.0038749477358566457
552,0.001087751434152282
553,9.321428342263747e-05
554,4.867939605553115e-06
555,0.00017558695779707067
556,0.0023156034133600396
557,0.00012287888505977646
558,1.3883438968037054e-06
559,0.0
560,0.0
561,3.2302554616033994e-07
562,1.7948147920165362e-05
563,0.0
564,1.540088723460479e-06
565,1.2192951146416695e-05
566,0.00035979329738727937
567,0.000972412885421125
568,2.4982927626616636e-05
569,2.689788626463494e-07
570,5.370721186361225e-05
571,0.0008419013293324626
572,0.08691174588397518
573,0.2862616216869723
574,9.944402965150236e-06
575,0.0
576,3.28170161892937e-06
577,0.2186727367193642
578,0.09904482992865118
579,0.1474018796022724
580,0.0015734572281169245
581,7.795427191670343e-05
582,2.5659314066616192e-05
583,4.179528864773386e-05
584,0.0004380983362411536
585,1.3479339830966369e-05
586,0.0
587,0.0
588,6.492144682476252e-06
589,0.0005165426718658766
590,0.0015140608882551084
591,0.0
592,0.0001214409275527868
593,0.0015777124440715699
594,0.0013844961006507998
595,1.706496207516218e-05
596,9.007859734176609e-05
597,0.00028400058648475585
598,0.0001335285896463487
599,6.099054385144597e-06
600,1.2733414769172705e-08
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,9.315759369085726e-10
607,0.0003931081260834111
608,0.0
609,5.761382879374947e-05
610,0.0003971497557484592
611,0.010877687817868112
612,0.00855922555298496
613,0.04048794736549455
614,0.020419157885771207
615,0.024075169236371482
616,0.0879698347319625
617,0.04548733282195516
618,0.03171562967358931
619,0.019266419835907794
620,0.0033822644496891334
621,0.0
622,2.2699633672244558e-06
623,0.007903585605357675
624,0.06275297650787988
625,0.00923569556746329
626,4.487364103563764e-06
627,5.415766823114934e-06
628,7.959121648756911e-08
629,0.0
630,0.0
631,0.0
632,5.009770393371598e-09
633,5.992645834538328e-11
634,0.0
635,0.00020733594408899744
636,3.3862149288347025e-06
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,6.8615618341473e-07
645,0.0001485915866774722
646,0.0
647,1.402152696080262e-05
648,0.0016783064023855176
649,0.000566348039087632
650,0.0007828539066673875
651,0.00022057194290101074
652,0.0040054940175926175
653,7.178132608137075e-06
654,0.0005728522985077507
655,2.520794461115826e-05
656,0.0002641045539563955
657,0.0013471843008514735
658,0.00012067587314782678
659,4.990500956949191e-05
660,0.0006842180442098935
661,0.00031067360836809925
662,1.1463878377960523e-06
663,0.0002898565105695294
664,0.0
665,3.6345260838667544e-07
666,2.0566057802526773e-06
667,0.0
668,0.0
669,1.5836890242410264e-08
670,2.935664465841897e-09
671,0.0
672,0.0
673,2.201150530703512e-05
674,0.0012582500889738932
675,0.001719606547528775
676,4.403568760827905e-06
677,0.0
678,0.0010242930085471004
679,0.009019045496136508
680,0.006464698459998908
681,0.21206440675467092
682,0.1403280927408711
683,0.03513325622748156
684,0.0015959126696817952
685,0.0
686,0.0
687,0.0
688,7.455540269245815e-05
689,0.0
690,1.7286892638001988e-07
691,9.993389275408079e-06
692,8.581498364925321e-09
693,0.00027129898905598664
694,7.201094276709945e-05
695,0.0
696,0.0008305413436658156
697,0.0
698,0.006364681265822212
699,0.013709343183085643
700,0.015689330250581033
701,0.00032771422620047605
702,0.0
703,9.288729310280996e-05
704,0.0027357549540093086
705,0.000830316059772866
706,0.0035393569162776952
707,0.001174733451364462
708,2.34320454235165e-05
709,1.3115147242076701e-05
710,2.564177739808266e-05
711,0.0001101458759372109
712,0.00032839775853361257
713,0.0002476799725197632
714,2.2538404001861833e-06
715,0.0
716,0.0
717,2.217711109320498e-06
718,0.000243381883225493
719,0.0004297428882786782
720,0.0015770669325065644
721,1.911905981263015e-05
722,0.0
723,0.0003889263998808096
724,0.053746596874582386
725,0.2248807868107062
726,0.0
727,0.0
728,3.5783752401277977e-07
729,7.480743308873168e-06
730,0.0017401678062764895
731,0.05329670995498477
732,0.05350306158300101
733,0.029104409638858766
734,6.010233434824209e-07
735,0.0006169833327023622
736,0.0001560447078239076
737,0.00013878083361084262
738,0.00037054858529449
739,3.2079273666190017e-06
740,2.7074225065997413e-05
741,1.7312821745872502e-05
742,0.001149713370268632
743,0.00032225901861413175
744,0.0007031077704591837
745,3.1666073752682186e-06
746,0.0019185627689619793
747,9.855123561188848e-05
748,7.835819497393004e-05
749,0.00011227086477361488
750,1.5293196947486298e-05
751,1.3215589387464394e-08
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,1.1651940203883031e-05
759,6.964797035330214e-06
760,0.0
761,8.949404732764635e-06
762,1.6289641997352464e-06
763,0.0
764,0.0
765,0.0
766,0.0008542479872673096
767,0.008054586032167983
768,0.007280558749808113
769,4.869683577267055e-05
770,0.0008506644936691577
771,0.0022661849345887333
772,0.0020707169155939854
773,0.0004534121857805985
774,0.00030738337168350314
775,0.001964495484139106
776,0.0003076113328611051
777,0.00036586998367223606
778,0.014800077875108944
779,0.004394633475749034
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,1.8069493060145228e-08
788,5.521700899275996e-05
789,0.0
790,1.9670413254357732e-07
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,1.5412733004660486e-08
798,0.0
799,0.0001122578338026615
800,0.00025022713768127334
801,1.4637955039003735e-06
802,9.9355267359399e-05
803,0.0003286088004771768
804,0.0031018890358075063
805,1.0152065647383312e-05
806,5.818463207499174e-05
807,1.031795726825932e-07
808,4.541058620215789e-05
809,0.0004696692424213132
810,6.110642300803747e-07
811,3.5439225244018564e-05
812,0.000867257523674298
813,0.0004079589814479482
814,0.0015036990997104893
815,9.331210296881605e-05
816,0.0
817,0.0
818,0.0
819,0.0
820,2.8468205378605734e-08
821,5.347005869370512e-05
822,3.303604075816166e-08
823,0.0
824,0.0
825,2.663082952461665e-07
826,6.350308589669553e-09
827,2.6661161662276262e-05
828,0.0015208064903929808
829,1.3639105179182529e-06
830,0.03191456668449912
831,0.05931482299383613
832,0.006452924102477831
833,0.0
834,6.51203173272612e-08
835,0.0
836,0.0031958290487567563
837,0.00013092286595499825
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,2.1562007698020715e-07
845,0.00015143541471415183
846,0.0
847,0.0
848,0.001003904836506432
849,1.6021115369943282e-05
850,0.0008977731277863398
851,0.0
852,0.00017933333923069697
853,0.0077979288410409495
854,0.0006027013660759458
855,0.0006072633712815408
856,0.0002570450953006289
857,0.0025086072908025833
858,0.0034191942199126102
859,1.1998925778110344e-05
860,5.154935931678722e-07
861,0.0
862,4.760774189479745e-05
863,0.0006917139382965773
864,1.5486206943648745e-07
865,0.0
866,0.0
867,0.0
868,3.86200845241547e-07
869,1.07769586787578e-07
870,0.0
871,0.0
872,2.5012971302120755e-05
873,0.003654160048697651
874,0.001919407411874529
875,0.003226151193245621
876,0.07992280894568762
877,0.2131174813456477
878,0.0
879,0.00011770901393697237
880,5.587268535907451e-06
881,0.0
882,1.2941143969878744e-08
883,0.0006903644224131677
884,0.021940225749556473
885,0.09671287740872436
886,0.047797309280067916
887,7.917600485366294e-05
888,3.061494443805783e-05
889,0.0008383594360693394
890,2.5728725314729584e-07
891,1.6905362200405884e-06
892,0.0
893,0.0
894,0.0007305280339389368
895,0.0018559754878504841
896,0.0017330753366994376
897,0.00038548879096506777
898,0.00038617204789318606
899,0.001520040696084089
900,0.0008030132473646746
901,1.6528416360347958e-05
902,3.447319254463108e-08
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.06412784809935491
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.00038823241984096545
921,0.000393528923353933
922,0.001105977899310018
923,0.0017622814521155849
924,0.0024319795110573743
925,0.00030751973290780164
926,1.095822999354788e-06
927,4.487646402359533e-05
928,0.00036140403306471775
929,0.0007303258842846717
930,0.0013507010689349016
931,0.014002537189365089
932,0.012601644876347573
933,0.0
934,0.0
935,7.950164764809643e-07
936,6.846735378365643e-06
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,1.581589660265543e-05
943,0.00022016123648386444
944,0.0006344687036977284
945,0.0001163921271690471
946,1.061521601108291e-06
947,7.08835436185287e-08
948,0.0
949,0.0
950,1.5554236777034801e-09
951,5.55258362934549e-05
952,4.8054254752565114e-09
953,7.3732504361781e-07
954,8.217840521396398e-10
955,0.0
956,0.0010122513244827185
957,5.158705447590388e-06
958,0.0
959,4.344658233501294e-05
960,7.755680716552943e-07
961,4.409508758748451e-06
962,5.615784780341162e-05
963,0.00044367187916722614
964,0.0017489223095735417
965,0.0017909765617995608
966,0.0007934293473014206
967,2.6806378453388677e-07
968,0.0
969,0.0
970,0.0
971,2.7892722869606797e-08
972,8.415045282823328e-05
973,0.0003352918267822617
974,0.0
975,1.936608561300808e-08
976,2.5639295665086923e-07
977,0.0
978,0.0
979,0.0
980,0.0007307469249239015
981,0.12037748968976927
982,0.005965008533589496
983,0.0007141346386522222
984,0.0
985,0.0
986,0.0
987,0.0
988,2.739306309233435e-07
989,0.006402819629238568
990,4.237409322994167e-05
991,0.00012164117149131198
992,3.0431902342319266e-05
993,0.0
994,3.094303946610154e-07
995,0.0
996,3.3767971061390546e-09
997,0.0
998,0.0
999,7.325168445346836e-06
1000,0.00025373320377575226
1001,0.00019766967054100438
1002,0.0013489467973122008
1003,0.0
1004,2.4783758469569848e-08
1005,0.0009673332665249022
1006,0.0020863042237633336
1007,2.2335273238201565e-07
1008,0.0003726202451026735
1009,0.0
1010,0.000873787929372695
1011,0.0010984064428358048
1012,0.0002375760081797428
1013,0.0002806813985647502
1014,6.534231502762964e-06
1015,0.0008062580019209583
1016,0.00021076136158139111
1017,2.6280402417312576e-05
1018,8.474805472809595e-09
1019,0.0
1020,0.00022299055068246486
1021,0.0003922462024103976
1022,0.00035263551574021574
1023,0.0005409131392887968
1024,0.0022295493419137143
1025,0.000631368193469664
1026,6.04776578428486e-05
1027,4.029407361407345e-12
1028,0.018751662373601468
1029,0.032146131444129394
1030,0.004099674745655788
1031,1.532629661400012e-05
1032,0.001241916324242899
1033,0.0004340560559238486
1034,1.7117407103931467e-06
1035,0.00010666360009729773
1036,1.1848427081222714e-08
1037,0.011044155846104752
1038,0.04143877765796141
1039,0.003098631557109769
1040,0.001174192902541852
1041,1.4909414503765451e-06
1042,5.132198841191035e-05
1043,8.257012964280178e-06
1044,0.000105636860456387
1045,3.380869322400204e-05
1046,2.392808808429753e-05
1047,0.0
1048,2.142805931917472e-06
1049,9.836111269017412e-05
1050,0.00048324069712684303
1051,2.363628985876949e-05
1052,2.8688514287058344e-06
1053,1.6828492004586268e-06
1054,0.0
1055,0.0
1056,0.0
1057,3.404886921638724e-09
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,2.3013238369682695e-08
1064,0.04727523004387814
1065,0.0
1066,4.6339233033426495e-06
1067,9.85413765386111e-06
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0001475755306949587
1073,5.765926281473903e-05
1074,0.00017387314642329982
1075,0.00011095794200415307
1076,0.0007190507566736357
1077,0.0006400577742832091
1078,6.905358258900885e-09
1079,0.0
1080,1.4867560354401818e-07
1081,9.497334674736608e-05
1082,0.0001805592534207739
1083,0.0005303566375846282
1084,0.000571567823438776
1085,0.08854149959583027
1086,0.02679079207315834
1087,2.900495614197981e-08
1088,0.00034730202629419926
1089,0.0
1090,7.628566688961458e-09
1091,0.0
1092,2.2585780921747806e-06
1093,0.0001891000712997592
1094,0.00020801157643402155
1095,0.0012345159868931152
1096,9.88350729301279e-05
1097,0.0004905495752016851
1098,0.000960942868405742
1099,0.00045912111985911623
1100,6.382554050511718e-07
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0007897673462998865
1109,9.247755909841553e-06
1110,0.0
1111,0.00022887652042879133
1112,0.00021051091294469208
1113,3.811018462258036e-05
1114,0.0015951945060918371
1115,0.000357569174262898
1116,0.0026572442212109667
1117,0.0018788559573373813
1118,0.0014670136996548396
1119,0.0007293333276464566
1120,0.0001956510642142517
1121,1.7283302680443366e-07
1122,0.0
1123,0.00032427277634005514
1124,0.0014515725037440993
1125,4.842445455959198e-06
1126,0.0
1127,3.594661974315162e-05
1128,4.747946410725878e-06
1129,0.0
1130,0.0
1131,0.0
1132,0.0019536014621646816
1133,0.007463755761948864
1134,0.0
1135,0.0003148335814301334
1136,2.2310038933703217e-05
1137,0.0
1138,0.0
1139,1.0072467250877791e-08
1140,0.0008400283899087976
1141,0.005496781921470319
1142,0.0022534352069608207
1143,0.0
1144,0.00011942686365317387
1145,0.0002840402543088672
1146,6.874986031808134e-07
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0006922930279451996
1153,0.0
1154,0.0010222636568701846
1155,0.0
1156,0.0
1157,4.6150138247172875e-05
1158,0.009687541972608307
1159,6.144048862855307e-05
1160,0.00025542027801837006
1161,4.4922681835359794e-05
1162,0.0
1163,0.0006222234399434803
1164,0.000937928834041449
1165,0.0
1166,0.0
1167,0.0009436012858854506
1168,6.0141459005199896e-05
1169,8.748564687938063e-06
1170,1.531525579437835e-07
1171,0.0
1172,3.5315219255800435e-05
1173,7.176778142503964e-05
1174,0.0001056357880269879
1175,0.0011648323811764144
1176,1.3158154747013225e-05
1177,0.0
1178,1.0111213331287321e-05
1179,0.0
1180,0.02212810028163119
1181,0.0008908725048975669
1182,0.0001600597499951725
1183,0.0
1184,0.0
1185,4.428546491598521e-05
1186,0.0
1187,0.0
1188,0.0
1189,0.0009389062833377076
1190,0.026306010729376217
1191,0.004195784708922938
1192,0.002334612290131948
1193,0.0
1194,0.0002757757928592678
1195,0.0014541965005229979
1196,0.00048137431809916904
1197,0.0005155618300777206
1198,1.1755379898762999e-07
1199,4.6048227814603394e-07
1200,7.440838661191983e-05
1201,1.1424927924782762e-05
1202,2.327905453463762e-05
1203,4.399545148305679e-06
1204,1.689161946652106e-06
1205,1.9660281809245947e-05
1206,0.00026639979788203156
1207,0.00104634990152283
1208,0.0008844813028591926
1209,0.0007914882130868677
1210,1.692891151417101e-05
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,1.3852665761411589e-05
1216,0.03210608245444368
1217,0.00335383223249132
1218,4.618039096455171e-06
1219,0.0007159551392752145
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,9.827762386522992e-05
1225,1.1017224787578628e-06
1226,0.00020391718396359823
1227,7.838708536585535e-06
1228,1.9829627149570153e-05
1229,0.0017963324620946847
1230,2.1618372769744202e-06
1231,0.0
1232,0.0
1233,3.498889322880783e-05
1234,1.3777167094752106e-05
1235,9.730620044027082e-05
1236,0.00046158745565920434
1237,0.0
1238,0.08083185828803345
1239,0.05122453756179354
1240,0.004891799575314994
1241,0.0
1242,3.533214016680435e-05
1243,0.0
1244,0.0
1245,1.833815087479514e-05
1246,0.002658978145181268
1247,3.2981893553015666e-05
1248,0.0
1249,0.0
1250,0.0
1251,8.052644902400503e-06
1252,9.451107011621137e-05
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,1.0526047353230331e-08
1260,0.0015699100100594885
1261,0.0001822530476937065
1262,0.0
1263,9.920256234043958e-06
1264,0.0011446761195550831
1265,0.002937998130454738
1266,0.0024638896621359922
1267,0.0019714536804071414
1268,0.003031255884200358
1269,0.0017795001189052897
1270,0.0017012390559731792
1271,0.00016647642809228244
1272,1.7690493049354967e-05
1273,4.9433313192878535e-06
1274,0.000525489213717351
1275,0.0013849394205228203
1276,1.8684285602728342e-06
1277,0.0
1278,0.0
1279,7.676341950856734e-05
1280,4.198214277236708e-05
1281,0.0
1282,0.0
1283,0.0
1284,0.04117940263837566
1285,3.27912308015544e-05
1286,0.0
1287,1.473064899996474e-06
1288,0.00026160087818503035
