,structure_formal_backyards
503,1.0229742394623654e-05
504,0.0001116385688312853
505,0.0001546566905712473
506,0.0012363784492774353
507,0.00012340808071061523
508,9.275251596163234e-05
509,0.0001407656381398116
510,0.0
511,2.9466430578120214e-06
512,3.849734058284611e-06
513,0.00029912041672894735
514,8.864098314179469e-07
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.00010190758323645848
522,0.0005182500070615663
523,5.8039896231448e-07
524,0.0
525,4.1983826877834495e-06
526,0.002089761818359834
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0052698648831977345
532,0.010724568200872617
533,4.885278299615703e-07
534,0.0
535,7.11723132341492e-06
536,0.00017966968818620093
537,7.235716398671401e-07
538,0.00014014372792883615
539,1.8887247061466424e-06
540,4.682866659767509e-05
541,1.6304495910185812e-05
542,0.00029437050917403
543,1.3480741361659406e-05
544,0.00038217445160355305
545,0.0
546,0.018307647214910062
547,7.808205619868301e-05
548,0.0
549,0.0013061293145138532
550,0.002908393990221589
551,0.0036152130671162357
552,0.0009603885830561914
553,7.767856951886457e-05
554,4.05661633796093e-06
555,0.00014632246483089226
556,0.002253908904928096
557,0.00010239907088314706
558,1.156953247336421e-06
559,0.0
560,0.0
561,2.691879551336167e-07
562,1.4956789933471137e-05
563,0.0
564,1.2834072695503993e-06
565,1.0160792622013914e-05
566,0.00029982774782273284
567,0.0008233531533255417
568,2.0819106355513865e-05
569,2.2414905220529115e-07
570,4.4756009886343544e-05
571,0.0008159290078190524
572,0.04885085722585006
573,0.17394604027289526
574,8.28700247095853e-06
575,0.0
576,2.5410675532826617e-06
577,0.12014169001234298
578,0.08167396120793097
579,0.09882479865615736
580,0.0013643706711217794
581,6.496189326391951e-05
582,2.1382761722180167e-05
583,3.4829407206444875e-05
584,0.0003664071088057199
585,1.1232783192471975e-05
586,0.0
587,0.0
588,5.410120568730211e-06
589,0.0004304522265548971
590,0.0014201024747627193
591,0.0
592,0.00010120077296065568
593,0.0014572238961906338
594,0.0011609769237969957
595,1.4220801729301817e-05
596,7.506549778480506e-05
597,0.00023666715540396322
598,0.00011127382470529058
599,5.08254532095383e-06
600,1.0611178974310588e-08
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,7.763132807571438e-10
607,0.0003275901050695093
608,0.0
609,4.801152399479123e-05
610,0.00036151635123135117
611,0.009923134917031059
612,0.006996102296570675
613,0.03575837453340884
614,0.019219118076911137
615,0.021213575036031114
616,0.05942694890035695
617,0.03724065841807768
618,0.021870560737979345
619,0.017287562066944203
620,0.0029856403154722134
621,0.0
622,1.8916361393537133e-06
623,0.006921005620478582
624,0.04350990111238593
625,0.008372230859384946
626,4.105287551310579e-06
627,4.513139019262446e-06
628,6.632601373964091e-08
629,0.0
630,0.0
631,0.0
632,4.174808661142998e-09
633,4.993871528781939e-11
634,0.0
635,0.00017277995340749788
636,2.8218457740289186e-06
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,5.71796819512275e-07
645,0.00012382632223122687
646,0.0
647,1.168460580066885e-05
648,0.001403017462131723
649,0.00047195669923969343
650,0.0006523782555561561
651,0.00018380995241750896
652,0.0038829916951282303
653,5.981777173447562e-06
654,0.00047737691542312565
655,2.1006620509298554e-05
656,0.00022008712829699623
657,0.0011352417884955821
658,0.000100563227623189
659,4.15875079745766e-05
660,0.0005701817035082447
661,0.0002588946736400827
662,9.553231981633768e-07
663,0.00024154709214127445
664,0.0
665,3.028771736555629e-07
666,1.713838150210564e-06
667,0.0
668,0.0
669,1.3197408535341886e-08
670,2.446387054868247e-09
671,0.0
672,0.0
673,1.834292108919593e-05
674,0.0010665542498029936
675,0.0016583960598915673
676,3.6696406340232547e-06
677,0.0
678,0.0009262069327681723
679,0.008383881837827236
680,0.0056594924541139326
681,0.11716667721409285
682,0.07834408895441693
683,0.020380654119498146
684,0.0013612356576535158
685,0.0
686,0.0
687,0.0
688,6.212950224371514e-05
689,0.0
690,1.4405743865001658e-07
691,8.327824396173399e-06
692,7.151248637437767e-09
693,0.00022608249087998893
694,6.0009118972582885e-05
695,0.0
696,0.0007230101863776551
697,0.0
698,0.006043784662181197
699,0.013086629699377482
700,0.013422768705754292
701,0.000280006412081107
702,0.0
703,7.740607758567497e-05
704,0.002611219294163467
705,0.0007078824416394884
706,0.0033335775162680998
707,0.0010892100076889085
708,1.952670451959708e-05
709,1.0929289368397252e-05
710,2.1368147831735554e-05
711,9.178822994767575e-05
712,0.0002736647987780105
713,0.0002063999770998027
714,1.8782003334884866e-06
715,0.0
716,0.0
717,1.8480925911004154e-06
718,0.0002028182360212442
719,0.0003582029225146616
720,0.0015356245834751328
721,1.593254984385846e-05
722,0.0
723,0.00030700525152186145
724,0.034018019213479855
725,0.14034373302101222
726,0.0
727,0.0
728,2.9819793667731654e-07
729,6.233952757394307e-06
730,0.0015722339755740915
731,0.04542512221062348
732,0.04531047626519776
733,0.027166906165237023
734,5.008527862353507e-07
735,0.0005272455023133922
736,0.000130037256519923
737,0.00011565069467570221
738,0.00030879048774540833
739,2.673272805515835e-06
740,2.256185422166451e-05
741,1.442735145489375e-05
742,0.0010018182746574544
743,0.0002685491821784432
744,0.0005901525608267581
745,2.6388394793901826e-06
746,0.0016835724340160012
747,8.212602967657372e-05
748,6.529849581160836e-05
749,9.35590539780124e-05
750,1.2744330789571917e-05
751,1.1012991156220329e-08
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,9.709950169902526e-06
759,5.803997529441845e-06
760,0.0
761,7.457837277303864e-06
762,1.3574701664460386e-06
763,0.0
764,0.0
765,0.0
766,0.0007474943151943032
767,0.006800895000171107
768,0.0067969984035268485
769,4.0580696477225456e-05
770,0.0007206322888704627
771,0.0019876730358994793
772,0.001824233823082046
773,0.0003778434881504987
774,0.0002561528097362526
775,0.0016669613758797473
776,0.0002563427773842542
777,0.0003091435258981842
778,0.013666075424172674
779,0.0031615903885277405
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,1.5057910883454357e-08
788,4.601417416063329e-05
789,0.0
790,1.6392011045298113e-07
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,1.2843944170550403e-08
798,0.0
799,9.354819483555126e-05
800,0.00020852261473439438
801,1.2198295865836446e-06
802,8.279605613283252e-05
803,0.00027384066706431407
804,0.00296756967682689
805,8.46005470615276e-06
806,4.8487193395826465e-05
807,8.598297723549433e-08
808,3.7842155168464904e-05
809,0.00039139103535109433
810,5.092201917336456e-07
811,2.95326877033488e-05
812,0.000724190868984288
813,0.00033996581787329027
814,0.001266735112740918
815,7.77600858073467e-05
816,0.0
817,0.0
818,0.0
819,0.0
820,2.372350448217145e-08
821,4.4558382244754264e-05
822,2.753003396513472e-08
823,0.0
824,0.0
825,2.2192357937180535e-07
826,5.291923824724628e-09
827,2.2217634718563554e-05
828,0.0014589873503916616
829,1.1365920982652109e-06
830,0.02513536646848081
831,0.05111976366667958
832,0.004726609328766373
833,0.0
834,5.4266931106051e-08
835,0.0
836,0.0030607379085479543
837,0.0001125117774224945
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,1.7968339748350596e-07
845,0.00012619617892845988
846,0.0
847,0.0
848,0.0008906716547602333
849,1.3350929474952736e-05
850,0.0008047852140012833
851,0.0
852,0.00014960801119737953
853,0.006744219438171952
854,0.0005069597706156238
855,0.0005089127539832083
856,0.00021420424608385743
857,0.002438259053212657
858,0.0033109025446129083
859,9.999104815091951e-06
860,4.2957799430656016e-07
861,0.0
862,3.967311824566454e-05
863,0.0005859801928510953
864,1.2905172453040625e-07
865,0.0
866,0.0
867,0.0
868,3.218340377012892e-07
869,8.980798898964832e-08
870,0.0
871,0.0
872,2.0844142751767295e-05
873,0.0035571032473932463
874,0.0018743957622283135
875,0.0029397017393173576
876,0.0442107121427521
877,0.13173895619585177
878,0.0
879,0.00011035231872626556
880,4.65605711325621e-06
881,0.0
882,1.0784286641565619e-08
883,0.0005761877337565476
884,0.019642291272474886
885,0.08266582967436774
886,0.04138724040511646
887,6.598000404471911e-05
888,2.5512453698381526e-05
889,0.0007096700162927799
890,2.1440604428941318e-07
891,1.4087801833671572e-06
892,0.0
893,0.0
894,0.0006105417708082541
895,0.0016742866788873696
896,0.001461108619803174
897,0.0003212406591375566
898,0.0003218100399109884
899,0.0012950948711840124
900,0.0006702706199438512
901,1.3773680300289967e-05
902,2.872766045385924e-08
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.03435894878689182
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.00032381410763143676
921,0.0003279407694616108
922,0.0009224996741946769
923,0.0014850854090719644
924,0.0021318758688791523
925,0.00025626644408983473
926,9.131858327956566e-07
927,3.739705335299611e-05
928,0.0003011700275539315
929,0.00060860490357056
930,0.0007618529975479803
931,0.012527725316643742
932,0.011960722822408723
933,0.0
934,0.0
935,6.625137304008035e-07
936,5.705612815304704e-06
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,1.3179913835546192e-05
943,0.00018402824306722152
944,0.0005655237814758949
945,9.699343930753925e-05
946,8.846013342569092e-07
947,5.906961968210724e-08
948,0.0
949,0.0
950,1.2961863980862336e-09
951,4.6271530244545745e-05
952,4.004521229380428e-09
953,6.14437536348175e-07
954,6.848200434497e-10
955,0.0
956,0.0009277025777309238
957,4.298921206325323e-06
958,0.0
959,3.7850034825595815e-05
960,6.463067263794119e-07
961,3.6745906322903767e-06
962,4.679820650284303e-05
963,0.00036972656597268844
964,0.001496678224230383
965,0.0015057239110411445
966,0.0006611911227511837
967,2.2338648711157232e-07
968,0.0
969,0.0
970,0.0
971,2.3243935724672333e-08
972,7.012537735686109e-05
973,0.00027940985565188484
974,0.0
975,1.6138404677506733e-08
976,2.1366079720905774e-07
977,0.0
978,0.0
979,0.0
980,0.0006324972368143141
981,0.0837207538616681
982,0.00520934406996576
983,0.0005974281091340929
984,0.0
985,0.0
986,0.0
987,0.0
988,2.2827552576945293e-07
989,0.004936148756917422
990,3.531174435828472e-05
991,0.00010136764290942663
992,2.5359918618599393e-05
993,0.0
994,2.578586622175129e-07
995,0.0
996,2.8139975884492124e-09
997,0.0
998,0.0
999,6.104307037789029e-06
1000,0.0002114443364797936
1001,0.00016472472545083698
1002,0.0012729605274061917
1003,0.0
1004,2.065313205797487e-08
1005,0.0008644791913587865
1006,0.0020332556271350855
1007,1.8612727698501306e-07
1008,0.0003105168709188946
1009,0.0
1010,0.0007514483394195449
1011,0.0009327283264395443
1012,0.00019798000681645235
1013,0.0002339011654706252
1014,5.445192918969138e-06
1015,0.0006980682790977656
1016,0.0001756344679844926
1017,2.1900335347760483e-05
1018,7.062337894007994e-09
1019,0.0
1020,0.00018582545890205408
1021,0.00032687183534199795
1022,0.0002941628960942811
1023,0.0004552914586273887
1024,0.0021435145214710356
1025,0.0005499753204596062
1026,5.0398048202373836e-05
1027,3.3578394678394547e-12
1028,0.011274653588941475
1029,0.02108187926933429
1030,0.002729511341348633
1031,1.2771913845000103e-05
1032,0.001176604349795028
1033,0.0003710846675850378
1034,1.4264505919942888e-06
1035,8.888633341441479e-05
1036,9.873689234352261e-09
1037,0.009994795557368727
1038,0.033922743263303565
1039,0.0029789370777896793
1040,0.0010456152199959975
1041,1.2424512086471213e-06
1042,4.276832367659196e-05
1043,6.880844136900149e-06
1044,8.803071704698916e-05
1045,2.8173911020001702e-05
1046,1.9940073403581274e-05
1047,0.0
1048,1.7856716099312267e-06
1049,8.196759390847841e-05
1050,0.0004027005809390359
1051,1.969690821564124e-05
1052,2.390709523921529e-06
1053,1.4023743337155227e-06
1054,0.0
1055,0.0
1056,0.0
1057,2.8374057680322705e-09
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,1.9177698641402247e-08
1064,0.029541084388192057
1065,0.0
1066,3.86160275278554e-06
1067,8.211781378217592e-06
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0001229796089124656
1073,4.8049385678949206e-05
1074,0.00014489428868608316
1075,9.246495167012758e-05
1076,0.0006030416377388706
1077,0.0005333814785693409
1078,5.7544652157507365e-09
1079,0.0
1080,1.2389633628668178e-07
1081,7.914445562280507e-05
1082,0.00015046604451731158
1083,0.00044346987203452645
1084,0.0005141603814243167
1085,0.0594579539810172
1086,0.019225253346058915
1087,2.4170796784983178e-08
1088,0.00028941835524516597
1089,0.0
1090,6.357138907467881e-09
1091,0.0
1092,1.8821484101456505e-06
1093,0.00015758339274979933
1094,0.00017334298036168468
1095,0.0011329361879684405
1096,8.236256077510658e-05
1097,0.00041267289459705263
1098,0.0008213541530764022
1099,0.0003826009332159302
1100,5.318795042093099e-07
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.000704713518270857
1109,7.706463258201296e-06
1110,0.0
1111,0.00019073043369065946
1112,0.0001754257607872434
1113,3.1758487185483636e-05
1114,0.0013682124548307522
1115,0.0002979743118857484
1116,0.002384399826169889
1117,0.0016040368272219187
1118,0.0012258807654639717
1119,0.0006077777730387139
1120,0.00016304255351187646
1121,1.4402752233702807e-07
1122,0.0
1123,0.0002702273136167126
1124,0.0012279570263290498
1125,4.035371213299331e-06
1126,0.0
1127,2.995551645262635e-05
1128,3.956622008938231e-06
1129,0.0
1130,0.0
1131,0.0
1132,0.0016025421507543033
1133,0.006255284707562227
1134,0.0
1135,0.0002623613178584445
1136,1.8591699111419345e-05
1137,0.0
1138,0.0
1139,8.393722709064826e-09
1140,0.0007074743907891851
1141,0.004544562898676225
1142,0.002101775121397735
1143,0.0
1144,9.952238637764486e-05
1145,0.00023670021192405597
1146,5.729155026506779e-07
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0005799594469538216
1153,0.0
1154,0.0009254227606813558
1155,0.0
1156,0.0
1157,3.8458448539310725e-05
1158,0.008217024207702832
1159,5.1200407190460906e-05
1160,0.0002128502316819751
1161,3.7435568196133166e-05
1162,0.0
1163,0.0005306738405350035
1164,0.0008661257025136563
1165,0.0
1166,0.0
1167,0.0008526511201196366
1168,5.011788250433324e-05
1169,7.2904705732817196e-06
1170,1.276271316198196e-07
1171,0.0
1172,2.94293493798337e-05
1173,5.9806484520866364e-05
1174,8.802982335582327e-05
1175,0.0010417415821238414
1176,1.096512895584435e-05
1177,0.0
1178,8.426011109406101e-06
1179,0.0
1180,0.016942840266648877
1181,0.0006377434252368074
1182,0.00013182121187247948
1183,0.0
1184,0.0
1185,3.690455409665434e-05
1186,0.0
1187,0.0
1188,0.0
1189,0.0008512978816914292
1190,0.023328903898542534
1191,0.004018704431162223
1192,0.0022853774124254817
1193,0.0
1194,0.0002298131607160565
1195,0.0012153769190630579
1196,0.000401145265082641
1197,0.00042963485839810057
1198,9.796149915635833e-08
1199,3.8373523178836165e-07
1200,6.200698884326652e-05
1201,9.520773270652304e-06
1202,1.939921211219802e-05
1203,3.6662876235880654e-06
1204,1.4076349555434213e-06
1205,1.6383568174371628e-05
1206,0.0002219998315683596
1207,0.0009598094822238468
1208,0.0008120394105842884
1209,0.0006690102225769411
1210,1.4107426261809179e-05
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,1.1543888134509659e-05
1216,0.02316416804468396
1217,0.0022952650434915826
1218,3.8483659137126425e-06
1219,0.0005966292827293454
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,8.18980198876916e-05
1225,9.181020656315523e-07
1226,0.00016993098663633185
1227,6.532257113821278e-06
1228,1.652468929130846e-05
1229,0.0015232313146632049
1230,1.8015310641453505e-06
1231,0.0
1232,0.0
1233,2.9157411024006523e-05
1234,1.148097257896009e-05
1235,8.108850036689234e-05
1236,0.00038465621304933695
1237,0.0
1238,0.05210886613765849
1239,0.03616334911705547
1240,0.003556718057221905
1241,0.0
1242,2.9443450139003633e-05
1243,0.0
1244,0.0
1245,1.5281792395662613e-05
1246,0.0025144259450025144
1247,2.748491129417973e-05
1248,0.0
1249,0.0
1250,0.0
1251,6.710537418667086e-06
1252,7.875922509684279e-05
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,8.771706127691945e-09
1260,0.0013808154569303456
1261,0.00015187753974475542
1262,0.0
1263,8.266880195036631e-06
1264,0.0009571628994824431
1265,0.0028153841208914624
1266,0.0021771407353867295
1267,0.0016779634543810284
1268,0.002855239877043212
1269,0.00152003177344833
1270,0.0014420095527589404
1271,0.0001387303567435687
1272,1.474207754112914e-05
1273,4.119442766073212e-06
1274,0.0004379076780977924
1275,0.0012008063132514328
1276,1.5570238002273619e-06
1277,0.0
1278,0.0
1279,6.396951625713944e-05
1280,3.498511897697257e-05
1281,0.0
