,flood_depth
0,0.00767483152417264
1,0.0335901621820468
2,0.0
3,0.0
4,0.327509462372412
5,0.000478749410045791
6,0.0199938984119854
7,0.00469108572803685
8,0.0690328504075163
9,0.00821021351600436
10,0.0
11,0.0
12,0.0960644527717873
13,0.0
14,0.0
15,0.0
16,0.0201566973208968
17,0.000110029599018947
18,0.216687989125054
19,0.207425943428131
20,0.410722569741421
21,0.402624835376761
22,0.626385033250094
23,0.394437102263291
24,0.210270703499853
25,0.252470425708494
26,0.184717553293603
27,0.113343802701814
28,0.00247586242154113
29,0.0
30,0.0
31,0.0
32,0.00253234950349946
33,0.0252107541132632
34,0.0365618022075087
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0160784891236708
40,0.0082486842042075
41,0.281002138143251
42,0.0633665585504189
43,0.162339882701211
44,0.37257115929215
45,0.0791617282095798
46,0.0188959794078799
47,0.00239666650890287
48,0.137366776500674
49,0.0533924610899568
50,0.0782232552339833
51,0.0472393133813017
52,0.0
53,0.02782637037593
54,0.0
55,0.0
56,0.100695902449071
57,0.0458713372548421
58,0.00158717489650107
59,0.0
60,0.00671117190282229
61,0.0301656578567649
62,0.057922345847615
63,0.0
64,0.0
65,0.0
66,0.0
67,0.00240220776943024
68,0.000620771337438513
69,0.188164735451723
70,0.102517719622012
71,0.0159977491764601
72,0.0
73,0.0
74,0.0
75,0.29635898340122
76,0.210076070003372
77,0.0
78,0.14510920879738
79,0.0
80,0.00874857503579432
81,1.04284407915892
82,0.584751657339243
83,0.056979461952492
84,0.00243305956196581
85,0.121109520947492
86,0.0316931221899484
87,0.158435237750806
88,0.326014386222683
89,0.0493240070205402
90,0.00353384140524582
91,0.0918529926111332
92,0.0224825302920172
93,0.0
94,0.00556879573398166
95,0.00374888015268875
96,0.0
97,0.0
98,0.00834438535902235
99,0.00231724926549145
100,0.0
101,0.0144624628572382
102,0.122239218817817
103,0.00126045422676282
104,0.0020388814895595
105,0.0347000869619056
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0342223990676749
111,0.0933758222767698
112,0.0526880864496831
113,0.228333229854189
114,0.363831109810419
115,0.0
116,0.0
117,0.0
118,0.0833450119502263
119,1.19126035032789
120,0.578854031032986
121,0.0176506846718639
122,0.0
123,0.0
124,0.0
125,0.0
126,0.00121420621871948
127,0.00589974558251536
128,0.004386305809021
129,0.00467136306980057
130,0.00186250326593159
131,0.060439251138152
132,0.151330431642016
133,0.115591243461326
134,0.0
135,0.0284050349835996
136,0.216750461763127
137,0.0831162333488464
138,0.0893485566489717
139,0.0420156805603593
140,0.0198681258068465
141,0.0
142,0.0
143,0.00321159088354317
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0160894217314544
149,0.0855333985766115
150,0.114876287954825
151,0.130466002548522
152,0.000477834780644711
153,0.059841433319284
154,0.00196485691119617
155,0.0
156,0.199449064391584
157,0.0211510240946131
158,0.0194285365513393
159,0.0255415192965803
160,0.0605144603832348
161,0.0289228492312961
162,0.0
163,0.0226189497578351
164,0.0977772335041622
165,0.0
166,0.0
167,0.0
168,0.00905533536056746
169,0.118812349893567
170,0.704316948200094
171,0.341632247584557
172,0.00793840141001182
173,0.0539086799262833
174,0.0212676534081664
175,0.0650961159376881
176,0.0346416544031214
177,0.0569734491853632
178,0.254881626538065
179,0.158343534412822
180,0.160819726056218
181,0.143277168819818
182,0.0597501494717204
183,0.0
184,0.0
185,0.0
186,0.00204334787952745
187,0.0
188,0.0
189,0.0
190,0.000192204627828854
191,0.149614175160726
192,0.272587194198217
193,0.108605722145307
194,0.0809876623053528
195,0.111139120605188
196,0.406695935153222
197,0.0435232144486874
198,0.0460234613377649
199,0.00147219057436343
200,0.0477199421988593
201,0.127230595863103
202,0.266337182420073
203,0.12369619336519
204,0.0
205,0.0173641976467904
206,0.000633582936851211
207,0.0
208,0.103609428887526
209,0.0245566852882907
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0440990567546964
215,0.00212794763070566
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.00540381552121399
222,0.319587608778446
223,0.00443154858565276
224,0.0
225,0.0
226,0.0
227,0.00327564033008369
228,0.289106324866966
229,0.00274429321289062
230,0.549853330098476
231,0.329125342543187
232,0.782905358746004
233,1.26824859077925
234,0.0
235,0.0
236,0.0
237,0.154539170088591
238,0.00307808384035058
239,0.143807718449173
240,0.00219551803719284
241,0.401136142236215
242,0.0
243,0.000445471869574653
244,0.0144251809840189
245,0.0
246,0.0531361956115163
247,0.0365649067763741
248,0.0141574008890585
249,0.00266581913005253
250,0.00195732823124638
251,0.00233065613314637
252,0.0
253,0.176946743261441
254,0.105091571807861
255,0.0203291238203348
256,0.0900424144886158
257,0.00660803813879986
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0114061475633741
263,0.0
264,0.0231964024383458
265,0.0984398082450584
266,0.589470953003973
267,0.226253469785055
268,0.0
269,0.210130907871105
270,0.163762262675837
271,0.386460333060675
272,2.18648189527017
273,0.88184154108379
274,0.0
275,0.0
276,0.0
277,0.0162727377693198
278,0.0275102213576988
279,0.0503801459940071
280,0.0
281,0.0
282,0.0319646677739939
283,0.0258608614956891
284,0.0336052440849804
285,0.276488595538669
286,0.00961803642772881
287,0.0
288,0.164750412726334
289,0.0617343739227012
290,0.0835011408879207
291,0.0283352401521471
292,0.0350990751869658
293,0.0316089612466318
294,0.00544651824864227
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.00587816043999426
301,0.0221616391782407
302,0.00849381199589482
303,0.00073635177394943
304,0.0
305,0.061856928312867
306,0.00072510041782343
307,0.0
308,0.196999882708178
309,0.00701051510260729
310,0.0605358687326652
311,0.0630276810518234
312,0.048075121861917
313,0.0507835301238927
314,0.0345578996830725
315,0.0914567173549107
316,0.0126987179703228
317,0.0
318,0.00311061876629471
319,0.0
320,0.0233761548115198
321,0.636855390321497
322,0.0662217360276442
323,0.0
324,0.0
325,0.00718124707539876
326,0.0414798747440349
327,0.000636984448914134
328,0.0603713204520089
329,0.0
330,0.14115836186163
331,0.0119715119282131
332,0.000135633680555556
333,0.0018211752091281
334,0.0390206182821024
335,0.0141094240367922
336,0.0
337,0.0194100389708431
338,0.0891248690371482
339,0.115816817324386
340,0.154400828248829
341,0.150358092028159
342,0.238378247308021
343,0.127482029160571
344,0.0252580827985491
345,0.0904983332073599
346,0.111343533342535
347,0.170671493918807
348,0.296849427399812
349,0.0241914998937046
350,0.0229739700256935
351,0.0
