,flood_depth
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0757176102283383
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0274924878720884
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0751702796478975
19,0.10185123786424
20,0.166309584286293
21,0.160975124477382
22,0.296321479017606
23,0.171125307332439
24,0.093767319614995
25,0.1024547712396
26,0.0623843635928597
27,0.0343445736500476
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.00446202678065146
34,0.0177362213221513
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.00164609538843289
41,0.125761504866119
42,0.0186795799435041
43,0.0435719786206542
44,0.141228527934463
45,0.0
46,0.0
47,0.0
48,0.0247541468778103
49,0.00190383006357867
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0356360704194752
57,0.0110502684557879
58,0.0
59,0.0
60,0.0
61,0.00896331534177176
62,0.0236546446411516
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.066656259390024
70,0.0333739651574029
71,0.0
72,0.0
73,0.0
74,0.0
75,0.100386529906183
76,0.0678754189031587
77,0.0
78,0.0356281386269403
79,0.0
80,0.0
81,0.0326893064710829
82,0.0547164786575187
83,0.0282986252396195
84,0.0
85,0.0636627939012316
86,0.0134808575665509
87,0.0592500997017713
88,0.0329389550419766
89,0.0
90,0.0
91,0.0422382829255433
92,0.00501075056245946
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.00236484739515516
99,0.0
100,0.0
101,0.00579016704504986
102,0.0408227355391891
103,0.0
104,0.000897510100829519
105,0.014711794454701
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0122512426131811
111,0.0482539069465496
112,0.0200751458014642
113,0.0907647538459164
114,0.137118347689637
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.000425338745117188
127,0.000977188501602564
128,0.0
129,0.000884335944455573
130,0.00038818778980772
131,0.0287537850578912
132,0.0611676164502092
133,0.0506048953091657
134,0.0
135,0.0162392192416721
136,0.126406729934562
137,0.0299603100176211
138,0.0259196180903334
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.017557536502849
150,0.0661485813282154
151,0.0766313949541489
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0630621516251435
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.000531438044729949
164,0.0304445619936343
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0412821161593928
170,0.231688602491357
171,0.136164931858383
172,0.0
173,0.0150397108572098
174,0.00841698772065171
175,0.0209184688199718
176,0.0129304462009006
177,0.0257449679904514
178,0.103964139050536
179,0.0708538214410707
180,0.0804222563994096
181,0.0700132547956094
182,0.022688896670997
183,0.0
184,0.0
185,0.0
186,0.00121165320369977
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0663312629417137
192,0.116695571421218
193,0.0364804744857916
194,0.00232519387454429
195,0.0294595565598756
196,0.147523746934048
197,0.0
198,0.0
199,0.0
200,0.00425168761500606
201,0.0244023032337852
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0399040633857456
209,0.00639514167167756
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0131552932608841
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.00116559829777515
222,0.0869471868427793
223,0.0
224,0.0
225,0.0
226,0.0
227,0.000248661747685185
228,0.0974322469146163
229,0.0
230,0.0395478294922998
231,0.030564654490916
232,0.004530914922269
233,0.3852187141401
234,0.0
235,0.0
236,0.0
237,0.0800130102369521
238,0.00094129507084682
239,0.0675689459603494
240,0.00013248628360933
241,0.0276155825014468
242,0.0
243,0.000196191999647352
244,0.0077934330345219
245,0.0
246,0.0227757550160819
247,0.010992128629211
248,0.00419465023987112
249,0.00103509364983974
250,0.0
251,0.0
252,0.0
253,0.0617686214610043
254,0.0451104022838451
255,0.00927191840277778
256,0.0440619256761339
257,0.00262951973157051
258,0.0
259,0.0
260,0.0
261,0.0
262,0.00211856015078671
263,0.0
264,0.0107107135305377
265,0.0580377048916287
266,0.256297097926126
267,0.124128571263066
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.000638260800614316
278,0.00797522951055456
279,0.0271204369699853
280,0.0
281,0.0
282,0.0108315796593995
283,0.00836953851911757
284,0.0
285,0.111679633458455
286,0.0
287,0.0
288,0.0985822889539931
289,0.0133835253892122
290,0.000337062737880609
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.00343229723112536
302,0.00167977368390119
303,0.000575956252225784
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0740417423581954
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.00572640119280134
316,0.0046664641991682
317,0.0
318,0.0
319,0.0
320,0.00470355750146526
321,0.285129623038988
322,0.0129642062717014
323,0.0
324,0.0
325,0.00165793630811903
326,0.00988952115050748
327,0.000185520277110809
328,0.0221057652064732
329,0.0
330,0.0496295962655738
331,0.00453612075228871
332,0.0
333,6.55440283175271e-05
334,0.00742121260295543
335,0.0
336,0.0
337,0.00489496398161974
338,0.036502933694415
339,0.052087897928352
340,0.0642842669308357
341,0.0556213483150753
342,0.099592241634618
343,0.0517477466072727
344,0.00043621826171875
345,0.0252790237417993
346,0.0309786384755915
347,0.0667005998116952
348,0.101673637020622
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0783770969622362
354,0.00884213862329671
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0419026833993417
361,0.034343578197338
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.00422945134587153
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0840980551521323
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.105893502250585
381,0.00695911943742886
382,0.0344561085143292
383,0.0165947373436387
384,0.0
385,0.0510341285640358
386,0.00393810095610442
387,0.0
388,0.0145281235948741
389,0.0339311797939736
390,0.0455076741766997
391,0.039003441690916
392,0.0163684377643118
393,0.0484410480216697
394,0.0700908780437589
395,0.0
396,0.0
397,0.0
398,0.0318849421372182
399,0.0
400,0.00308911613843429
401,0.0496391368136511
402,0.014787479187665
403,0.0
404,0.0307811631096734
405,0.0868001649862001
406,0.00895860460069444
407,0.040341056106437
408,0.0127015996862341
409,0.0
410,0.0
411,0.0
412,0.00161170372596154
413,0.0128508573842501
414,0.00919818932514245
415,0.0178279258586742
416,0.0
417,0.0
418,0.00708878563340233
