,flood_depth,prop_flood_prone,sim_poor,sim_midpoor,sim_midrich,sim_rich
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0757176102283383,0.309366943569178,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0274924878720884,0.271990740740741,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0751702796478975,0.247695852534562,0.0,0.0,0.0,0.0
19,0.10185123786424,0.143102461362335,0.0,0.0,0.0,0.0
20,0.166309584286293,0.369683128746788,0.0,0.0,0.0,0.0
21,0.160975124477382,0.423650975889782,0.0,0.0,0.0,0.0
22,0.296321479017606,0.545376467220155,0.0,0.0,0.0,0.0
23,0.171125307332439,0.82734846308532,0.0,0.0,0.0,0.0
24,0.093767319614995,0.344896218367927,0.0,0.0,0.0,0.0
25,0.1024547712396,0.263644239099047,0.0,0.0,0.0,0.0
26,0.0623843635928597,0.287749287749288,0.0,0.0,0.0,0.0
27,0.0343445736500476,0.310146593848807,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.00446202678065146,0.065668202764977,0.0,0.0,0.0,0.0
34,0.0177362213221513,0.145537237066515,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.00164609538843289,0.00694243563783627,0.0,0.0,0.0,0.0
41,0.125761504866119,0.531054131054131,0.0,0.0,0.0,0.0
42,0.0186795799435041,0.100516944284894,0.0,0.0,0.0,0.0
43,0.0435719786206542,0.52991452991453,0.0,0.0,0.0,0.0
44,0.141228527934463,0.703703703703704,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0247541468778103,0.296402877697842,0.0,0.0,0.0,0.0
49,0.00190383006357867,0.0315095961042681,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0356360704194752,0.249576510446076,0.0,0.0,0.0,0.0
57,0.0110502684557879,0.114583333333333,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0
61,0.00896331534177176,0.104887110603029,0.0,0.0,0.0,0.0
62,0.0236546446411516,0.292202227934876,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.066656259390024,0.219373219373219,0.0,0.0,0.0,0.0
70,0.0333739651574029,0.101273148148148,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.100386529906183,0.156695156695157,0.0,0.0,0.0,0.0
76,0.0678754189031587,0.152517985611511,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0356281386269403,0.237210631609031,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0326893064710829,0.0347222222222222,0.0,0.0,0.0,0.0
82,0.0547164786575187,0.185754985754986,0.0,0.0,0.0,0.0
83,0.0282986252396195,0.256944444444444,0.0,0.0,0.0,0.0
